block,code,msg_type,sender,pool_id,denom_in,amount_in,denom_out,amount_out
4710950,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1ha92e4xggqvn2jejn8n5p6gwhlemyh0rlsx2z6,712,uosmo,82487,gamm/pool/712,5700130479209583
4710950,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1zmcsgrhe9kqld67fjpmlpd9za4ncplvzt065n9,463,uosmo,8459741,gamm/pool/463,389765132656477789
4710950,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1xpyqxhyg742e4p9323676mqqzwe730e9kt9k52,619,ibc/EA4C0A9F72E2CEDF10D0E7A9A6A22954DB3444910DB5BE980DF59B05A46DAD1C,10002183,gamm/pool/619,284978333086537052
4710953,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1xpyqxhyg742e4p9323676mqqzwe730e9kt9k52,619,uosmo,250000,gamm/pool/619,386192245342676101
4710957,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1xpyqxhyg742e4p9323676mqqzwe730e9kt9k52,621,ibc/307E5C96C8F60D1CBEE269A9A86C0834E1DB06F2B3788AE4F716EDB97A48B97D,309648013,gamm/pool/621,25656514593552576
4710959,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1xpyqxhyg742e4p9323676mqqzwe730e9kt9k52,621,uosmo,250000,gamm/pool/621,59550667751190390
4710962,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1gwh87j2zd5r422dqc83wp9cv0sxzxdfrrenx6w,629,uosmo,14500000,gamm/pool/629,10425429545622029
4710964,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1ysv2zndg0ff323y067yj708hwgzznv8y06tndu,722,uosmo,10000,gamm/pool/722,26691940165738435
4710964,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1xpyqxhyg742e4p9323676mqqzwe730e9kt9k52,651,uosmo,200000,gamm/pool/651,2656208549510387
4710965,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo10rgklxvl892p07754t4yv573y9nrw3q03dx2qe,722,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,7000000000000000000,gamm/pool/722,31282758444925936247
4710969,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1xpyqxhyg742e4p9323676mqqzwe730e9kt9k52,662,ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,18967210019,gamm/pool/662,75105333995901639
4710971,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1xpyqxhyg742e4p9323676mqqzwe730e9kt9k52,662,uosmo,150000,gamm/pool/662,71053815593857565
4710971,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1wwfkrdcn6598n256cdl8439mrl45mpu85mt3up,719,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,18950546,gamm/pool/719,300300635568044274171
4710972,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo14dezy6u7z6fuv8mlkzkemcq7lmdjpxkxeu6fm6,722,uosmo,10000,gamm/pool/722,26727688205452239
4710973,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1ju3vys9l5d4fa6f22l9z4q9rdlfnr6mtvfrkel,678,uosmo,23998211,gamm/pool/678,2724855902302936659
4710981,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1j8jd7tp68my4sp9jjulfwfprw333ck0erd5zm3,722,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,3000000000000000000,gamm/pool/722,13393074103206919631
4710987,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1lmh37d39yupr0u30myz2u2gkx3thnh5e3vdqec,722,uosmo,135645825,gamm/pool/722,362529027217171594481
4711002,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo19l9wsymdh3mp7munzrlk8rs03ttnu2uaujyktu,719,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,39455860,gamm/pool/719,625231057027306451337
4711005,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1a57pwt6shzlz3uqeyn8x2tlpsz7zvl89nsl87t,1,uosmo,1299865,gamm/pool/1,6096278722467955937
4711005,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1ytjnmgeyf2ujxsf8l8srhwz7vd23avfjagc4xu,463,uosmo,3281897,gamm/pool/463,151441239803467816
4711008,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo19l9wsymdh3mp7munzrlk8rs03ttnu2uaujyktu,15,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,27000000,gamm/pool/15,2694730404810328464398
4711017,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo10msmyg5nnq9cyfth6annelavr5uc7l8ljj6rzg,497,uosmo,170170637,gamm/pool/497,27798035445184767503
4711032,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1qwmejag0n8pl45nc3938nz57frckpm8dhltdxf,605,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,72746997,gamm/pool/605,6590976612956033083
4711033,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1ffjdsm8wu497gakvsvvwygnthpwnkg6jmhwd50,712,uosmo,133812178,gamm/pool/712,9252247621470380101
4711038,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1qwmejag0n8pl45nc3938nz57frckpm8dhltdxf,662,ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,67315252,gamm/pool/662,266551838743585
4711054,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1zkfsgx4sv6g3je48mehqwlm5nmcfa42cza0k4q,722,uosmo,10000,gamm/pool/722,26786914647767775
4711061,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo109sp8qpmzx05x9j9603mlfvrx7u97ye6shmqa6,712,uosmo,3918830,gamm/pool/712,271317763704873621
4711065,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1wlq638fsrwp4jz7s5t95th2ua5rwz9mghzm6rl,463,uosmo,3281422,gamm/pool/463,151423166491401946
4711069,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo13aurw8nf9lx8kervzpuefdpcqkupd2ntjgjhd9,605,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,73484700,gamm/pool/605,6657813452967133290
4711074,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo173p2e3mqhmhcm84pwl8qe5m9cyhu0mp7n74yyg,678,uosmo,161307,gamm/pool/678,18287728658157050
4711077,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1l33nmyxr5tkwc6hmp259zgk5c58j2zyjj8xn73,719,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,171181663,gamm/pool/719,2712507466154126775364
4711087,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1k4au4rps208j3jrrd2k9dc9y7p9rfdeh69f85r,712,uosmo,19181751,gamm/pool/712,1328350922537495364
4711096,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1s2e9ttddgdugdhwpk62nf5w7yjxycr75drg9xz,1,uosmo,467943,gamm/pool/1,2191168632603426747
4711097,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1ycvn4kdsp2apyjhgl6l0dg0djms8t5mpaqzql7,722,uosmo,10000,gamm/pool/722,26575519080533475
4711100,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1879u80as5a45nnt8lglljkswvplpu2pqmhqjua,712,uosmo,3781386,gamm/pool/712,261863711045514137
4711102,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo13gu73wcxa084n74fhxdgxfv3z8qe5h6em0cj7j,1,uosmo,15981451,gamm/pool/1,74832125761835960553
4711105,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1tg3au28cjnzwlm6j2c42fuvm0ga2e0rmqz2vsh,584,uosmo,209532,gamm/pool/584,10838954907872340
4711110,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo18jdp4pal7amfwgy6qq6h399zfll5f2t6mhf6td,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,3454126,gamm/pool/1,128204434764776972409
4711115,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1l4cz0n40py6r6pghjyk5uzgkc4eglzzpdxr42p,712,uosmo,2996381,gamm/pool/712,207501961895894627
4711116,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1veyqjqz733wffjwpkarpaev7kqsu429rlsudr4,1,uosmo,17000000,gamm/pool/1,79601369551582683503
4711123,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1zteazwkuks3ekf9c80pn54y9lmsup70mjw03qm,463,uosmo,3281749,gamm/pool/463,151437474110982793
4711132,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo18zxt3zdde2gzc44z7h3etplgmy7wrhx6ltd465,722,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,236167775464432853418,gamm/pool/722,1053702087712087985988
4711150,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1887ye8m4u60rm8fct7vm8a305sahl3gjw9rlvg,712,uosmo,15352437,gamm/pool/712,1063168216204426836
4711162,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1ha92e4xggqvn2jejn8n5p6gwhlemyh0rlsx2z6,573,ibc/4E5444C35610CC76FC94E7F7886B93121175C28262DDFDDE6F84E82BF2425452,4,gamm/pool/573,955713870
4711165,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1ha92e4xggqvn2jejn8n5p6gwhlemyh0rlsx2z6,573,uosmo,35898,gamm/pool/573,590567254287731
4711178,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1pz0a4rzkszss4dzs7yfukuskqtjg739g0fjrp0,601,uosmo,7015132,gamm/pool/601,162028282229724173
4711181,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1dnc4p8lt26nsm0ff57gr74mxlmkh4w5thkkaf5,648,ibc/8061A06D3BD4D52C4A28FFECF7150D370393AF0BA661C3776C54FF32836C3961,176748451700132381366,gamm/pool/648,28190953480716316855842
4711181,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1ljtqswnl72nl747u0uzx9qjaa29fqyg5ref5vm,463,uosmo,3281584,gamm/pool/463,151436379263642726
4711184,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1pqmrdyfmvjmw5glzh5fnzzyqncgwqu7ex0rwcx,712,uosmo,16076,gamm/pool/712,1113274519021579
4711187,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1v08k9f34uun46qeddmaxh5ssk8lz0jnvzuz0pe,1,uosmo,3432516,gamm/pool/1,16081052452800208985
4711191,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1aq4usrgpgre72zlfp4lzqjtqyrqhpmskpdykdc,681,uosmo,2000000,gamm/pool/681,64722759026460899591
4711192,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1pqmrdyfmvjmw5glzh5fnzzyqncgwqu7ex0rwcx,605,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,114402294,gamm/pool/605,10367084364155789566
4711202,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1pqmrdyfmvjmw5glzh5fnzzyqncgwqu7ex0rwcx,604,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,220867,gamm/pool/604,539107201178
4711208,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo12jdu0anal7vgf5dm5hzmjgjadwee7ntntkzruz,722,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,2388757094675094784,gamm/pool/722,10649985084492178478
4711214,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo19x9qyq0js0r86q8e78j4ps6gx2pu5jatx0fld3,704,uosmo,5539640,gamm/pool/704,230998263367343006
4711221,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1629lc40wwuc7rz3cnptnnwzk92zr2l22gam4y6,611,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,13667921,gamm/pool/611,82880687775020065454
4711227,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1c284d7akq0l3sddxyrvw9j2nnn84u3phgsrkxz,674,uosmo,55800000,gamm/pool/674,10181582718798584449
4711240,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1edl69kkpfe7xj0w6uv92cja7626ms8nn5u9d2l,463,uosmo,3281432,gamm/pool/463,151368427680522365
4711263,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1lmrk3mzv46lmvszj67awwjpzzqdmye8uqmmvy4,9,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,1339220109,gamm/pool/9,773882837879040242893
4711269,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo13shpq33dwg2ult659ne9veh25v8yqkcdnj4upr,704,uosmo,3496660,gamm/pool/704,145284251439812048
4711283,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1q3dpka799kz96mnm56jygcqvqex8zd22h3adzu,716,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,1557109689505984012883,gamm/pool/716,2373475280999857941
4711286,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1pxnmvwh2eg2gkzatdfnxdl37wjzzr4xy2j35hj,1,uosmo,1296325,gamm/pool/1,6073340593642803277
4711299,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo17qxf8gh6s5haqcwepz44qtzq27h2hr5x799wat,463,uosmo,3278990,gamm/pool/463,151242802632645492
4711320,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1p2tgz88fvq03ks0a37ud7nh3at2r8ee5vqqewd,678,uosmo,2000000,gamm/pool/678,227176924073697558
4711324,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1cnaq6p6rlec5v8shxkspmdxxlzx8hnlul63ky5,629,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,64358036339179621415,gamm/pool/629,380298880402595
4711343,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo12y5pdr0q4clk5jquc0s7ysne37kyg3neqp6wl4,606,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,90690668806,gamm/pool/606,5290982542884258367554
4711343,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1yh0zg7uy6sadnnh3357p87azgve72x4djsj9f4,497,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1200000,gamm/pool/497,633828519035957317
4711344,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1cnaq6p6rlec5v8shxkspmdxxlzx8hnlul63ky5,1,uosmo,1227782,gamm/pool/1,5753467847430803772
4711346,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1tkqxuyyfsqzre8wyprg39w6xyjqy87lluty60e,601,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,8020172,gamm/pool/601,54716177773056834
4711354,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1ggm9fa9hl2y6vg56p4gl7t8laglgvcmz8nwjvc,678,uosmo,12984,gamm/pool/678,1472448611701798
4711354,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1xfq6utavfrznucp5a6cvqny8d9s0skepjpqc83,712,uosmo,24164907,gamm/pool/712,1670126836590029383
4711358,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1vzypldaugeda390tqqln2zfwsjqvv7n9nd7myt,463,uosmo,3279232,gamm/pool/463,151249979743582780
4711358,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1cnaq6p6rlec5v8shxkspmdxxlzx8hnlul63ky5,641,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,5173542,gamm/pool/641,4305398506667562103
4711361,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo12y5pdr0q4clk5jquc0s7ysne37kyg3neqp6wl4,604,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,37715368,gamm/pool/604,92072189620919
4711367,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo12y5pdr0q4clk5jquc0s7ysne37kyg3neqp6wl4,625,ibc/E97634A40119F1898989C2A23224ED83FDD0A57EA46B3A094E287288D1672B44,83127123,gamm/pool/625,327151103938703413630
4711371,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1uz0jyffs0daxryz4assnwxx8grxmlr48gnngqa,604,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,1528818,gamm/pool/604,3732208109464
4711372,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo12y5pdr0q4clk5jquc0s7ysne37kyg3neqp6wl4,722,uosmo,8258299,gamm/pool/722,22148637296759644972
4711374,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo15h8zkkkeh7s3tmxguxdxfl6e4vk7ea77r4xsvw,1,uosmo,3636456,gamm/pool/1,17047614131230572693
4711375,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1s6quylylawa74l962jdg7hrzg4ja3wnss6tdl2,722,uosmo,6530396,gamm/pool/722,17514323994441706979
4711380,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1qklfyzqcgal46mn3ke48glquwnp7rymqn2578f,678,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,108343466,gamm/pool/678,10493578926229729885
4711380,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo12y5pdr0q4clk5jquc0s7ysne37kyg3neqp6wl4,648,ibc/8061A06D3BD4D52C4A28FFECF7150D370393AF0BA661C3776C54FF32836C3961,5319766746683982306,gamm/pool/648,848444143441931232940
4711384,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1cnaq6p6rlec5v8shxkspmdxxlzx8hnlul63ky5,625,ibc/E97634A40119F1898989C2A23224ED83FDD0A57EA46B3A094E287288D1672B44,44124030,gamm/pool/625,173652635352630979413
4711386,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo17e9jsdecj8ls2xxngw4u05wwcqntllygl25l3m,678,uosmo,546262,gamm/pool/678,61935871955089115
4711388,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1yw54d4p906etz582ese73glp6hsqpz4em7rt3e,712,uosmo,7269612,gamm/pool/712,502429075421383778
4711390,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1qc4jtq03e4z8umkjz6jg26w9faewkqnqhk3prn,648,uosmo,30285792,gamm/pool/648,25990390690515689024466
4711394,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1lmrk3mzv46lmvszj67awwjpzzqdmye8uqmmvy4,9,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,2961896750,gamm/pool/9,1712148163696601384812
4711395,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1cnaq6p6rlec5v8shxkspmdxxlzx8hnlul63ky5,606,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,453089203,gamm/pool/606,26433481348665742030
4711400,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1qwmejag0n8pl45nc3938nz57frckpm8dhltdxf,722,uosmo,334092,gamm/pool/722,897468128906034813
4711402,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1ak7fwazexwqj0ptsyrkxgz3ctquvjdlc8t538w,712,uosmo,43491872,gamm/pool/712,3005827466387379325
4711402,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo14yu02qh35pqln6j0tdlzw43c275nhpvt6dy093,704,uosmo,13240958,gamm/pool/704,550152183054281586
4711404,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1s8elzc7pltmwf3xfcdph44c09dvq7gsjfqf95a,722,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,66000000000000000030,gamm/pool/722,293123775792451732769
4711408,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo14yu02qh35pqln6j0tdlzw43c275nhpvt6dy093,704,uosmo,2120137,gamm/pool/704,88090088714623160
4711408,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo14wc97l8zn5mkl825pgshqcy8749qaetdn6uuaj,712,uosmo,62500000,gamm/pool/712,4319527755277064057
4711418,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo16s7r9r5qawv7n080dnduces6n88ln3tu3mjnau,463,uosmo,3280386,gamm/pool/463,151302425899449026
4711443,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1udyz7jnk45r03tmdlss5dvdwu58fpsgpet9gnk,1,uosmo,24630500,gamm/pool/1,115487652281884452669
4711465,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo14wc97l8zn5mkl825pgshqcy8749qaetdn6uuaj,577,ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,1599094,gamm/pool/577,277343944892307
4711469,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo14ud7tftarq3a48pvudk9zm0g3ejykvftugszc2,605,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,66342823,gamm/pool/605,6012148628963761050
4711476,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1yp0rfdzyvxak2gehd7n2qasf5vl7vtwardr3kf,712,uosmo,248332,gamm/pool/712,17162223941802330
4711476,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1cu85ff5s5jadmlvkvukyd6uwfgx37j4gv7chwc,463,uosmo,3278358,gamm/pool/463,151205226590547221
4711478,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1yfq7eu4rx9u49gp5td6xu0c7kw5qh5eg8yr4pa,9,uosmo,3796280,gamm/pool/9,1437265919554503659464
4711480,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo14wc97l8zn5mkl825pgshqcy8749qaetdn6uuaj,577,ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,13500000,gamm/pool/577,2341413757397876
4711480,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo14ud7tftarq3a48pvudk9zm0g3ejykvftugszc2,601,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,327077,gamm/pool/601,2229765801704536
4711486,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1g0dgu4zt5p0l9qevagf7sgectqel06lwn7844h,719,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,1356383,gamm/pool/719,21492683754727978552
4711487,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo14ud7tftarq3a48pvudk9zm0g3ejykvftugszc2,669,ibc/6BDB4C8CCD45033F9604E4B93ED395008A753E01EECD6992E7D1EA23D9D3B788,90899,gamm/pool/669,46469214662796780
4711490,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1cv7zy9j7574npd2n7ure3ldsyvh02ea39d2w68,712,uosmo,29366825,gamm/pool/712,2028921248991665491
4711490,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1aw4y3usfknx4fvtz2muxgaphvpx8tmxglmc70f,712,uosmo,576362,gamm/pool/712,39820139576796582
4711496,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1qlu3xeph3s4cy64xkkvl7msuqzqdek89ehhe04,574,ibc/4E5444C35610CC76FC94E7F7886B93121175C28262DDFDDE6F84E82BF2425452,448721,gamm/pool/574,378201251643117
4711498,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo109sj2varvep552c075yzx77cgnsqll9fyrf8rw,9,uosmo,490711,gamm/pool/9,185782327366416531197
4711501,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1xm3rse7kvsr3ndulg2ncrj556sz6a0j3eupwtq,584,uosmo,16031108,gamm/pool/584,826531762900776875
4711512,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1mlnpmg8ah7h5gaxcwre5zcptcq70drgl8hr64d,712,uosmo,3446149,gamm/pool/712,238089800595159494
4711514,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1s8elzc7pltmwf3xfcdph44c09dvq7gsjfqf95a,722,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,52000000000000000000,gamm/pool/722,230070120677574705705
4711518,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1fq8an6g4haa9x5sftws3l7m3psp8dw8q3k4pj7,704,uosmo,16295144,gamm/pool/704,676222277897278169
4711519,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1qlu3xeph3s4cy64xkkvl7msuqzqdek89ehhe04,712,uosmo,5500517,gamm/pool/712,380019343554477729
4711525,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1clxyls0urvyt5j8xafhw3vnmyymhdvsacz2jew,617,ibc/7A08C6F11EF0F59EB841B9F788A87EC9F2361C7D9703157EC13D940DC53031FA,1517255520,gamm/pool/617,4377787727662854
4711537,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1pt56q2e9eu8qelc8waarw4njej8dgr953kvw0t,463,uosmo,3277754,gamm/pool/463,151176589374877366
