sender,estimate_gamm_out,recorded_gamm_out,extra_gamm
osmo1n0veljq6jx2u5dxwyfsuye2hwsr0ssl9z5adpu,83943830570409000,125873800498450814,0.4995003163796832
osmo1fnf8fvnyuw20jse47a53ue59pdzp8q254qfrdp,408327305743887168,612290897262550023,0.49951004659628073
osmo12vghx05jf5e2sxgfkdhktl3ch0e2k9ae3uxqm4,4272951291686383,6384741607459139,0.4942228852178905
osmo17j675mzjnf5ud7ynphf9xp2ra8jzg3zylhlkte,8546008280962793,12812588952702015,0.4992483661926137
osmo10sp2ean8c8j5pnsyaccea5f6h5hpjhl24ntk4d,10649318743632470016,15968600513332982000,0.49949502853232386
osmo18ugyzt4fe22yqp6jmamt0zfjm5tpul7cmxej8d,3034140271008009472,4549714265602801812,0.49950689790992575
osmo1gqeq49wq0eefzlxp8gctuvmc7apauhayzhdxs8,577081838513656640,865189508092276673,0.4992492404901805
osmo13lucu9nssvvngazwqs0vcy6e4my87lqtfjrrwf,258643803630975008768,387831577439080563657,0.4994814180525533
osmo1r8xvgh0he0h7rjar3saucpmt303t0qy24lyj39,3754272459309355,5629470097222038,0.4994836305135
osmo1cyplugff6n0w7mje34ezp6m2g0cvk7hnjtxaw0,423890877148352151552,635624915704674208809,0.4995012867007751
osmo13t2nzrdtdqrgfq2hnq45rqxra3hfjqqucdg2py,19493390607852642304,29229889179262063255,0.4994769133435004
osmo1ju3vys9l5d4fa6f22l9z4q9rdlfnr6mtvfrkel,64704078542379416,97007585158254684,0.49924992896262865
osmo1va2xq5d9lj5v8aakxawgne3chn9phzwllw8h74,189850521681718240,284656493923504771,0.49937167094398305
osmo1mvccc0xt6g8lm5stldfzmjfdg4vhq9rd90df7f,362943649563254,1089417981229704,2.0016174206123964
osmo10p0nsg43rukvhngt7gghg6z3c0zecfrurk27md,8222165027066850304,12329129829991363705,0.4994991938746842
osmo1tpwmyh60fp84mp2udkcz4qlaju82nr7jq2240z,77245975683160920,115830360844642142,0.4995002628970915
osmo1qr0hknsknc59fe2y8dsz3hes8w4z7p5ee5whfa,442497637157743488,663501633940218830,0.4994467274492833
osmo1cu674e4ezhs4drg6sxn3d32mv7h3r2ns9v9mvj,45751004973070221312,68603589129326900388,0.49949906389396426
osmo1rsntu55zwhlhcfghh2wtzsxkr67qszupwkhvct,10507521290678857728,15756575391153237574,0.49955207848408323
osmo15xq28alrsk6plt4dp7ag7pjvtyangmx6jtyg4c,205139961512191852544,307607101485489272870,0.4994986799157004
osmo1v2rz53c9vpz67svsv5k046ljnuj3ha0gzyzmsy,542612523338011392,813620921719871131,0.499451057109199
osmo128qj22r6f0nzaeeh62c25cyxkl2r8zaqg4tscm,1176748066967250432,1764533834991504762,0.49950009226623426
osmo1cnaeqxgr860qsf9ksfv2nyn4cpfq9esljfk2fg,5907961450905354,8861160422611934,0.49986767792027864
osmo13y67n032f3wsfsu4wp5mu22mtnal473j9zqpmd,553029184686980235264,829267187770165359559,0.49949986498368704
osmo1ea7zqnnk08y6xtfekpgslgvlv08rd05kgsykuv,253323003479107,379794506119248,0.4992499729720432
osmo1v2rz53c9vpz67svsv5k046ljnuj3ha0gzyzmsy,164067985108325952,246019907554833429,0.49949977987721783
osmo1j6jn5pu6yuwulalhq5402almr3y42hgjag0j7r,13801550661059273728,20695403686642339757,0.4994984400581812
osmo1va2xq5d9lj5v8aakxawgne3chn9phzwllw8h74,1288841246743626,1932293363059767,0.4992485443353718
osmo1l325dw2vs9hq7tmpwndcuya6hvsfchccfq4208,3294058285831866880,4280223132617773719,0.2993768662283598
osmo1vzrt2kd974tt2n67hv9n8axhuk56swtpxuf60v,24254451238861705216,36369509822334987012,0.49949835863785386
osmo1hxadwapaz75v9zclps9ad0uhpckxdlwmyh5w0h,16359392867544142848,24530837614695345844,0.49949559945850797
osmo1cx7y3zdtc9ewer2ugvykra8s4cdwd5xedpk8fk,4965308334946214477824,7445476162388750543788,0.4994992576768955
osmo1nqn5gq9q2wdwp86y9rmlradta9cdzd3w7zkquu,29165003844858024,29165003844846590,-3.9201974999514277e-13
osmo1v2rz53c9vpz67svsv5k046ljnuj3ha0gzyzmsy,10053918954220985344,15075846149158875090,0.4994994705850011
osmo15xq28alrsk6plt4dp7ag7pjvtyangmx6jtyg4c,2021783555517232512,3031668909503415715,0.49950220993256833
osmo1894jt6dv2sxxh3x20q9cv3mqkph422zkwy2va8,138061876770432656,206989293699854548,0.49925018072898886
osmo147c8lg8vsezqwfagags2f7y8g3jshvrg2qaau3,434276582290656460800,651197655003690483238,0.4994998154605794
osmo14pywyr7x0szy5paxe8j3gc0ye3un7pjz7au3hq,169610382749611376640,254330756254867954447,0.4994999252511898
osmo1ct23prmshcuy0sumj2s09zw0d5x8v378ttdkp7,78596238173656712,117855138605152421,0.4995010110376277
osmo1cx7y3zdtc9ewer2ugvykra8s4cdwd5xedpk8fk,478984734032888960,718355339872052777,0.4997457931983438
osmo15xq28alrsk6plt4dp7ag7pjvtyangmx6jtyg4c,1950480177393820,2925453776488187,0.4998633723092234
osmo15uz5s3ha9s4whdsyqxnufzxfq77qu5a3zvenph,5872634079003544064,8806008691544414518,0.49949895959439705
osmo1rsntu55zwhlhcfghh2wtzsxkr67qszupwkhvct,334767876709232,502008913071766,0.49957313110957147
osmo1va2xq5d9lj5v8aakxawgne3chn9phzwllw8h74,11195035364955572736,19024546957277239343,0.6993735470305715
osmo1kzwd7yysw2mns8kgwzvx2ds7rer9v0jer5qxan,582415686349728320,873314484252464594,0.49946937337133757
osmo14mz27u8mqdhh5wqpv6qkxkcvalxw2gxejjrxx4,5530387355168502272,8292785766385885150,0.4994945622815632
osmo195qtq6dhtnkzxzeeh5sm2v0gcwxnj0cx2r6e4p,106260106387903200,159337238573642858,0.4995019672950567
osmo15uz5s3ha9s4whdsyqxnufzxfq77qu5a3zvenph,9739531849097,14601900669955,0.4992405072640955
osmo1awy5a2wu4jxad56np8tclrch92hrufwuv6jsn3,209850427922834992,314670604235494020,0.49949946421459246
osmo1yft5uvlg9hs4302uv5t5hvft6fm8xmdanjpfur,722662068380167,1083450975988837,0.49924982006786567
osmo1l2vzsd2jdzap8zwjk0krlufgwm4rgw2dq9zvpf,15921841383807752192,23874847955239072129,0.49950293937228873
osmo1t4p7mwr0g4afs2w6kzn3whyjzc8a89x9hhl7pf,11987057370998465536,17974577597465980504,0.4994987544611027
osmo15uz5s3ha9s4whdsyqxnufzxfq77qu5a3zvenph,4044135752215426,6063209054513493,0.49925952688210185
osmo1r68ht4rszyttxt29p2fvlc9kx97056udrfr5ta,8636998989241102336,12951148597373729554,0.4994963659839091
osmo1q20t5l6pz3wzjznwq2m4wd827yhr2nrq5c36rt,614952027847813568,922122587245459248,0.4995032872282248
osmo1t3yvpsxwpp4nq2hfry6w5jnfz938t3ve0097s0,62667433801401549979648,93965162922474649130175,0.49942573395071954
osmo1w9zvj2swp396altz9kq7lj2pel0ykawpjnh68h,35138648942620948,52690412342864955,0.4995002348811093
osmo1k9dcz2j2qc9gx3ddda250p06kmku476jqqlw5d,3051371924813155840,4573054946640401645,0.49868815055064863
osmo1lr96tt6u0jmvfvladzq0dd808wmkqt88pg36dh,412929807519014551552,619188180310226750644,0.4994998400102526
osmo1q20t5l6pz3wzjznwq2m4wd827yhr2nrq5c36rt,27873912501548,41796936557964,0.4995001708368989
osmo16a8ll0ur70j4qx3av8jeg3gc45eazqppjczr7d,1518406699863361847296,2276684542316517334071,0.499390474581936
osmo1g364cg7jd7v6y5drhl9zp59zxc8jqgevkape3m,5115856269045067,7669946032757580,0.4992497109754146
osmo1f4jmpk8qqehxxqg6pze5ytgg4xj68yeysvf6df,1094495592869564608,1641193305152516569,0.4994974085273489
osmo17rt5ny8earrvpxq9xdvf9z6y67wwm2t9qlec24,354461916351548784640,531515631604143600424,0.4994999662445998
osmo15uz5s3ha9s4whdsyqxnufzxfq77qu5a3zvenph,465964808357647,698595673777177,0.4992455680064498
osmo1mvccc0xt6g8lm5stldfzmjfdg4vhq9rd90df7f,3150856938012837,4724810660755751,0.49953195391205707
osmo1q20t5l6pz3wzjznwq2m4wd827yhr2nrq5c36rt,1267554146643,1900385351040,0.49925378420558597
osmo12x5cynhwhn0wpuzwww6c05n680uek5yck2uu6y,37357661432729214976,56017763879867556759,0.4994986766165759
osmo1zl093c99c3cfgymz80gh03d9l5dlpd0zvyryff,2505745513160964864,3757365398772802423,0.4995000007135344
osmo1gmsvfd4jczze0dhu49ajng3h7q9kmcntgnhhgm,20152801366050,30214001442098,0.49924573230783653
osmo1dejv45ml7phyfxl9u5rc44tmfupxlzemr3t305,3386221850431520000,5077651135678949579,0.4995033875384993
osmo1kfnrgxwu3fle68rgyr44xk7knalemlr7wfld0s,24282302104020,36404139870481,0.4992046353156194
osmo1n8gr2p44e84x22lqe0q88eg4n37wxcgplh5h3a,5245227838640274432,7865217964882060456,0.49949977519393496
osmo1hckxxares7luf0wpq9j3ga6d6aer7dv0hqxlys,7767601967574825472,11647508957473435490,0.49949868776682194
osmo15xw8dv9c0lpz3s3sppd4uc3e2600avv94shr44,36418416775816177664,54609444788120874205,0.4995007917088954
osmo1hz2e0777lyt5644hqmdhzlklxndk3e45evspjs,4606829959583976,6906792170411355,0.4992505108730081
osmo1nwu2zkf4v578lyyyylljkuly8r7qndkputpz3k,22409458463804,33597263089743,0.4992447561376667
osmo165zqnnnz50htl8fswa28tpmw30t58utfdvfrc5,40598109128592304,60887304242095416,0.4997571450738798
osmo1xqjup8fwt75afeyygrl3e5hskcsza54lqjty5p,2018440188496955,3026118295817564,0.4992360502249924
osmo168j8pgmcng2xx83y8f6hmd75lu7n2rryeluczh,178484959923696222208,267631508121054775315,0.49946252185881335
osmo1gctysa67efud575ch9yg5r3eufd5s0ghsse5cy,279650343078042320,419388794214112650,0.4996898970264212
osmo1rsntu55zwhlhcfghh2wtzsxkr67qszupwkhvct,48760228490139,73103680929220,0.49924812070977254
osmo1dapuwj2d44zd9kmey0qncyfq06ws7cql8nfzkn,23988979394868803584,35971439038459979973,0.49949851747983076
osmo1ac7gqzvs6umzp7gsz6kp84st2lg3wjju2h3w49,387365330348270368,580854609195305950,0.4995007650092853
osmo13p8vcqyufhgrk4tgfm3ztmvy6ef6smc4varkxv,142706617050594208,213988585235995366,0.49950009087616
osmo14snel90k7v67nr0mwcp9wn938vfauuydkew3at,14188851781116689,14188851781012167,-7.366440790690376e-12
osmo15uz5s3ha9s4whdsyqxnufzxfq77qu5a3zvenph,983737151018555264,1475082346240099213,0.49946796734555376
osmo16c53zl78wj6srl7whtnvky505hk3748djskev7,38547569215475,57792572034571,0.4992533436160238
osmo1q0tfewa60enuu8utyjs9w7um58njhd7fa4gwer,3939366558368611,5906089606995427,0.49924855163549053
osmo15qg37vyvz4tgsnlleg0m9zjf2sz64ty9nwzdxm,1963388131804749696,2944115527588212137,0.49950765205144454
osmo1avqxhv6txc3zf7f2ndqf7pfheuas2yfrcjchgk,216326668494991425536,216327527694473017199,3.971768656851893e-06
osmo1n8gr2p44e84x22lqe0q88eg4n37wxcgplh5h3a,138951953649777856,208323674527399073,0.4992496978665699
osmo1jyufchym0rk80ddmfelhpeec2k5qn7n5fyzegg,709876827087622963200,1064460162311367576738,0.499499802914368
osmo1psut3wswfp0ft683g78u2ymea4w9kcne2j7nq3,59534816177968848896,89272307871243365052,0.4994974974707156
osmo16c53zl78wj6srl7whtnvky505hk3748djskev7,899539491274143936,1348914828328976876,0.4995615438943315
osmo16c0gt6s25js2ey6z7ggesy97nzsy0j6fustk6z,356918065437442015232,478029639494453739159,0.33932598482673115
osmo1j0pj4g67e4f2r3clkk9l7ngjdhz4r0z92wtfp6,135795457910381880,203625502578617603,0.4995015717904212
osmo1n8gr2p44e84x22lqe0q88eg4n37wxcgplh5h3a,820372414340883200,1230148310724255547,0.49949984814226234
osmo1rcq8px9em228d2f54f2927w56e9dd0suyn8855,20700464763599306752,31040305283046050867,0.4994979889354376
osmo147wy7dkkumx2dz9w9qk80f2veku4dun8zyq03e,31522559218050529280,47268640375841939519,0.49951785478048527
osmo1cvz2pv0sl3nhpazn2kdux03pkq7js8sn7pwjf8,73744923998005874688,110580530855995004148,0.49950023487698214
osmo1nuyr0e9txrn80rma8nh3mwq580v7prv37l5kcu,584442431762492672,584442610143757083,3.052161423600097e-07
osmo13jasrraq2z0nt8v087t87utaat9ne4ccfx2rqt,151618776485605840,227313935745626904,0.499246603979866
osmo19umgavrn0fj2e4yts3t6s9rp3jzlsptlpwmyqz,880658534788524,1320355498985194,0.4992820109354372
osmo1dylkpa2k326sxe0sqm8ux9pfragjexemj9y0fe,303857085894324352,455633713944438973,0.49950004490893996
osmo15ctw00325cl8yfzf7qv492z6nakyky9khq6cj5,7567898658830107648,11346167084984932233,0.49924934205433624
osmo16c0gt6s25js2ey6z7ggesy97nzsy0j6fustk6z,3385969382436549376,5076407658323869210,0.4992479508692065
osmo1cvz2pv0sl3nhpazn2kdux03pkq7js8sn7pwjf8,2522034435292665344,3781159951657657781,0.49924993043121524
osmo1uwwmqtvcel675fsfmr8rp4qz46q6k4zr6lar0l,87028926572345368576,130499855847382471696,0.4994997753867574
osmo1gctysa67efud575ch9yg5r3eufd5s0ghsse5cy,42199915126578124,63288920197319497,0.49974046173991504
osmo19l9wsymdh3mp7munzrlk8rs03ttnu2uaujyktu,3047341002744932335616,4569467700710214421195,0.4994933932875272
osmo1djqpcjyy2rcphlestk64l3c8pt48udh3f6x7ja,83222982731551,124771951633965,0.49924873560993155
osmo18lxcytxeddq9jqrrvyrzf3x69gruqgezxjq6k0,29856449401422,44762287976496,0.49925020804262354
osmo1f95ukjds2ey4jah7zqtl3yr07gm9mfckkrvm55,90341159258748289024,135466521458839927906,0.49949948141408074
osmo1rsntu55zwhlhcfghh2wtzsxkr67qszupwkhvct,1617072330843308,2424396345557846,0.49925040415076305
osmo160mmugczxuzzat5lwu6h2cxm9a0anthnfhy8mh,688207042260179,1031830826145507,0.4993029172686376
osmo18y3ntd3tvccdunk9068rndjarhrpg66gh8h7tx,25534952898005642,38264581883478173,0.49851781737442535
osmo1u5n3hzap00fjq6etv87vpd05w9zmjzydcud7c8,236471945622370768,354571673808150332,0.49942384444358834
osmo1uwwmqtvcel675fsfmr8rp4qz46q6k4zr6lar0l,50471110920998522880,75681451340610113723,0.4995004064616857
osmo1ey67pvamgg0hfv7q72zkfcf9nrw927f5akhp8y,72768752833164541952,109116522444903945022,0.49949694335250183
osmo1rsntu55zwhlhcfghh2wtzsxkr67qszupwkhvct,393451627345514037248,589981895086935282464,0.4995029987989754
osmo1qm3xhjqcg0g8q68c5x642afdja5srf2eugkena,402173219946414,603086122985249,0.4995680793107131
