block,sender,msg_type,pool_id,denom_1,original_amount_1,adjusted_amount_1,denom_2,original_amount_2,adjusted_amount_2,relative_extra_percent
4709532,osmo1x6tw4glku3akevllsayxu4r4qeu9utcpun8xuc,/osmosis.gamm.v1beta1.MsgExitPool,606,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,106021,4,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,20330723401,593659,2.920007400957642e-05
4709544,osmo132c0nklmwcu85f07er56ftjtq2hr6l49znytst,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,1027773,47,uosmo,8076577,366,4.531308155119609e-05
4709551,osmo1qaag7emlflgyxddkf3zqhgtzyyq0d37rsvyjcz,/osmosis.gamm.v1beta1.MsgExitPool,674,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,6254036140456688465,663152107034903,uosmo,5391646,572,0.00010603586102501757
4709570,osmo1qaag7emlflgyxddkf3zqhgtzyyq0d37rsvyjcz,/osmosis.gamm.v1beta1.MsgExitPool,674,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,3127015704655586864,331728559774725,uosmo,2695825,286,0.00010608471178473377
4709577,osmo1qaag7emlflgyxddkf3zqhgtzyyq0d37rsvyjcz,/osmosis.gamm.v1beta1.MsgExitPool,674,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,1563507852326668075,165864279887243,uosmo,1347912,143,0.00010608471178473377
4709582,osmo1rncc9x794q6le56vryjtljnvjl2recn3w2htdp,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,303604,14,uosmo,2384496,109,4.531308155119609e-05
4709590,osmo1rncc9x794q6le56vryjtljnvjl2recn3w2htdp,/osmosis.gamm.v1beta1.MsgExitPool,9,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,4893508173,2997063,uosmo,7646704,4684,0.0006124568273125579
4709592,osmo1qaag7emlflgyxddkf3zqhgtzyyq0d37rsvyjcz,/osmosis.gamm.v1beta1.MsgExitPool,674,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,781753936862065661,82932141078594,uosmo,673956,72,0.00010608471178473377
4709625,osmo1rncc9x794q6le56vryjtljnvjl2recn3w2htdp,/osmosis.gamm.v1beta1.MsgExitPool,10,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,8784595,1,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,44157123073,1272,2.879395077178007e-08
4709641,osmo1y76k2egpryndqm8vrstmfjlx0ue3hc00e082td,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,242640550,10997,uosmo,1905248281,86343,4.531845891224648e-05
4709664,osmo14sr40ga620h7r26npfccrn5d694xjxfsnjkqjv,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,1288953,59,uosmo,10119899,461,4.551934778030414e-05
4709667,osmo19lexqfkg95hn8ffe2qyxl3404vr2t6uvj6xp8q,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,1412238,65,uosmo,11087842,505,4.551934778030414e-05
4709702,osmo1q4mzc4l3d3f9u5a4kuedd9aj84gzur3dt2wehr,/osmosis.gamm.v1beta1.MsgExitPool,704,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,16171757761871368,15935549447637,uosmo,25826001,25449,0.0009853937761304028
4709709,osmo164zttnpu52tkjjcmq42ts0nfu0872wfm5ahyld,/osmosis.gamm.v1beta1.MsgExitPool,10,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,4035105,1,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,20282135853,585,2.879395077178007e-08
4709710,osmo1a6y2d0rnuz9eh9hcgvd3gukk9vrlus29ke476w,/osmosis.gamm.v1beta1.MsgExitPool,678,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,20483960,1672,uosmo,17685410,1444,8.159865092186068e-05
4709715,osmo1dxh7d7fuvjy43e0557mx6wwe4luyc0s2z0jfec,/osmosis.gamm.v1beta1.MsgExitPool,690,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,1771439,48212,uosmo,151085,4112,0.02721582985411309
4709755,osmo1zr468gqug3cs44wwm505uvnkwp3f7utjw3y8nn,/osmosis.gamm.v1beta1.MsgExitPool,690,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,75205227,2046773,uosmo,6414155,174567,0.02721582985411309
4709766,osmo16es0x30h7hwm369adp5vy7prmzl75l6qdkfwsc,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,1688050,77,uosmo,13254655,604,4.5534395858316485e-05
4709774,osmo1dxh7d7fuvjy43e0557mx6wwe4luyc0s2z0jfec,/osmosis.gamm.v1beta1.MsgExitPool,643,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,141031,5,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,42409150,1244,2.9331265163563843e-05
4709829,osmo16lln26dtpdd0dyp4g76jaqgde5wc5mc8e2cvy3,/osmosis.gamm.v1beta1.MsgExitPool,3,ibc/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,3899390,1190,uosmo,1192820,364,0.0003049916601485455
4709840,osmo16lln26dtpdd0dyp4g76jaqgde5wc5mc8e2cvy3,/osmosis.gamm.v1beta1.MsgExitPool,643,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,115290,4,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,34672111,1017,2.9331265163563843e-05
4709842,osmo1tcpmk8ztqs3f2rsu0yclzcnqjs7wu7pd9e45qf,/osmosis.gamm.v1beta1.MsgExitPool,611,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,14947929,562,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,4135149459,155362,3.757084240159494e-05
4709846,osmo1tcpmk8ztqs3f2rsu0yclzcnqjs7wu7pd9e45qf,/osmosis.gamm.v1beta1.MsgExitPool,611,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,1125112,43,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,311247808,11694,3.757084240159494e-05
4709858,osmo1tcpmk8ztqs3f2rsu0yclzcnqjs7wu7pd9e45qf,/osmosis.gamm.v1beta1.MsgExitPool,604,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,1705417068,110014,uosmo,48071717,3102,6.450816466050596e-05
4709868,osmo103cdawt7rpnl8ppn7qnc8y4aj4e9hhlvx3w70r,/osmosis.gamm.v1beta1.MsgExitPool,498,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,1747379,2,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,4290074,5,1.0401761266547902e-06
4709875,osmo1nscqpyukjl80zvuz024aspry0rk60279q4enuj,/osmosis.gamm.v1beta1.MsgExitPool,560,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,1194161235,1043,uosmo,9508927,9,8.728450769058729e-07
4709893,osmo13kj8rk8glvc5c0xftcmm2n8l6m8ep0yrk9xzk4,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,309598095,14451,uosmo,2429916892,113415,4.667432019312436e-05
4709894,osmo1ztf98y3uenpj2hd6675ekc4ghmvrf7gedrv922,/osmosis.gamm.v1beta1.MsgExitPool,497,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,62953405,2119,uosmo,200367575,6743,3.3648825226365615e-05
4709916,osmo14k6cvka848s62sx8rup5zmdh80lza88zr64nvd,/osmosis.gamm.v1beta1.MsgExitPool,690,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,11815876,321583,uosmo,1007463,27420,0.027216175236505723
4709929,osmo1qhv8vyl4gmmz69ggz72ktxa2pc34hvsc77cu7n,/osmosis.gamm.v1beta1.MsgExitPool,690,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,1768032,48120,uosmo,150750,4103,0.027216471743810925
4709934,osmo1ztf98y3uenpj2hd6675ekc4ghmvrf7gedrv922,/osmosis.gamm.v1beta1.MsgExitPool,690,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,57374277,1561526,uosmo,4891982,133143,0.027216471743810925
4709943,osmo19vjw6c4svl3yczkgmk76ar3tulx8zm085up940,/osmosis.gamm.v1beta1.MsgExitPool,712,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,51738,762,uosmo,14017444,206402,0.014724608945401665
4710006,osmo12sua5rwelhad404xamf86escnh2msje6r3xp7p,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,1209070,60,uosmo,9459983,467,4.934807983540588e-05
4710100,osmo1ywgp5ar9w6gfny8vzx8gxsgtuc3zu0kq5yacxe,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,13816177,691,uosmo,108493896,5421,4.99597478113233e-05
4710106,osmo1ywgp5ar9w6gfny8vzx8gxsgtuc3zu0kq5yacxe,/osmosis.gamm.v1beta1.MsgExitPool,10,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,42387660,2,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,213787311460,6156,2.879395077178007e-08
4710112,osmo1ux20lcw7et2j8kl8gfdep78lacew4dqqjp5dvp,/osmosis.gamm.v1beta1.MsgExitPool,712,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,47983,707,uosmo,12939972,190585,0.014728373712100496
4710112,osmo1ywgp5ar9w6gfny8vzx8gxsgtuc3zu0kq5yacxe,/osmosis.gamm.v1beta1.MsgExitPool,497,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,2014744,170,uosmo,6418955,542,8.430223899412293e-05
4710146,osmo1ygt5q28smu68ltywdkamwa57ps7w8vvxjxc93t,/osmosis.gamm.v1beta1.MsgExitPool,498,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5105388,12,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,12511489,28,2.2106881467210896e-06
4710149,osmo1lytkaq224pneqhqj5em70tkldrz76st8grxa5j,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,70407772,3518,uosmo,552929415,27625,4.99597478113233e-05
4710150,osmo14q809c4fhnvqktpeef4nz8lk7hgsqxwj2u5x0k,/osmosis.gamm.v1beta1.MsgExitPool,690,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,2921866,79541,uosmo,249089,6781,0.0272224786195294
4710154,osmo1lytkaq224pneqhqj5em70tkldrz76st8grxa5j,/osmosis.gamm.v1beta1.MsgExitPool,2,uion,9138,49,uosmo,1833169,9681,0.005280499344097908
4710166,osmo1lytkaq224pneqhqj5em70tkldrz76st8grxa5j,/osmosis.gamm.v1beta1.MsgExitPool,584,ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,20896040,161,uosmo,23583828,181,7.66467670290912e-06
4710170,osmo1lytkaq224pneqhqj5em70tkldrz76st8grxa5j,/osmosis.gamm.v1beta1.MsgExitPool,604,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,166307367,10860,uosmo,4692386,307,6.529655932710887e-05
4710174,osmo1lytkaq224pneqhqj5em70tkldrz76st8grxa5j,/osmosis.gamm.v1beta1.MsgExitPool,606,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,186401,6,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,35770430689,1044500,2.920007400957642e-05
4710178,osmo1lytkaq224pneqhqj5em70tkldrz76st8grxa5j,/osmosis.gamm.v1beta1.MsgExitPool,631,ibc/297C64CC42B5A8D8F82FE2EBE208A6FE8F94B86037FA28C4529A23701C228F7A,2862,3,uosmo,38280,37,0.0009535671865976544
4710182,osmo1lytkaq224pneqhqj5em70tkldrz76st8grxa5j,/osmosis.gamm.v1beta1.MsgExitPool,611,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,427640,23,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,118260325,6135,5.1871816761837077e-05
4710186,osmo1lytkaq224pneqhqj5em70tkldrz76st8grxa5j,/osmosis.gamm.v1beta1.MsgExitPool,629,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,220017901599471030470,34381638686384868,uosmo,1800472,282,0.00015626746022228004
4710186,osmo1dqgam0gwfegzlz37cpdd6plr49dtkus9s5ak9u,/osmosis.gamm.v1beta1.MsgExitPool,497,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1201644467,159653,uosmo,3825999345,508328,0.0001328612773741828
4710191,osmo1r943fkjkccw85rsnvvvm3q3f2svauvlzczc755,/osmosis.gamm.v1beta1.MsgExitPool,602,ibc/7A08C6F11EF0F59EB841B9F788A87EC9F2361C7D9703157EC13D940DC53031FA,74088056307,79219,uosmo,2562489,3,1.069248637188493e-06
4710197,osmo1lytkaq224pneqhqj5em70tkldrz76st8grxa5j,/osmosis.gamm.v1beta1.MsgExitPool,584,ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,20895937,161,uosmo,23583944,181,7.66467670290912e-06
4710204,osmo1dqgam0gwfegzlz37cpdd6plr49dtkus9s5ak9u,/osmosis.gamm.v1beta1.MsgExitPool,600,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5450196,230,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,144574207,6078,4.203617075287716e-05
4710206,osmo1lj45kfahfsn896dyzge6833hly9qlpe6qyrdlr,/osmosis.gamm.v1beta1.MsgExitPool,560,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,825513248,721,uosmo,6538473,6,8.728450769058729e-07
4710219,osmo10hseevv04h4vlae36edzeeaa4km582ryq5anyu,/osmosis.gamm.v1beta1.MsgExitPool,678,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,150930362,12600,uosmo,129725261,10830,8.348108040168838e-05
4710235,osmo1y5rqpjeawcal6elstpdwhvnhet9lgts3mt9w0d,/osmosis.gamm.v1beta1.MsgExitPool,497,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,60947401,8154,uosmo,194079887,25963,0.00013377405742677243
4710243,osmo1h5jr4w7vj5m0cxemwhtnhn33vckrdnw9wdw4wn,/osmosis.gamm.v1beta1.MsgExitPool,601,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,760695140,156078,uosmo,223742912,45907,0.00020517687369707376
4710244,osmo1zgp4dhwdg20amph0gwwp4f32rcsu24wmcxvq4g,/osmosis.gamm.v1beta1.MsgExitPool,560,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,7131257048,6225,uosmo,56492031,50,8.728450769058729e-07
4710247,osmo12f6ae0wuf8g56r975mkxhp7x26flfpuhvdv9sx,/osmosis.gamm.v1beta1.MsgExitPool,560,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,626923778,548,uosmo,4966333,5,8.728450769058729e-07
4710248,osmo1sc3xzrrlxskzmndq885g0qhwgn6w0fahz85cpu,/osmosis.gamm.v1beta1.MsgExitPool,584,ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,7602145,73,uosmo,8578097,82,9.502898036238434e-06
4710303,osmo10hfp70p9nucq7grtmasskyut7qt9ezp0645h02,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,14114018,708,uosmo,111280321,5580,5.013686445734276e-05
4710305,osmo1zmsts6u08t2fp02vs7xpe7csx6hqv0hdmshaz7,/osmosis.gamm.v1beta1.MsgExitPool,606,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,194219,6,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,37239258411,1087390,2.920007400957642e-05
4710311,osmo1zmsts6u08t2fp02vs7xpe7csx6hqv0hdmshaz7,/osmosis.gamm.v1beta1.MsgExitPool,627,ibc/9BBA9A1C257E971E38C1422780CE6F0B0686F0A3085E2D61118D904BFE0F5F5E,283000,1,uosmo,121895,1,8.011693929950363e-09
4710335,osmo1aavlnvef7tw2a75s72uwyf67gvf5q8n579tduk,/osmosis.gamm.v1beta1.MsgExitPool,560,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,1756327146,1534,uosmo,13909010,13,8.728450769058729e-07
4710370,osmo1aavlnvef7tw2a75s72uwyf67gvf5q8n579tduk,/osmosis.gamm.v1beta1.MsgExitPool,560,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,1756327146,1534,uosmo,13909010,13,8.728450769058729e-07
4710426,osmo1ed0hmq97ew4a40gpa4nprnmh5kd7vsss2r9rwv,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,90726378,4561,uosmo,717805669,36085,5.0270934742288724e-05
4710432,osmo1ed0hmq97ew4a40gpa4nprnmh5kd7vsss2r9rwv,/osmosis.gamm.v1beta1.MsgExitPool,604,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,572044975,38391,uosmo,16163521,1085,6.711025122390123e-05
4710437,osmo1ed0hmq97ew4a40gpa4nprnmh5kd7vsss2r9rwv,/osmosis.gamm.v1beta1.MsgExitPool,604,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,572042316,38410,uosmo,16163595,1086,6.714524837113094e-05
4710454,osmo1xmrctxvjv5nfk5n7vl4jlghgve8us0quhydnh6,/osmosis.gamm.v1beta1.MsgExitPool,497,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1573041,211,uosmo,5019380,672,0.0001337890358035512
4710467,osmo1ay2g5vqwjvfq5e7rqnzjykglx9vk888rl43ryw,/osmosis.gamm.v1beta1.MsgExitPool,497,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,7936929,1062,uosmo,25326001,3389,0.0001337890358035512
4710467,osmo1xmrctxvjv5nfk5n7vl4jlghgve8us0quhydnh6,/osmosis.gamm.v1beta1.MsgExitPool,625,ibc/E97634A40119F1898989C2A23224ED83FDD0A57EA46B3A094E287288D1672B44,256267023,51604,uosmo,2774589,559,0.0002013645616618905
4710473,osmo1ay2g5vqwjvfq5e7rqnzjykglx9vk888rl43ryw,/osmosis.gamm.v1beta1.MsgExitPool,605,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,147347477,8730,uosmo,6025,1,5.924286952590288e-05
4710479,osmo1xmrctxvjv5nfk5n7vl4jlghgve8us0quhydnh6,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,60903,4,uosmo,481254,26,5.211454557670254e-05
4710490,osmo1eusaavlm9utz2a7nec3sungv6llua3lz0g7ya6,/osmosis.gamm.v1beta1.MsgExitPool,497,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,746423945,99864,uosmo,2381781285,318657,0.0001337890358035512
4710491,osmo1dg8jhryteex7lu0l7s5xfxeq5hh9wxmsrh9uz9,/osmosis.gamm.v1beta1.MsgExitPool,498,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,15730584,35,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,38695697,86,2.2106881467210896e-06
4710508,osmo1329g2g4p78y2r3629nw8yk7xfp7hj79a948wsk,/osmosis.gamm.v1beta1.MsgExitPool,497,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,3447370,462,uosmo,11003380,1473,0.0001337890358035512
4710525,osmo1577mlcp0lzk79hv2j7a2feq88a60h89gyuazaw,/osmosis.gamm.v1beta1.MsgExitPool,601,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,5171214,1064,uosmo,1525387,314,0.00020568028847507547
4710527,osmo1vrf0qnptqulw7z9w3z58jec2a4ttyrzftzwtu9,/osmosis.gamm.v1beta1.MsgExitPool,497,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,26758653,3581,uosmo,85408846,11427,0.0001337890358035512
4710528,osmo17c639ncyzt966szuc5y5k06ud9vfnkxm2kvg62,/osmosis.gamm.v1beta1.MsgExitPool,497,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,193492324,25888,uosmo,617593259,82628,0.0001337890358035512
4710534,osmo17c639ncyzt966szuc5y5k06ud9vfnkxm2kvg62,/osmosis.gamm.v1beta1.MsgExitPool,605,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,30951868613,1833678,uosmo,1265679,75,5.924286952590288e-05
4710540,osmo17c639ncyzt966szuc5y5k06ud9vfnkxm2kvg62,/osmosis.gamm.v1beta1.MsgExitPool,629,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,482713046185589879815,75432341743582288,uosmo,3963300,620,0.00015626746022228004
4710541,osmo1rgh58aew3sy0hqgfc2wkahk2s66cpud88q50fl,/osmosis.gamm.v1beta1.MsgExitPool,497,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,34883911,4668,uosmo,111345090,14897,0.0001337890358035512
4710546,osmo17c639ncyzt966szuc5y5k06ud9vfnkxm2kvg62,/osmosis.gamm.v1beta1.MsgExitPool,631,ibc/297C64CC42B5A8D8F82FE2EBE208A6FE8F94B86037FA28C4529A23701C228F7A,79386,76,uosmo,1064198,1015,0.0009535671865976544
4710547,osmo1rgh58aew3sy0hqgfc2wkahk2s66cpud88q50fl,/osmosis.gamm.v1beta1.MsgExitPool,604,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,3721591992,252623,uosmo,105105251,7135,6.788019893031454e-05
4710572,osmo1ah8a8pkver7nhhyqpr8xkycdw5tnnu402n8sac,/osmosis.gamm.v1beta1.MsgExitPool,678,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,22896843,2459,uosmo,19517542,2097,0.0001073926871972906
4710576,osmo1ah8a8pkver7nhhyqpr8xkycdw5tnnu402n8sac,/osmosis.gamm.v1beta1.MsgExitPool,678,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,22896719,2459,uosmo,19517647,2097,0.0001073926871972906
4710601,osmo1grlzew508av793wwec4gnzvel5l7we3tnt0gw3,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,17191192,902,uosmo,135602043,7113,5.245134992257019e-05
4710603,osmo14pwe87zgx7geymn3kdj5hgr3mnw8yf8d8n80vs,/osmosis.gamm.v1beta1.MsgExitPool,631,ibc/297C64CC42B5A8D8F82FE2EBE208A6FE8F94B86037FA28C4529A23701C228F7A,4828878,4605,uosmo,64958567,61943,0.0009535671865976544
4710613,osmo1jcc2uk743n3z6p9q2qf0ap77gfn8zfu8cztpu3,/osmosis.gamm.v1beta1.MsgExitPool,690,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,40321550,1100920,uosmo,3433709,93753,0.02730349604284017
4710632,osmo1vesuj4a0f7zfyngnq9pqjqta3gy9r5j45yz5rs,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,66473465,3513,uosmo,524358984,27705,5.2834645156983876e-05
4710636,osmo1vesuj4a0f7zfyngnq9pqjqta3gy9r5j45yz5rs,/osmosis.gamm.v1beta1.MsgExitPool,560,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,1985693787,1734,uosmo,15626275,14,8.728450769058729e-07
4710637,osmo1xzllmxl5hl7fpsle777tm7kn9kap9y609j428g,/osmosis.gamm.v1beta1.MsgExitPool,678,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,363786161,39068,uosmo,310207822,33315,0.0001073926871972906
4710671,osmo1wcmq5uc676lzleph9j68vwc28u33plw5grs69l,/osmosis.gamm.v1beta1.MsgExitPool,560,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,17186739350,15002,uosmo,135288722,119,8.728450769058729e-07
4710681,osmo1wcmq5uc676lzleph9j68vwc28u33plw5grs69l,/osmosis.gamm.v1beta1.MsgExitPool,604,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,6286394792,426827,uosmo,177500321,12052,6.789691903980464e-05
