block,sender,msg_type,pool_id,denom_1,original_amount_1,adjusted_amount_1,denom_2,original_amount_2,adjusted_amount_2,relative_extra_percent
4712621,osmo13v04eleavls6pudptc0lg7t3yte6fxn7tshdjv,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,28287057,396083,uosmo,229708087,3216428,0.014002238864404631
4712699,osmo1ew4ezkyx96zwey29s37qpzsv9pg3fjnmr82xd6,/osmosis.gamm.v1beta1.MsgExitPool,560,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,756137601,660,uosmo,5842639,6,8.728450769058729e-07
4712702,osmo1ew4ezkyx96zwey29s37qpzsv9pg3fjnmr82xd6,/osmosis.gamm.v1beta1.MsgExitPool,560,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,756137601,660,uosmo,5842639,6,8.728450769058729e-07
4712735,osmo1ew4ezkyx96zwey29s37qpzsv9pg3fjnmr82xd6,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,4396187,71884,uosmo,35895692,586939,0.016351235151554875
4712738,osmo127cz3qd25qefq2d3l8zdl9xqzatskjcq4n5eg2,/osmosis.gamm.v1beta1.MsgExitPool,3,ibc/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,163346,52,uosmo,49950,16,0.00031810721076609667
4712738,osmo1ew4ezkyx96zwey29s37qpzsv9pg3fjnmr82xd6,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,4394223,73810,uosmo,35879654,602666,0.016796846454578903
4712745,osmo1za2zsg54554pvtpvxl0nz5uztnmhfncu5vtfrv,/osmosis.gamm.v1beta1.MsgExitPool,722,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,11638433372069,57100421418,uosmo,18,1,0.004906194810906876
4712761,osmo1za2zsg54554pvtpvxl0nz5uztnmhfncu5vtfrv,/osmosis.gamm.v1beta1.MsgExitPool,722,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,5521214801516,27088155410,uosmo,8,1,0.004906194810906876
4712771,osmo1pfpk6rsgc0x7g8q7y0yre86ej2enr8rhv3p8dq,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,499128,9214,uosmo,4081143,75336,0.018459519109040635
4712771,osmo1za2zsg54554pvtpvxl0nz5uztnmhfncu5vtfrv,/osmosis.gamm.v1beta1.MsgExitPool,722,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,2453703166286,12038345742,uosmo,3,1,0.004906194810906876
4712777,osmo1452urgytnkfkt2exn987ya04qy8rgm54wel7qp,/osmosis.gamm.v1beta1.MsgExitPool,604,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,4633567,355,uosmo,131936,11,7.642259769798906e-05
4712785,osmo1pfpk6rsgc0x7g8q7y0yre86ej2enr8rhv3p8dq,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,998231,19173,uosmo,8174087,156995,0.01920641121706443
4712799,osmo1jl73mvf0zjv7rwg79s8ng9xdlql8c06mk8z4pd,/osmosis.gamm.v1beta1.MsgExitPool,497,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,9343227,1364,uosmo,30636102,4473,0.00014598667966503367
4712803,osmo1lhxpf027r3cje4aa5zc3c29synvj2ldyllxf6s,/osmosis.gamm.v1beta1.MsgExitPool,722,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,499551289037096515,2450895942055645,uosmo,813029,3989,0.004906194810906876
4712804,osmo1jl73mvf0zjv7rwg79s8ng9xdlql8c06mk8z4pd,/osmosis.gamm.v1beta1.MsgExitPool,497,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,9343358,1365,uosmo,30635672,4473,0.00014598667966503367
4712819,osmo1lhxpf027r3cje4aa5zc3c29synvj2ldyllxf6s,/osmosis.gamm.v1beta1.MsgExitPool,722,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,249592732817622879,1224550570589888,uosmo,406081,1993,0.004906194810906876
4712835,osmo1rrrlpgf7fnlcs2ehh6dyesgs5v6pxdur3ycm3n,/osmosis.gamm.v1beta1.MsgExitPool,678,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,1258598935,356377,uosmo,1098552529,311060,0.00028315367987937666
4712837,osmo18w9zzcnmqtypc689gkewxg964vvxxa6l7dqxju,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2211831,45345,uosmo,18122480,371529,0.020500990689401456
4712839,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,/osmosis.gamm.v1beta1.MsgExitPool,722,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,359164628866092836,1766534826851827,uosmo,582889,2867,0.004918454337858648
4712847,osmo159n5q0sxvvgmty6q76kl286zv9hu5sajaqt9gq,/osmosis.gamm.v1beta1.MsgExitPool,560,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,9047509742,7898,uosmo,69865976,61,8.728450769058729e-07
4712852,osmo1pfpk6rsgc0x7g8q7y0yre86ej2enr8rhv3p8dq,/osmosis.gamm.v1beta1.MsgExitPool,722,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,29972247282279046546,147417129660897472,uosmo,48604760,239061,0.004918454337858648
4712876,osmo1tmgt32leqlz2hvwjwzpj6dvgk3vtksyxx0tpxv,/osmosis.gamm.v1beta1.MsgExitPool,560,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,1107057655,967,uosmo,8547683,8,8.728450769058729e-07
4712877,osmo1rejv949h6k78u7fyeudv3lqgveqpfr0du2nwlq,/osmosis.gamm.v1beta1.MsgExitPool,482,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,30122793,12724,ibc/5973C068568365FFF40DEDCF1A1CB7582B6116B731CD31A12231AE25E20B871F,277421444,117184,0.00042240273940068965
4712884,osmo1rejv949h6k78u7fyeudv3lqgveqpfr0du2nwlq,/osmosis.gamm.v1beta1.MsgExitPool,585,ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,23281641,720,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,3262367,101,3.091714491236759e-05
4712930,osmo174wunrwwq7rfxq363lg62vxnv0h5lzaqg7q00g,/osmosis.gamm.v1beta1.MsgExitPool,498,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5165605,17,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,12792719,42,3.236772944964734e-06
4712959,osmo1za2zsg54554pvtpvxl0nz5uztnmhfncu5vtfrv,/osmosis.gamm.v1beta1.MsgExitPool,722,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,10408864613410,51195525311,uosmo,17,1,0.004918454337858648
4712978,osmo1za2zsg54554pvtpvxl0nz5uztnmhfncu5vtfrv,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2,1,uosmo,16,1,0.025371100920946237
4712983,osmo18xghup22yvqzagfes4elvxxaw7uq3spceez9td,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,8172311,211403,uosmo,67200520,1738356,0.025868184235292014
4712984,osmo1c5txl47ea73x9g535lefzs8u6engjrss4tr60p,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,60737,1572,uosmo,499442,12920,0.025868184235292014
4712986,osmo1cwux6ehfyg98zj7x3vgr7gz33l2kye3n42su5t,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,6412,166,uosmo,52730,1365,0.025868231122696452
4712999,osmo1dce5fs9u963dxlpguk78a3c03etsvrd32ttsd5,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,1457880,38805,uosmo,11986688,319050,0.02661694892987603
4713001,osmo1lhxpf027r3cje4aa5zc3c29synvj2ldyllxf6s,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,294436,7838,uosmo,2453082,65294,0.02661705438948746
4713016,osmo1dce5fs9u963dxlpguk78a3c03etsvrd32ttsd5,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,300006,7986,uosmo,2498933,66515,0.02661721252247345
4713029,osmo1uuvrglz3657fnc75rzn2adv22m4vfrv9c2dfqy,/osmosis.gamm.v1beta1.MsgExitPool,641,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,292372968,181908,uosmo,7940680,4941,0.0006221761781263327
4713048,osmo127cz3qd25qefq2d3l8zdl9xqzatskjcq4n5eg2,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,11036,311,uosmo,92459,2603,0.028148631500833732
4713064,osmo1lhxpf027r3cje4aa5zc3c29synvj2ldyllxf6s,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,4875861,144876,uosmo,41076556,1220500,0.029712789806575303
