block,sender,pool_id,msg_type,original_shares,new_total_shares,denom_1,pool_original_amount_1,pool_adjustment_amount_1,denom_2,pool_original_amount_2,pool_adjustment_amount_2
4707778,osmo1dxfr4zrgk90tkpshsfrkygsm7gy6w3r9puzn3s,9,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,1352380958025851230716811637,1352386575494546937753184763,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,1157524355792579,1157524355792579,uosmo,1803958236568,1803973236568
4707783,osmo1re25wp69sw35w20ylv09h4yuy90dty56pvwjqy,674,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,844960113156902879018912,844963308637030961201720,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,2645321550273919230373871,2645321550273919230373871,uosmo,2374586311779,2374604218794
4707786,osmo1cnaeqxgr860qsf9ksfv2nyn4cpfq9esljfk2fg,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,592515933516678729137378,592515957491537727923122,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16352721803,16352721803,uosmo,4372707382688,4372707736336
4707786,osmo17fzx4rvw04586s8f2c2vv53pe3yypu0cx4y3tw,605,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,834451815508642674418014012,834452052813483587148846031,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,4608699200727660,4608701824432674,uosmo,188042956531,188042956531
4707786,osmo1amfgnz0jldkad3te0s4fpld4ypt74cd448u526,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,592515957491537727923122,592517335197842325034277,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16352721803,16352721803,uosmo,4372707736336,4372728058610
4707788,osmo1jqm04jm7mm7nmdacnraf353dqgcrf3qew2zsfa,704,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,446287135908634971803106,446287279266611281157596,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,3419179970351579210452,3419179970351579210452,uosmo,5441165718466,5441169218466
4707789,osmo16lcqcwx428wyuprfgq7e97rx8dyz9wuv5agyul,674,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,844963308637030961201720,844965102227755679363396,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,2641932547961372277282820,2641932547961372277282820,uosmo,2377632218794,2377642282718
4707790,osmo1gpczjcds2s4xhn8q2ypaqnpqr9gqv2sjqlzgdy,722,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,1737576066565950004610042,1737579109143894752558043,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,184769684477677954236639,184769684477677954236639,uosmo,343052165991,343053368099
4707792,osmo1awlntjfrmlq07kwr5ukwfvez46gagts9mwgyzs,722,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,1737579109143894752558043,1737581128511601273669164,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,184762445230139858300463,184762445230139858300463,uosmo,343066836352,343067634227
4707793,osmo1mvccc0xt6g8lm5stldfzmjfdg4vhq9rd90df7f,653,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,57768847173984187800539,57768847220843731910356,ibc/C2A2E9CA95DDD4828B75124B5E27B8401C7D8493BC48353D418CBFC04565899B,1230959349,1230959351,uosmo,7644417831,7644417831
4707793,osmo1qctsnew9jprsk2jdngu6ddemgd3h4f49sg49p8,648,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,293144510379240382816118927,293144764793946859856729921,ibc/8061A06D3BD4D52C4A28FFECF7150D370393AF0BA661C3776C54FF32836C3961,918271635449529681556448,918273230947993698083267,uosmo,170592307835,170592307835
4707794,osmo19ddwzmym7868flhk7099ej2esr6cszt22y3jkx,722,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,1737581128511601273669164,1737800287818344801887762,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,184680091191412536005581,184680091191412536005581,uosmo,343220924405,343307560907
4707795,osmo17fzx4rvw04586s8f2c2vv53pe3yypu0cx4y3tw,601,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,44197719643048401058096,44197720260399732853788,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,3283807863604,3283807955333,uosmo,941311017122,941311017122
4707796,osmo1amfgnz0jldkad3te0s4fpld4ypt74cd448u526,648,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,293144764793946859856729921,293144915312281112002311669,ibc/8061A06D3BD4D52C4A28FFECF7150D370393AF0BA661C3776C54FF32836C3961,918273230947993698083267,918274174886889558685821,uosmo,170592307835,170592307835
4707797,osmo1jqm04jm7mm7nmdacnraf353dqgcrf3qew2zsfa,1,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,392587122839958710543937806,392587126142844978329020881,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5330637161053,5330637161053,uosmo,41509052511581,41509053211581
4707799,osmo1mvccc0xt6g8lm5stldfzmjfdg4vhq9rd90df7f,653,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,57768847220843731910356,57768847632082315215681,ibc/C2A2E9CA95DDD4828B75124B5E27B8401C7D8493BC48353D418CBFC04565899B,1230959351,1230959351,uosmo,7644417831,7644417940
4707801,osmo1gpczjcds2s4xhn8q2ypaqnpqr9gqv2sjqlzgdy,604,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,348557537691139219913,348557548964331622825,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,71576574003813,71576578640608,uosmo,2008528593885,2008528593885
4707802,osmo1frgal8kdxlaarr2kaaf8mne9w9mcr2d4xtrzlx,674,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,844965102227755679363396,844967339059908179446178,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,2641932547961372277282820,2641932547961372277282820,uosmo,2377642282718,2377654833721
4707803,osmo1qctsnew9jprsk2jdngu6ddemgd3h4f49sg49p8,619,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,329271849034555597247372,329271900537898060055830,ibc/EA4C0A9F72E2CEDF10D0E7A9A6A22954DB3444910DB5BE980DF59B05A46DAD1C,5811024387890,5811026207459,uosmo,105767036435,105767036435
4707804,osmo17fzx4rvw04586s8f2c2vv53pe3yypu0cx4y3tw,619,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,329271900537898060055830,329271932539801580577008,ibc/EA4C0A9F72E2CEDF10D0E7A9A6A22954DB3444910DB5BE980DF59B05A46DAD1C,5811026207459,5811027338059,uosmo,105767036435,105767036435
4707805,osmo1rtx870f8qdxdtl4cr20gm4c49c8y3x0qjsnw8y,641,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,22140164453200315756830538,22140294255658728904393964,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,13111894355958,13111894355958,uosmo,351362377688,351366501565
4707806,osmo1s30mdcgw8j69draanzpn7dfjnnpavna5wvl3s3,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,592507000104167474973115,592507181416638236138552,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16352389757,16352389757,uosmo,4372817029852,4372819704368
4707808,osmo1jqm04jm7mm7nmdacnraf353dqgcrf3qew2zsfa,3,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,105640962307140221031586879,105640980888722875399443867,ibc/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,3439540961053,3439542171533,uosmo,1056455846798,1056455846798
4707809,osmo1jx58yyg3wjrhjkaa9r94765ge847lepu9zndyu,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,592507181416638236138552,592507188784950108418657,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16352389757,16352389757,uosmo,4372819704368,4372819813057
4707809,osmo1lm0ytcn8u8hgygyny8xx4usdzaret0ls34apny,605,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,834452052813483587148846031,834452151584998721835614768,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,4608703654851386,4608704746851386,uosmo,188042881983,188042881983
4707811,osmo1gpczjcds2s4xhn8q2ypaqnpqr9gqv2sjqlzgdy,625,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,66318030506379101250683800,66318031398698165322876060,ibc/E97634A40119F1898989C2A23224ED83FDD0A57EA46B3A094E287288D1672B44,8405247817734,8405248044148,uosmo,91241966906,91241966906
4707813,osmo1qctsnew9jprsk2jdngu6ddemgd3h4f49sg49p8,605,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,834452151584998721835614768,834452215548087823125469721,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,4608704746851386,4608705454015795,uosmo,188042881983,188042881983
4707815,osmo13yvmz3dc8ugp9afd7l888glfzw5yy6zkr873py,678,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,2969165568920004619265070,2969166703209016289971735,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14936445570818,14936445570818,uosmo,13409336138726,13409346357672
4707815,osmo1kl8gxthgqxacgmzqd8dtunfdpm72hznqqjr6dx,1,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,392547480511584260352272168,392547482369733619838152283,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5330117823350,5330117823350,uosmo,41504759722293,41504760116099
4707816,osmo10szx4rjj949na2ajsyfclzmje44pwqd3v7k0c0,1,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,392547482369733619838152283,392549890004025301883932746,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5330116749566,5330116749566,uosmo,41504768514883,41505278778785
4707817,osmo17fzx4rvw04586s8f2c2vv53pe3yypu0cx4y3tw,625,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,66318031398698165322876060,66318034869864690473201813,ibc/E97634A40119F1898989C2A23224ED83FDD0A57EA46B3A094E287288D1672B44,8405248044148,8405248924910,uosmo,91241966906,91241966906
4707818,osmo1mvccc0xt6g8lm5stldfzmjfdg4vhq9rd90df7f,641,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,22140294254085493011078396,22140294254113324642333820,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,13113285079782,13113285079815,uosmo,351329312061,351329312061
4707819,osmo1sx9nk9932s6q30anqj4qhcq88upnewde2xph2k,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,592507188784950108418657,592507595540517212537509,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16352389757,16352389757,uosmo,4372819813057,4372825813057
4707820,osmo1t8cdk3gx6nrq0tn7r5e55ry9mdmgcm4vst0cj7,704,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,446287279266611281157596,446288645610010687701354,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,3419176961895523454218,3419176961895523454218,uosmo,5441174035814,5441207394364
4707820,osmo1hmy8d9sap9u24k4nq0a66x404fsg5w07pdx2v4,674,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,844967339059908179446178,844967341292458930779819,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,2641931799049199070979925,2641931799049199070979925,uosmo,2377655503721,2377655516248
4707822,osmo1qctsnew9jprsk2jdngu6ddemgd3h4f49sg49p8,604,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,348557548331568067982,348557556991077548324,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,71576899897972,71576903459745,uosmo,2008519624651,2008519624651
4707825,osmo1gspn4gr8h7ewh4t83rflwr0z0qg2kw0y3dke0n,497,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,1402477324256188626384388,1402477364274362026159108,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1341325388994,1341325388994,uosmo,4237600791777,4237601033970
4707825,osmo1jqm04jm7mm7nmdacnraf353dqgcrf3qew2zsfa,604,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,348557556991077548324,348557586137889148068,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,71576955011572,71576967000049,uosmo,2008518182397,2008518182397
4707826,osmo1yl6x3ckp6jd55d4944gu7wup3aqa6axa7s4qar,1,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,392549871343806185948982451,392549913809358042353066526,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5330115873539,5330115873539,uosmo,41505285637664,41505294637664
4707827,osmo17fzx4rvw04586s8f2c2vv53pe3yypu0cx4y3tw,573,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,2127655647182090743084,2127655782376118344946,ibc/4E5444C35610CC76FC94E7F7886B93121175C28262DDFDDE6F84E82BF2425452,4460558216160,4460558783483,uosmo,64417519801,64417519801
4707829,osmo1mqgmrhgmy2m09cv94zkwlkwly3ga0lkz0rl7qe,601,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,44197718241262522130894,44197727693920318313174,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,3281664938492,3281666342095,uosmo,941929489699,941929489699
4707830,osmo1awsrc2lpeph25r7v25j3adqjt38h9axhhp0ngn,674,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,844967341292458930779819,844967376385790552296349,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,2641745853458080348145097,2641745853458080348145097,uosmo,2377821880637,2377822077562
4707831,osmo1qctsnew9jprsk2jdngu6ddemgd3h4f49sg49p8,625,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,66318034869864690473201813,66318047151425969839638339,ibc/E97634A40119F1898989C2A23224ED83FDD0A57EA46B3A094E287288D1672B44,8405248924910,8405252041192,uosmo,91241966906,91241966906
4707831,osmo1mqgmrhgmy2m09cv94zkwlkwly3ga0lkz0rl7qe,601,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,44197727693920318313174,44199277496788972253973,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,3281666342095,3281666342095,uosmo,941929489699,941995749297
4707833,osmo1jqm04jm7mm7nmdacnraf353dqgcrf3qew2zsfa,605,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,834452215548087823125469721,834452885669398888264497316,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,4608709118108392,4608716526858233,uosmo,188042732748,188042732748
4707833,osmo1fw6qpxzdjmq6kzdwwhuflpm4ylhk5z0clu6nvn,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,592505898549702432042202,592506608612997353268438,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16347381549,16347381549,uosmo,4374168171383,4374178648627
4707835,osmo1mvccc0xt6g8lm5stldfzmjfdg4vhq9rd90df7f,719,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,15568105799628048785480881,15568105799753320599884519,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,695312824609,695312824617,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,399185915854,399185915854
4707836,osmo1x8pt3hdf47fshryalrkvfcu8hzw0tly65lv0qy,604,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,348557564888164086304,348557576615806966874,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,71576918526098,71576923349836,uosmo,2008519554857,2008519554857
4707837,osmo17fzx4rvw04586s8f2c2vv53pe3yypu0cx4y3tw,617,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,2937519054299283758836,2937519831708608376292,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2194899086,2194899086,ibc/7A08C6F11EF0F59EB841B9F788A87EC9F2361C7D9703157EC13D940DC53031FA,495742433181921,495742695839364
4707837,osmo1v9p6kvze04ns55qmv6s0xpp8qm05d2ajf8jdcd,704,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,446288645610010687701354,446288687436304125911060,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,3419171633870811148872,3419171633870811148872,uosmo,5441215894364,5441216915534
4707840,osmo1r26nz9nvyxuqsjjhzcaa8f00cgu0fcwtq7y6e5,1,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,392549913809358042353066526,392549914516783791689374224,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5330519399006,5330519399006,uosmo,41502151851840,41502152001758
4707840,osmo1yrxnnq9lgpstya079me0xuemqlw3d4x6xj35w0,9,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,1352386398406325904896849619,1352387203186451396142203235,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,1156966860719876,1156966860719876,uosmo,1804844340280,1804846490280
4707842,osmo1t8cdk3gx6nrq0tn7r5e55ry9mdmgcm4vst0cj7,641,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,22140264078195136834258650,22140299191406368795863444,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,13113277914211,13113319547935,uosmo,351329505173,351329505173
4707845,osmo1x8pt3hdf47fshryalrkvfcu8hzw0tly65lv0qy,631,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,1825933930814911491966241,1825934900011840337027526,ibc/297C64CC42B5A8D8F82FE2EBE208A6FE8F94B86037FA28C4529A23701C228F7A,5029168681,5029168681,uosmo,66962275676,66962453820
4707845,osmo1q20t5l6pz3wzjznwq2m4wd827yhr2nrq5c36rt,719,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,15568105799753320599884519,15568106911008292940487175,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,695312824617,695312895583,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,399185915854,399185915854
4707847,osmo1lr96tt6u0jmvfvladzq0dd808wmkqt88pg36dh,1,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,392549914025440241171350083,392550466469411698777789157,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5330514559076,5330529559076,uosmo,41502189853084,41502189853084
4707847,osmo1duvdndvc9gm37r8j3632apy4xjg5jp3y3z3zpm,1,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,392550466469411698777789157,392550468254615323038551667,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5330529559076,5330529559076,uosmo,41502189853084,41502190231405
4707850,osmo1mvccc0xt6g8lm5stldfzmjfdg4vhq9rd90df7f,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,592417166963619510279363,592417170352723038152474,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16347381003,16347381003,uosmo,4374178795060,4374178845060
4707851,osmo1q0tfewa60enuu8utyjs9w7um58njhd7fa4gwer,605,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,834452885669398888264497316,834453444672990039568991198,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,4608718165810767,4608724346068324,uosmo,188042665997,188042665997
4707852,osmo1qctsnew9jprsk2jdngu6ddemgd3h4f49sg49p8,662,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,10571833942358946424603,10571844105052991957960,ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,1307518242199660,1307520757125837,uosmo,11391164732,11391164732
4707852,osmo1q0ayld7t4vq9rg6mmjx64pr7dc99l677uqqxue,704,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,446288687436291150533766,446288724276126683417400,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,3419171517646740971531,3419171517646740971531,uosmo,5441217100951,5441218000379
4707855,osmo1xyde5wrmsjvennx7lhwuu5wl7ygnvyq2k25730,722,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,1737040833968632659401858,1737102800195172593370465,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,183847474070851756611066,183860587537769801036066,uosmo,344876128313,344876128313
4707857,osmo1ncu5d9dnv83fucnkmg7mekzhndazxfmmax4tfd,678,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,2969094423083434278177650,2969094531296679073710555,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14930605572706,14930605572706,uosmo,13413948047380,13413949022635
4707859,osmo13fw6wjqngfgnvx3q8lx978jfed6k9rfvjk563f,621,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,8846552014469954100177,8846552056802949010392,ibc/307E5C96C8F60D1CBEE269A9A86C0834E1DB06F2B3788AE4F716EDB97A48B97D,53375082084271,53375082595865,uosmo,18517201954,18517201954
4707860,osmo1mvccc0xt6g8lm5stldfzmjfdg4vhq9rd90df7f,704,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,446288724276126683417400,446288725461521847305692,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,3421646116684605835213,3421646116684605835213,uosmo,5437288786046,5437288814966
4707861,osmo1xne6f6xr5hwjcqs997p2vd4uvh5g2ygag3wuym,678,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,2969064792880237515441951,2969064826084466831036986,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14930598980678,14930598980678,uosmo,13413954914711,13413955213956
4707861,osmo1tqyfpttjydt4lf4qnvwtd6wzfv5zq40s4mtghn,605,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,834453444672990039568991198,834453468401747893062033367,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,4608724346068324,4608724608409906,uosmo,188042665997,188042665997
4707864,osmo172dj09xqvvp98cg2evsmdae2n9n3886dquc98w,1,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,392550112688387030525833000,392550112956708518322272803,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5329664228220,5329664228220,uosmo,41508959255555,41508959312427
4707864,osmo18gxlagfe6qpm9h3quhc7cpf52q4afvx8avtnlx,704,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,446288725461521847305692,446288734569389894716170,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,3421646116684605835213,3421646116684605835213,uosmo,5437288814966,5437289037170
4707864,osmo1rcq8px9em228d2f54f2927w56e9dd0suyn8855,690,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,1250332840967880915212383,1250332840978147720460397,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,2129160897709,2129160897744,uosmo,160653253454,160653253454
4707866,osmo1unxx6xef6u4n6a3hldqv9gfa62270cscx4fsgg,619,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,329271932539801580577008,329271967704024028585710,ibc/EA4C0A9F72E2CEDF10D0E7A9A6A22954DB3444910DB5BE980DF59B05A46DAD1C,5811092062686,5811093305022,uosmo,105765860586,105765860586
4707867,osmo19umgavrn0fj2e4yts3t6s9rp3jzlsptlpwmyqz,669,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,76766838483508561082050,76767468564769791057966,ibc/6BDB4C8CCD45033F9604E4B93ED395008A753E01EECD6992E7D1EA23D9D3B788,75347453479,75348691546,uosmo,4957732829,4957732829
4707868,osmo18w2j290xlmj8kpqjmxjmlc24u0jnfak7lxjwk6,1,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,392550112956708518322272803,392550122112410119294228758,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5329664224571,5329664224571,uosmo,41508959340978,41508961281572
4707869,osmo1unxx6xef6u4n6a3hldqv9gfa62270cscx4fsgg,619,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,329271967704024028585710,329275424028183243789882,ibc/EA4C0A9F72E2CEDF10D0E7A9A6A22954DB3444910DB5BE980DF59B05A46DAD1C,5811093305022,5811093305022,uosmo,105765860586,105768083392
4707869,osmo1tqyfpttjydt4lf4qnvwtd6wzfv5zq40s4mtghn,631,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,1825934900011840337027526,1825936004849427561590176,ibc/297C64CC42B5A8D8F82FE2EBE208A6FE8F94B86037FA28C4529A23701C228F7A,5029168681,5029168681,uosmo,66962453820,66962656896
4707869,osmo1cmay8ntwc5jlv96rz0r26y6wggam706ajwv53h,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,592417170352723038152474,592417181080079801510966,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16356143857,16356143857,uosmo,4371840036001,4371840194179
4707869,osmo1lads55umgupwexeeqa9lkhdjzdxgq77xuzpyhy,704,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,446288734569389894716170,446288810736493762627774,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,3421643394309838683313,3421643394309838683313,uosmo,5437293374016,5437295232261
4707870,osmo13fw6wjqngfgnvx3q8lx978jfed6k9rfvjk563f,601,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,44199207114043427984968,44199207205411767185061,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,3281527536869,3281527550435,uosmo,942035869119,942035869119
4707870,osmo18gxlagfe6qpm9h3quhc7cpf52q4afvx8avtnlx,662,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,10571844105052991957960,10571845174908986197096,ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,1307545537866237,1307545802624898,uosmo,11390949062,11390949062
