block,sender,pool_id,msg_type,original_shares,share_adjustment,new_total_shares,was_exit_clean,sender_original_amount_1,sender_original_amount_2,pool_denom_1,pool_original_amount_1,pool_adjustment_amount_1,pool_denom_2,pool_original_amount_2,pool_adjustment_amount_2
4707885,osmo1cc56ryg7v58hvw0etrhhl9ufmksg5jl9t60mjc,1,/osmosis.gamm.v1beta1.MsgExitPool,392550086588054986788469087,141550259429820387979,392549945037795556968081108,1,1919430,14986328,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5329589181719,1921805,uosmo,41509549094563,14967994
4707890,osmo1s94x2ppjlchahtrsl24eas2emq0u7zcc8wr7lr,1,/osmosis.gamm.v1beta1.MsgExitPool,392549945037795556968081108,66822211883407171674,392549878215583673560909434,1,906181,7074126,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5329988761929,907302,uosmo,41506405829180,7065469
4707899,osmo1cc56ryg7v58hvw0etrhhl9ufmksg5jl9t60mjc,497,/osmosis.gamm.v1beta1.MsgExitPool,1402472362537546892284257,4874391525522718113,1402467488146021369566144,1,4657687,14741095,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1340129639319,4657714,uosmo,4241393797489,14741263
4707902,osmo12u8tq4za4vpk9htygj99ykk5pjrwp8g7a9g30p,498,/osmosis.gamm.v1beta1.MsgExitPool,485031423364624366438535,389362164630379260834,484642061199993987177701,1,170823218,422248268,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,212796102661,170823470,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,525998667291,422248889
4707910,osmo1lsjl0d36musly00s4d68yqe0ndszx5x9ldd4l6,584,/osmosis.gamm.v1beta1.MsgExitPool,167562254521375348091323,173281548862862095,167562081239826485229228,1,1487206,1693424,ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,1440920398199,1490102,uosmo,1634302121578,1690084
4707925,osmo1v8ujerydzj6z0ga7zqf53eh9849l6pq8uu72vr,497,/osmosis.gamm.v1beta1.MsgExitPool,1402467488146021369566144,1585389403617457233,1402465902756617752108911,1,1514911,4794506,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1340118155804,1514907,uosmo,4241400818712,4794600
4707925,osmo1mt938sajcru8csempfsp02x480zdvh0upgyk8n,561,/osmosis.gamm.v1beta1.MsgExitPool,1704075569631346817644951,1227488690146237922,1704074342142656671407029,1,415679999,20859,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,577222992960416,415788306,uosmo,28950879467,20854
4707937,osmo1lk870e3usuz7pcwl02szqqd0rzjyf285m6n054,15,/osmosis.gamm.v1beta1.MsgExitPool,57429112704529105118108062,3058849714883016430124,57426053854814222101677938,1,15237735,18214205,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,286099707497,15238543,uosmo,341985118756,18215170
4707940,osmo1lk870e3usuz7pcwl02szqqd0rzjyf285m6n054,5,/osmosis.gamm.v1beta1.MsgExitPool,10732485473476680137066545647,4719696126648752569290753,10727765777350031384497254894,1,139838047229,177754890,ibc/9712DBB13B9631EDFA9BF61B55F1B2D290B2ADB67E3A4EB3A875F3B6081B3B84,317988652288846,139838047229,uosmo,404210721726,177754890
4707944,osmo1lk870e3usuz7pcwl02szqqd0rzjyf285m6n054,463,/osmosis.gamm.v1beta1.MsgExitPool,29399872325152311875189,2715463944791895601,29397156861207519979588,1,47914852,29570901,ibc/1DC495FCEFDA068A3820F903EDBD78B942FBD204D7E93D3BA2B432E9669D1A59,518754389282,47913774,uosmo,320166396479,29571567
4707947,osmo1lk870e3usuz7pcwl02szqqd0rzjyf285m6n054,498,/osmosis.gamm.v1beta1.MsgExitPool,484642061199993987177701,130952614402476190363,484511108585591510987338,1,57400708,142141258,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,212434390347,57400793,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,526050849853,142141468
4707950,osmo1lk870e3usuz7pcwl02szqqd0rzjyf285m6n054,497,/osmosis.gamm.v1beta1.MsgExitPool,1402465902756617752108911,281242701987289787856,1402184660054630462321055,1,268738147,850535619,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1340117721537,268739744,uosmo,4241392864140,850545305
4707953,osmo15cza2urz6zpr6tg7zkvt82rv2q0v0cw435jgcx,678,/osmosis.gamm.v1beta1.MsgExitPool,2968958646868833263650063,221172775361064932101,2968737474093472198717962,1,1116639092,995171835,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14927645992592,1112035998,uosmo,13416048430198,999429435
4707997,osmo1lk870e3usuz7pcwl02szqqd0rzjyf285m6n054,600,/osmosis.gamm.v1beta1.MsgExitPool,70160647825614624362,2351968572984410,70158295857041639952,1,3710083,99953238,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,110863050274,3716419,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,2976580762652,99782778
4708002,osmo1lk870e3usuz7pcwl02szqqd0rzjyf285m6n054,627,/osmosis.gamm.v1beta1.MsgExitPool,321301776943983658388213,119765189529912142614,321182011754453746245599,1,257119750,110905389,ibc/9BBA9A1C257E971E38C1422780CE6F0B0686F0A3085E2D61118D904BFE0F5F5E,689791690856,257119750,uosmo,297533020693,110905389
4708003,osmo1qt96seyh5f2lyywrpnwpvjz7c8gplzmtqvj2ht,678,/osmosis.gamm.v1beta1.MsgExitPool,2968737642771530438143238,20691450308299715780,2968716951321222138427458,1,104481769,93087093,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14929052924188,104052224,uosmo,13412825051574,93484449
4708007,osmo1lk870e3usuz7pcwl02szqqd0rzjyf285m6n054,604,/osmosis.gamm.v1beta1.MsgExitPool,348554297156541626619,14993603214504894,348539303553327121725,1,3078196651,86415711,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,71561066962550,3078310186,uosmo,2008968660316,86418900
4708008,osmo1d00m4h4q8pfvd9rdp5w34ndwt8flfgzzlemx0m,1,/osmosis.gamm.v1beta1.MsgExitPool,392550281154292799537785662,9897769537148412067279,392540383384755651125718383,1,134172492,1048233536,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5329447896841,134376790,uosmo,41510765445736,1046653153
4708012,osmo1lk870e3usuz7pcwl02szqqd0rzjyf285m6n054,604,/osmosis.gamm.v1beta1.MsgExitPool,348539303553327121725,14993603214504893,348524309950112616832,1,3078130522,86417573,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,71556707020016,3078255053,uosmo,2008918334373,86420452
4708017,osmo18v85clkgwzvuugp03xf4e4etl5qqqtc7mxzv56,1,/osmosis.gamm.v1beta1.MsgExitPool,392540403431926046899767521,890764341976439798241,392539512667584070459969280,1,12075444,94334257,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5329518247195,12093901,uosmo,41508127536700,94191475
4708033,osmo1swhkyme264u7r5k7vuy78femtes55dkpqw5z73,722,/osmosis.gamm.v1beta1.MsgExitPool,1738341949240084043337693,261870536011032810590,1738080078704073010527103,1,27369931253534035886,52511929,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,181955200416577157615551,27410433191187492864,uosmo,349111988682,52591576
4708040,osmo1nvn4sfc3r2d69c7v0j9v7ak87xepz9q59a6ug0,690,/osmosis.gamm.v1beta1.MsgExitPool,1250329756365152886290881,1528018611445107839,1250328228346541441183042,1,2602531,196273,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,2129727288809,2602723,uosmo,160616265710,196287
4708041,osmo19umgavrn0fj2e4yts3t6s9rp3jzlsptlpwmyqz,1,/osmosis.gamm.v1beta1.MsgExitPool,392539497754438699452742172,64976704423242556191,392539432777734276210185981,1,880598,6883106,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5327907551013,881923,uosmo,41520565941986,6872861
4708042,osmo1u8hhzsg9zsn73w66gu4lx547fa9yf67z64jpnq,674,/osmosis.gamm.v1beta1.MsgExitPool,844944175227424201398251,1232569667022148580964,843711605560402052817287,1,3874170995598623721996,3449937747,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,2641526433389075929314937,3853349667220597243904,uosmo,2378009350368,3468941829
4708044,osmo1ylx685geysj7776236nlkcjhkcq0xvrp26y4pa,578,/osmosis.gamm.v1beta1.MsgExitPool,694623355634784939683,31383388988615269,694591972245796324414,1,18954158,178151440,ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,421499017437,19043511,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,3959719593970,178901874
4708048,osmo149knvmjayx979n9ugg8uugpnnw34p2hxkrg06x,651,/osmosis.gamm.v1beta1.MsgExitPool,1864106007085163341688,127068789467674310,1863978938295695667378,1,103639867039,4905555,ibc/8FEFAE6AECF6E2A255585617F781F35A8D5709A545A804482A261C0C9548A9D3,1520402449180025,103639867039,uosmo,71964759873,4905555
4708049,osmo1nvn4sfc3r2d69c7v0j9v7ak87xepz9q59a6ug0,600,/osmosis.gamm.v1beta1.MsgExitPool,70158295857041639952,14090110938986713,70144205746102653239,1,22198845,599539241,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,110722776067,22236802,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,2980175706009,598518048
4708053,osmo1xqm7e6mahm7z288cpq53cd68530a2hqkmunzjw,498,/osmosis.gamm.v1beta1.MsgExitPool,484511108585591510987338,68131232105681277211,484442977353485829710127,1,29881954,73908320,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,212504010996,29881998,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,525595297272,73908429
4708058,osmo149knvmjayx979n9ugg8uugpnnw34p2hxkrg06x,649,/osmosis.gamm.v1beta1.MsgExitPool,20477800207281837209183,2988425747282655314,20474811781534554553869,1,381,2091789,ibc/F6B691D5F7126579DDC87357B09D653B47FDCE0A3383FF33C8D8B544FE29A8A6,2611661,381,uosmo,14333719008,2091789
4708074,osmo1jg9wr5u9cm04g0sswegskg3tawgylem6sndy5y,678,/osmosis.gamm.v1beta1.MsgExitPool,2968713815456604263091183,423332209227477499,2968713392124395035613684,1,2138952,1903314,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14922329533970,2127892,uosmo,13418656915541,1913471
4708076,osmo18v85clkgwzvuugp03xf4e4etl5qqqtc7mxzv56,577,/osmosis.gamm.v1beta1.MsgExitPool,1912158067581628852525,65646996760478816,1912092420584868373709,1,183552525,13706606,ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,5346455967456,183551131,uosmo,399256051921,13707005
4708079,osmo1yee93psptznflm9x3sw6ccntn3537z8eznxjpq,561,/osmosis.gamm.v1beta1.MsgExitPool,1704074356064770318037426,29912998031584072889,1704044443066738733964537,1,10046077810,512574,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,572452191002958,10048717182,uosmo,29192969543,512447
4708080,osmo1ncg4h3vhcdl5cx8xugee5x508glugww3cf259q,561,/osmosis.gamm.v1beta1.MsgExitPool,1704044443066738733964537,6096847341741002854,1704038346219396992961683,1,2047584890,104472,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,572442142285776,2048122845,uosmo,29192457096,104446
4708086,osmo1yee93psptznflm9x3sw6ccntn3537z8eznxjpq,604,/osmosis.gamm.v1beta1.MsgExitPool,348524139468043789938,10659042481042507,348513480425562747431,1,2187960405,61443258,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,71543564622580,2188043260,uosmo,2009117632757,61445586
4708090,osmo1szv2gzvmk27sgpeajhtjdmexl38kxpkxxqsed5,669,/osmosis.gamm.v1beta1.MsgExitPool,76767588108306560841865,35625265365542989018,76731962842941017852847,1,34943619,2302109,ibc/6BDB4C8CCD45033F9604E4B93ED395008A753E01EECD6992E7D1EA23D9D3B788,75301096292,34944715,uosmo,4960888219,2302181
4708094,osmo18v85clkgwzvuugp03xf4e4etl5qqqtc7mxzv56,601,/osmosis.gamm.v1beta1.MsgExitPool,44198808912783633032653,995463298885343239,44197813449484747689414,1,73796074,21247022,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,3281847907824,73915094,uosmo,941961115359,21215225
4708112,osmo18v85clkgwzvuugp03xf4e4etl5qqqtc7mxzv56,611,/osmosis.gamm.v1beta1.MsgExitPool,1075323366593667560380203,50865054954450708182,1075272501538713109672021,1,4201624,1163516169,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,88825421743,4201629,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,24597584192521,1163517422
4708112,osmo1trc5cehaqgsw74x3d0xekf0k4e0xs80w95cvh0,678,/osmosis.gamm.v1beta1.MsgExitPool,2968690222940813988432088,128328715756498102,2968690094612098231933986,1,649443,576032,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14922689554351,645068,uosmo,13418458135867,580044
4708115,osmo14tfct2avejv3fyv9z0jvrze48ufa53pft2359u,648,/osmosis.gamm.v1beta1.MsgExitPool,293141929127929439139800167,11207717604892473463179,293130721410324546666336988,1,35098629315624888879,6523812,ibc/8061A06D3BD4D52C4A28FFECF7150D370393AF0BA661C3776C54FF32836C3961,918037975023385944033289,35099415512610582528,uosmo,170636778039,6523968
4708116,osmo16mdmh3lfphnmqzn20c59x75nfhfktfz9wexzep,631,/osmosis.gamm.v1beta1.MsgExitPool,1824784011199218805793673,112168957941490072892,1824671842241277315720781,1,308302,4131236,ibc/297C64CC42B5A8D8F82FE2EBE208A6FE8F94B86037FA28C4529A23701C228F7A,5023719428,308806,uosmo,67317727527,4138001
4708120,osmo1njxc26m647qh6f7d7f07m9pxrrhrjg8qc3mfcw,3,/osmosis.gamm.v1beta1.MsgExitPool,105641262888764558179421738,355691528783231699741,105640907197235774947721997,1,11573153,3555220,ibc/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,3439300480229,11580039,uosmo,1056537689483,3557336
4708120,osmo18v85clkgwzvuugp03xf4e4etl5qqqtc7mxzv56,604,/osmosis.gamm.v1beta1.MsgExitPool,348513378087149431321,6390823796751450,348506987263352679871,1,1311820391,36839730,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,71540782877890,1311870838,uosmo,2009073234614,36841148
4708123,osmo1w7wl545shmmlwwqhdwcju7er45nadq4cuu5l5w,573,/osmosis.gamm.v1beta1.MsgExitPool,2127655782376118344946,558966814929619762,2127096815561188725184,1,1171136668,16932364,ibc/4E5444C35610CC76FC94E7F7886B93121175C28262DDFDDE6F84E82BF2425452,4458640410765,1171351141,uosmo,64445303517,16930739
4708127,osmo15gc74yxgklqx5vr0qe9r9tr2npg7dp62tg8jc7,498,/osmosis.gamm.v1beta1.MsgExitPool,484442977353485829710127,4975780568298961339,484438001572917530748788,1,2191937,5374252,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,213421584167,2192082,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,523205088262,5373911
4708127,osmo1w7wl545shmmlwwqhdwcju7er45nadq4cuu5l5w,719,/osmosis.gamm.v1beta1.MsgExitPool,15540837661604741544204001,906602189684284278771,15539931059415057259925230,1,40379035,23259686,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,694636810159,40522864,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,400141041624,23342933
4708130,osmo1mv3m6suzag4xeazt275x7seu2rngz73qxflaek,561,/osmosis.gamm.v1beta1.MsgExitPool,1704038346219396992961683,955180629161211480624,1703083165590235781481059,1,318763824304,16471977,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,568804290763013,318837214858,uosmo,29379742838,16468503
4708137,osmo18v85clkgwzvuugp03xf4e4etl5qqqtc7mxzv56,704,/osmosis.gamm.v1beta1.MsgExitPool,445906177502284069624240,314115220307725346,445905863387063761898894,1,2409976322054759,3817476,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,3428067665483949819700,2414876232495713,uosmo,5427560257489,3823403
4708140,osmo1uz6drez7mqt7k54qsfgqcjs3n8zxu6tuns97n7,560,/osmosis.gamm.v1beta1.MsgExitPool,287255809575760858525119,2428724162552241614,287253380851598306283505,1,318608070,2544480,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,37683160214102,318608009,uosmo,300946922102,2544481
4708140,osmo1d2jqp78s7re34v4ytrj6nu98rwq98ywqtnsrww,678,/osmosis.gamm.v1beta1.MsgExitPool,2968689960423680164091929,265088907058274036,2968689695334773105817893,1,1342604,1188987,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14923000722389,1332548,uosmo,13418207836814,1198177
4708140,osmo1j94735wfgws9g0ha5wxk5g7jzcy76utdj28jlm,690,/osmosis.gamm.v1beta1.MsgExitPool,1250322000324653066855975,6354097080030529100,1250315646227573036326875,1,10809158,817170,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,2127140940727,10810063,uosmo,160811557210,817239
4708146,osmo1kr29ydcuescpfp6gvx2yxtlzelje30g4tzgr86,627,/osmosis.gamm.v1beta1.MsgExitPool,321182011754453746245599,26379901167499346219,321155631853286246899380,1,56634098,24428410,ibc/9BBA9A1C257E971E38C1422780CE6F0B0686F0A3085E2D61118D904BFE0F5F5E,689534571106,56634098,uosmo,297422115304,24428410
4708148,osmo1d2jqp78s7re34v4ytrj6nu98rwq98ywqtnsrww,712,/osmosis.gamm.v1beta1.MsgExitPool,592471688306447127649385,11084526182694923,592471677221920944954462,1,305,81548,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16376174327,306,uosmo,4367522241872,81711
4708151,osmo18kfhd6arnhmv3swlr7ctge27v3tx98lj9uy086,690,/osmosis.gamm.v1beta1.MsgExitPool,1250315646227573036326875,106633853843836312470,1250209012373729200014405,1,181399196,13713612,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,2127140939822,181414378,uosmo,160809924439,13714762
4708159,osmo1azeezpnwsde5yy6pacjrc6hjydlpta3f5z8rz5,585,/osmosis.gamm.v1beta1.MsgExitPool,217595784935331644979124,636473191999041722692,216959311743332603256432,1,1814612477,264679065,ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,620784594472,1815810690,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,90430220908,264510690
4708160,osmo1fapqgamx3c8za8d3z56sydjtjygyu0ly4ud30a,561,/osmosis.gamm.v1beta1.MsgExitPool,1703083165590235781481059,305622261091825018359,1702777543329143956462700,1,101507379548,5295873,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,565801189729610,101534348073,uosmo,29504113801,5294582
4708160,osmo1nvn4sfc3r2d69c7v0j9v7ak87xepz9q59a6ug0,2,/osmosis.gamm.v1beta1.MsgExitPool,550027296903319867256440522,70479360750236166764204,549956817542569631089676318,1,172505,34466657,uion,1346251008,172505,uosmo,268980905807,34466657
4708177,osmo1vss9v2rq0ggnnyn4ypu3dpu8djuuhveu3djdl9,561,/osmosis.gamm.v1beta1.MsgExitPool,1702777543329143956462700,12307134628443203138,1702765236194515513259562,1,4089131497,213180,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,565909995281537,4090217495,uosmo,29487871314,213128
4708179,osmo1u70tvdm9wr65xnnsycymlrhnwfsj3sanzk377a,497,/osmosis.gamm.v1beta1.MsgExitPool,1402176810948562950478491,1178811850243495460,1402175632136712706983031,1,1124972,3569468,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1338171949021,1125002,uosmo,4245878558352,3569515
4708202,osmo1dvwyzspj43vrdffqm0rmj9fa0aqnalqpad5sva,497,/osmosis.gamm.v1beta1.MsgExitPool,1402179292827534719379306,19048766994471754841,1402160244060540247624465,1,18186565,57655435,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1338777190939,18187442,uosmo,4243981214041,57654973
4708219,osmo16zkrgc5rex8hd9sdc4ztgcy0y5kkyeyel2uukj,561,/osmosis.gamm.v1beta1.MsgExitPool,1702765236194515513259562,258595621392749654906,1702506640573122763604656,1,85846280947,4483190,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,565419155896555,85869099778,uosmo,29513106910,4482097
4708242,osmo108ahyyk0jzr4k2fnvu3206gjderh66hs6rphsf,560,/osmosis.gamm.v1beta1.MsgExitPool,287253380851598306283505,5827118278651089249,287247553733319655194256,1,764457178,6104559,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,37682376549406,764411073,uosmo,300948247134,6104927
4708269,osmo13tz2c803xy089usw069vmga8lfurf5a5mmtjru,704,/osmosis.gamm.v1beta1.MsgExitPool,445907590959061640312887,3670894485375041888,445903920064576265270999,1,28153571696695107,44628498,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,3426871489539817419978,28211413997201048,uosmo,5429613653009,44698810
4708276,osmo10ze4wxhkgfzgknr0779ml7w0a655tn98x6sw4u,497,/osmosis.gamm.v1beta1.MsgExitPool,1402160059175667963829584,153971592411721084526,1402006087583256242745058,1,147220440,465341962,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1340737552463,147226769,uosmo,4237680291098,465340870
4708281,osmo15f6nvuqsun8ky9tz57dhphleta68hu3pvq5hks,561,/osmosis.gamm.v1beta1.MsgExitPool,1702506640573122763604656,42970700076418143856,1702463669873046345460800,1,14331447218,741527,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,567964672864530,14335239011,uosmo,29372265646,741346
4708299,osmo1w8sfjgtkq5vg0u2pks22fsvdlnpjtd5fnpkduh,678,/osmosis.gamm.v1beta1.MsgExitPool,2968680764977767454705348,30492751253646686636,2968650272226513808018712,1,154528864,136685147,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14916122761010,153210687,uosmo,13424536220607,137889883
4708311,osmo1geth7fyn2qchnr5vfsk4s88a2qhw7yvdzjdand,1,/osmosis.gamm.v1beta1.MsgExitPool,392529832498090040582263386,160606272984686800656,392529671891817055895462730,1,2173378,17037939,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5328754427679,2180296,uosmo,41514177564905,16985810
4708334,osmo1yjwr499xz47fv658y5zgmql3t6ug9v63xumpap,560,/osmosis.gamm.v1beta1.MsgExitPool,287247553733319655194256,52136045917424355579,287195417687402230838677,1,6840057418,54615553,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,37685814721392,6840056046,uosmo,300908649382,54615564
4708341,osmo1yjwr499xz47fv658y5zgmql3t6ug9v63xumpap,561,/osmosis.gamm.v1beta1.MsgExitPool,1702463669873046345460800,41680080907594143420,1702421989792138751317380,1,13947221996,716880,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,569838151232967,13950899903,uosmo,29274494850,716704
4708389,osmo1pa0kkk5gnp7awaf88lvsh7aw3fwvmnm865czje,678,/osmosis.gamm.v1beta1.MsgExitPool,2968759702763525475210092,430898232866306471,2968759271865292608903621,1,2184791,1930545,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14899300246351,2162546,uosmo,13440158426705,1950760
4708393,osmo1ckf85ghlu37xvmfkh8gjq72kh9dxnedytlus54,561,/osmosis.gamm.v1beta1.MsgExitPool,1702421989792138751317380,55221376185234770580,1702366768415953516546800,1,18478219520,949799,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,569815984245866,18483092330,uosmo,29274202963,949565
4708438,osmo192sqr9wuhapxdm6hhsmc55v4472wgz64n6uynk,15,/osmosis.gamm.v1beta1.MsgExitPool,57425235828357870546460805,18010835715437062273867,57407224992642433484186938,1,90194348,106687686,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,288843558949,90592817,uosmo,338725525952,106237784
4708451,osmo1fwtlm9spclvzle8rw0gezkphg7uh8v6gax9m4d,497,/osmosis.gamm.v1beta1.MsgExitPool,1401994214453931455832407,14862793055604157296,1401979351660875851675111,1,14243433,44817226,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1344390754190,14252128,uosmo,4225297875984,44793143
4708468,osmo1ehrkglhhl90n7k2scweuu37c0zdtdm9wpx0hme,561,/osmosis.gamm.v1beta1.MsgExitPool,1702468778443269548088464,143599098660813205093,1702325179344608734883371,1,48224020155,2461078,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,571880052099567,48236690777,uosmo,29170630843,2460471
4708471,osmo1sm8peyeg0cj6wr8w0wl305k6w5yz2mj3p3zppt,1,/osmosis.gamm.v1beta1.MsgExitPool,392530343544897807325198659,511193508558081485557,392529832351389249243713102,1,6919267,54217364,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5332216560133,6944162,uosmo,41487282189068,54029018
4708473,osmo1hf70zntf5pw99npkegrezn0v78mfvp4crj5xjj,678,/osmosis.gamm.v1beta1.MsgExitPool,2968762730575636704581413,14250605908387866661,2968748479969728316714752,1,72189201,63904610,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14885715999346,71454168,uosmo,13452355769874,64573776
