block,sender,pool_id,msg_type,original_shares,share_adjustment,new_total_shares,was_exit_clean,sender_original_amount_1,sender_original_amount_2,pool_denom_1,pool_original_amount_1,pool_adjustment_amount_1,pool_denom_2,pool_original_amount_2,pool_adjustment_amount_2
4709035,osmo1crykcdaxm3u4flnjxq0kmyye7uqy9tcesac6u2,498,/osmosis.gamm.v1beta1.MsgExitPool,484397977346524891835003,193301721271272269,484397784044803620562734,1,84954,209288,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,212904583331,84960,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,524425481873,209274
4709037,osmo1f8xye7qclcwtd9wwp2l2gey79qckacxnvm37mp,722,/osmosis.gamm.v1beta1.MsgExitPool,1736936620355173368154231,981860732329686772882,1735954759622843681381349,1,105040239507393798863,192146149,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,186474239178457271059169,105410716139396104192,uosmo,341080217321,192806846
4709038,osmo1crykcdaxm3u4flnjxq0kmyye7uqy9tcesac6u2,651,/osmosis.gamm.v1beta1.MsgExitPool,1864016243163416709139,5257708321452420,1864010985455095256719,1,4288567832,202963,ibc/8FEFAE6AECF6E2A255585617F781F35A8D5709A545A804482A261C0C9548A9D3,1520426697613716,4288567832,uosmo,71956696854,202963
4709053,osmo1k278k46nsvnc9ahx0n94qwt9qul7vea6wg6khg,690,/osmosis.gamm.v1beta1.MsgExitPool,1201473239069253515289909,2034371451623796656,1201471204697801891493253,1,3145284,268464,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,2002985455362,3391516,uosmo,170925165896,289415
4709091,osmo1dnd9x05al22mns9s0vwqumjfnvrlj7fhpcvs9m,690,/osmosis.gamm.v1beta1.MsgExitPool,1201430511839335040922832,29476973130053626522,1201401034866204987296310,1,45575946,3889500,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,2003152211546,49147131,uosmo,170910383798,4193268
4709091,osmo1slvy9lupfute6sz05jp76xly6xavs04hcxylu9,611,/osmosis.gamm.v1beta1.MsgExitPool,1075284093477510580010806,52057684761006542824,1075232035792749573467982,1,4288972,1193888937,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,88594809364,4289136,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,24661471264770,1193934797
4709105,osmo1nu0m3gdx79yea4tmykl3zjhq9devg6hxh84rsp,561,/osmosis.gamm.v1beta1.MsgExitPool,1701508665558303041850499,205584028674981186,1701508459974274366869313,1,68794074,3536,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,569382499485489,68795387,uosmo,29268288479,3536
4709126,osmo1adn2uwpw7cz2lkxf2rlrenq0cyyz50umtpwtjt,561,/osmosis.gamm.v1beta1.MsgExitPool,1701508459974274366869313,1131447723497773591,1701507328526550869095722,1,378759280,19454,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,569601584488529,378766507,uosmo,29257046309,19454
4709149,osmo123ymh4h4zjjgujsc4fhmhks32pvmglcj9mkyra,629,/osmosis.gamm.v1beta1.MsgExitPool,611852792546788371206,15601115623466422,611837191431164904784,1,1343386932421143022851,10650901,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,52694107775996071048065147,1343602379694705475584,uosmo,417781437374,10652654
4709150,osmo1as7ufzy5y8mnuygzx74nk4u3xc3jjgdf5vsfh9,629,/osmosis.gamm.v1beta1.MsgExitPool,611837191431164904784,437271556605280,611836754159608299504,1,37652749280271809065,298525,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,52692764173616376342589563,37658787884626993152,uosmo,417770784720,298574
4709157,osmo128mhm8efuaa5yhadtt8476xds7azrr28ys9659,690,/osmosis.gamm.v1beta1.MsgExitPool,1201395395147995367524866,29389837107399577358,1201366005310887967947508,1,45444033,3877735,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,2003244640361,49005542,uosmo,170894133240,4180597
4709169,osmo1n36lj72rmwh7p95g7n0ggnr2ngq6ghpzwpkd88,560,/osmosis.gamm.v1beta1.MsgExitPool,286825010662622066741122,12288684090263336473,286812721978531803404649,1,1615652129,12845958,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,37695711966360,1615028950,uosmo,299947830615,12850916
4709183,osmo1sqm0rm2w52lg07g0v9kynt6zqqghlfvuddene9,604,/osmosis.gamm.v1beta1.MsgExitPool,348495475364615285270,2952600280045746,348492522764335239524,1,605270717,17041364,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,71448770888141,605344045,uosmo,2011636684799,17043432
4709215,osmo1sqm0rm2w52lg07g0v9kynt6zqqghlfvuddene9,604,/osmosis.gamm.v1beta1.MsgExitPool,348492449453075512689,2952600280045746,348489496852795466943,1,605245535,17042062,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,71445232636609,605319323,uosmo,2011703176073,17044143
4709233,osmo1kwwm2zln6z8lv30szcya5f9wnrdu6lamuhuq4c,497,/osmosis.gamm.v1beta1.MsgExitPool,1401864791013916207655211,26047635500165712475,1401838743378416041942736,1,24861556,78861493,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1338150311064,24863775,uosmo,4244440852469,78864701
4709242,osmo13n7wdmcw863qzrxrffupfk26ht3au7yw7r7en2,690,/osmosis.gamm.v1beta1.MsgExitPool,1201355837915553625157826,3573433217258663153,1201352264482336366494673,1,5525869,471443,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,2003381202735,5959057,uosmo,170875088867,508267
4709242,osmo1kwwm2zln6z8lv30szcya5f9wnrdu6lamuhuq4c,15,/osmosis.gamm.v1beta1.MsgExitPool,57407248076564173973024866,14329519085156229191624,57392918557479017743833242,1,71408853,85323165,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,287442717488,71749056,uosmo,340282004895,84938359
4709247,osmo1kwwm2zln6z8lv30szcya5f9wnrdu6lamuhuq4c,604,/osmosis.gamm.v1beta1.MsgExitPool,348489496852795466943,7536137553455316,348481960715242011627,1,1544754966,43499325,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,71441969481376,1544943288,uosmo,2011761253654,43504638
4709251,osmo1kwwm2zln6z8lv30szcya5f9wnrdu6lamuhuq4c,648,/osmosis.gamm.v1beta1.MsgExitPool,293140393715060529023592188,32337557115165795898465,293108056157945363227693723,1,101250053669284954435,18826364,ibc/8061A06D3BD4D52C4A28FFECF7150D370393AF0BA661C3776C54FF32836C3961,917878187788894748195368,101255026460938076160,uosmo,170670021198,18827332
4709267,osmo127rxtmsja3jses3dhq7nj2stkq53j3cw27yjlu,1,/osmosis.gamm.v1beta1.MsgExitPool,392356895162504184531705624,31486562019759720462000,392325408600484424811243624,1,425155634,3347572770,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5335701900558,428189005,uosmo,41424270931423,3324289420
4709272,osmo14am952nzggxntteuq5napl6e27kerx4hy6ezsy,560,/osmosis.gamm.v1beta1.MsgExitPool,286812471676310663048545,13397992856156442664,286799073683454506605881,1,1761585156,14004859,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,37695989723268,1760908784,uosmo,299919961118,14010288
4709283,osmo127rxtmsja3jses3dhq7nj2stkq53j3cw27yjlu,678,/osmosis.gamm.v1beta1.MsgExitPool,2970719159847988901314319,74525066839341440968,2970644634781149559873351,1,381839945,330428103,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14897071443575,373715987,uosmo,13460868320074,337686619
4709292,osmo1qp749jf5nf8cgs374prymzsm8pl8xjgafjkpqd,690,/osmosis.gamm.v1beta1.MsgExitPool,1201259057396440030727033,78240488519679022813,1201180816907920351704220,1,120951147,10324337,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,2002820816083,130447864,uosmo,170922151902,11132513
4709297,osmo1qp749jf5nf8cgs374prymzsm8pl8xjgafjkpqd,619,/osmosis.gamm.v1beta1.MsgExitPool,329271709715505213171647,167529305034003857515,329104180410471209314132,1,2938779835,54138317,ibc/EA4C0A9F72E2CEDF10D0E7A9A6A22954DB3444910DB5BE980DF59B05A46DAD1C,5776579778257,2939051145,uosmo,106401927323,54135962
4709297,osmo14z0djyy7v8xkteh5lash3tx9svsfzzavxvn8mv,631,/osmosis.gamm.v1beta1.MsgExitPool,1824142435720092512392113,774063778209849121796,1823368371941882663270317,1,2124079,28687737,ibc/297C64CC42B5A8D8F82FE2EBE208A6FE8F94B86037FA28C4529A23701C228F7A,5014441651,2127847,uosmo,67725488969,28738900
4709298,osmo1dfwm8kvaq330nzpml86hex6wy8qjm9cc9vfznw,498,/osmosis.gamm.v1beta1.MsgExitPool,484397737624737437091172,13231953492987313823,484384505671244449777349,1,5817477,14321234,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,212982319577,5817888,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,524239288454,14320277
4709303,osmo1dfwm8kvaq330nzpml86hex6wy8qjm9cc9vfznw,605,/osmosis.gamm.v1beta1.MsgExitPool,834449169130553072208110431,3605183614947059344144,834445563946938125148766287,1,19912770439,812332,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,4609748507302563,19916120001,uosmo,188010651147,812287
4709311,osmo1dpsue447gd8jgmxaajjvy4uqwxyvlm4yufzvje,561,/osmosis.gamm.v1beta1.MsgExitPool,1701507328526550869095722,890143223342605832,1701506438383327526489890,1,299910991,15207,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,573290240523335,299916676,uosmo,29069416938,15207
4709339,osmo1cwj3vqxk6p7e6ntxt8925m3l9d6l0jr554d3e7,1,/osmosis.gamm.v1beta1.MsgExitPool,392325220746137019645655427,2025778425772921155617,392323194967711246724499810,1,27341668,215469923,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5335358628693,27549221,uosmo,41420310355326,213874527
4709349,osmo14pakf28w2vmeemfcfhlt3xgpah24548lzdp5c8,690,/osmosis.gamm.v1beta1.MsgExitPool,1201180816907920351704220,32750746836204225261,1201148066161084147478959,1,50629964,4321593,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,2002730099004,54605356,uosmo,170907635233,4659875
4709364,osmo1qp749jf5nf8cgs374prymzsm8pl8xjgafjkpqd,9,/osmosis.gamm.v1beta1.MsgExitPool,1352120891295692291851835385,745810259103518543965292,1351375081036588773307870093,1,637125380275,996169869,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,1155688702693404,637461114865,uosmo,1806965622355,996696011
4709371,osmo16wu3f76vpc3dstcv8kl4d57xx45z8mmdffgt4t,560,/osmosis.gamm.v1beta1.MsgExitPool,286799073683454506605881,4643842604325103609,286794429840850181502272,1,610654557,4853582,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,37698935301185,610420109,uosmo,299868617389,4855464
4709377,osmo1fp285s3y7jc9umuusplxnehyn3rc5dkvxf6kag,561,/osmosis.gamm.v1beta1.MsgExitPool,1701506438383327526489890,4177015399062883561,1701502261367928463606329,1,1403211331,71573,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,571608739601446,1403238009,uosmo,29155395498,71573
4709394,osmo1xghme9epu0z4x9tr55uspcdxn0wvcgt5h8tzkw,690,/osmosis.gamm.v1beta1.MsgExitPool,1201115574592734082995698,29299008063816046822,1201086275584670266948876,1,45295991,3865784,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,2002821192765,48855143,uosmo,170890564710,4168561
4709410,osmo129xvhtfhplpul2tgqy9ufm40u62667f0qxgmw2,1,/osmosis.gamm.v1beta1.MsgExitPool,392322910598497286434179106,16019413118350754786267,392306891185378935679392839,1,216174122,1704185456,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5336093258478,217884502,uosmo,41414127641082,1691030530
4709421,osmo1xezn7jjvdrtpjafy9cwp7th4j6duaqu2utcelz,560,/osmosis.gamm.v1beta1.MsgExitPool,286794429840850181502272,950853438093566178,286793478987412087936094,1,125037419,993779,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,37699046319071,124989414,uosmo,299858039396,994165
4709424,osmo129xvhtfhplpul2tgqy9ufm40u62667f0qxgmw2,497,/osmosis.gamm.v1beta1.MsgExitPool,1401839031008576256326508,128256453161967587296,1401710774555414288739212,1,122407818,388339188,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1338108617083,122425657,uosmo,4244467419818,388332986
4709426,osmo10k0qxqh39fwk2khv49g0n673kfqwe778f09ffg,662,/osmosis.gamm.v1beta1.MsgExitPool,10568978964682876793538,4886957650377979,10568974077725226415559,1,617215163,5152,ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,1319079253972306,609924995,uosmo,11294965781,5222
4709426,osmo1xezn7jjvdrtpjafy9cwp7th4j6duaqu2utcelz,1,/osmosis.gamm.v1beta1.MsgExitPool,392306891185378935679392839,80123368566944194803,392306811062010368735198036,1,1081247,8523556,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5335981210196,1089801,uosmo,41411604647139,8457759
4709431,osmo1yte9x7rytzch3yrgyvhnc99m5ga4rrfsx3yyc8,611,/osmosis.gamm.v1beta1.MsgExitPool,1075339442777260713818762,275892271259848010998,1075063550506000865807764,1,22738578,6325047502,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,88631475328,22739553,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,24654062785637,6325319343
4709435,osmo1t5d7cje9jlg46mkeplgu3lt4fxq8u4mtyehqz4,1,/osmosis.gamm.v1beta1.MsgExitPool,392306811062010368735198036,32496122731391875660,392306778565887637343322376,1,438598,3456392,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5336837017761,442068,uosmo,41404856037621,3429706
4709438,osmo1jeesfvtyh35ljartj75v633srxnkql7guq0csy,1,/osmosis.gamm.v1beta1.MsgExitPool,392306937701653250998664815,68356161992863037542,392306869345491258135627273,1,922600,7270579,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5336839717472,929899,uosmo,41404861753602,7214446
4709442,osmo1uryp8xxqhfhf2sd40usud4kz4gx9jn4ftnsvg5,3,/osmosis.gamm.v1beta1.MsgExitPool,105641940192378235482718231,1473098824925455386201,105640467093553310027332030,1,48027545,14694024,ibc/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,3446356974265,48056902,uosmo,1054410158713,14702970
4709442,osmo1t5d7cje9jlg46mkeplgu3lt4fxq8u4mtyehqz4,605,/osmosis.gamm.v1beta1.MsgExitPool,834435562687457840542850232,3480026542723510565769,834432082660915117032284463,1,19215359219,784360,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,4608333587430585,19219127179,uosmo,188067624552,784338
4709462,osmo15w8t735t0jx8j8egswuu0f5gqc5nrxe57t8f7t,561,/osmosis.gamm.v1beta1.MsgExitPool,1701502261367928463606329,5192840369765941890,1701497068527558697664439,1,1734917965,89473,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,567953495486884,1733345824,uosmo,29344355728,89556
4709467,osmo1uryp8xxqhfhf2sd40usud4kz4gx9jn4ftnsvg5,625,/osmosis.gamm.v1beta1.MsgExitPool,66304277929150208086714746,23478663656987797484180,66280799265493220289230566,1,2977578100,32282282,ibc/E97634A40119F1898989C2A23224ED83FDD0A57EA46B3A094E287288D1672B44,8408941293653,2977646548,uosmo,91167994824,32283025
4709525,osmo1qaag7emlflgyxddkf3zqhgtzyyq0d37rsvyjcz,674,/osmosis.gamm.v1beta1.MsgExitPool,844016164267273957539593,3915644165079449592,844012248623108878090001,1,12462224861613994556,10822846,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,2667598704749340822557364,12375790589382039552,uosmo,2350309051402,10903788
4709532,osmo1x6tw4glku3akevllsayxu4r4qeu9utcpun8xuc,606,/osmosis.gamm.v1beta1.MsgExitPool,378060621076101070455185683,2381724042503980451509,378058239352058566474734174,1,106021,20330723401,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,16832940407,106044,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,3226840431199048,20328600779
4709544,osmo132c0nklmwcu85f07er56ftjtq2hr6l49znytst,1,/osmosis.gamm.v1beta1.MsgExitPool,392305285036950072076596538,76041346779875491182,392305208995603292201105356,1,1027773,8076577,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5344323959816,1035901,uosmo,41346089094736,8014198
4709551,osmo1qaag7emlflgyxddkf3zqhgtzyyq0d37rsvyjcz,674,/osmosis.gamm.v1beta1.MsgExitPool,844013434031645080672106,1957822082539724796,844011476209562540947310,1,6254036140456688465,5391646,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,2677476497039879797157650,6210828406303830016,uosmo,2341772460765,5432110
4709570,osmo1qaag7emlflgyxddkf3zqhgtzyyq0d37rsvyjcz,674,/osmosis.gamm.v1beta1.MsgExitPool,844011945502482872491032,978911041269862398,844010966591441602628634,1,3127015704655586864,2695825,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,2677470008483855152007262,3105412154342603776,uosmo,2341770083449,2716057
4709577,osmo1qaag7emlflgyxddkf3zqhgtzyyq0d37rsvyjcz,674,/osmosis.gamm.v1beta1.MsgExitPool,844010966591441602628634,489455520634931199,844010477135920967697435,1,1563507852326668075,1347912,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,2677466903071700809403486,1552706077171302144,uosmo,2341767367392,1358028
4709582,osmo1rncc9x794q6le56vryjtljnvjl2recn3w2htdp,1,/osmosis.gamm.v1beta1.MsgExitPool,392305231904209645722866299,22456381846297298896,392305209447827799425567403,1,303604,2384496,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5345054795364,305962,uosmo,41340349826116,2366409
4709590,osmo1rncc9x794q6le56vryjtljnvjl2recn3w2htdp,9,/osmosis.gamm.v1beta1.MsgExitPool,1350901641238553484071216063,5728587208445249732832,1350895912651345038821483231,1,4893508173,7646704,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,1155392190156049,4899516529,uosmo,1805442305057,7656096
4709592,osmo1qaag7emlflgyxddkf3zqhgtzyyq0d37rsvyjcz,674,/osmosis.gamm.v1beta1.MsgExitPool,844010477135920967697435,244727760317465600,844010232408160650231835,1,781753936862065661,673956,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,2677465387281852166708626,776353049289814400,uosmo,2341765977602,679014
4709625,osmo1rncc9x794q6le56vryjtljnvjl2recn3w2htdp,10,/osmosis.gamm.v1beta1.MsgExitPool,854011314563638452553112961,62355367025655925982134,853948959196612796627130827,1,8784595,44157123073,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,120312731375,8784596,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,604770474357531,44157125616
4709633,osmo1ymeuf4ra7fx85t272e0jt9zn034vtfqtq3tgrp,561,/osmosis.gamm.v1beta1.MsgExitPool,1701497068527558697664439,472390862692448267037,1701024677664866249397402,1,163805372396,7843211,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,590018811323258,163808389941,uosmo,28250385710,7843224
4709641,osmo1y76k2egpryndqm8vrstmfjlx0ue3hc00e082td,1,/osmosis.gamm.v1beta1.MsgExitPool,392305251914660056104928770,17945047347951405681321,392287306867312104699247449,1,242640550,1905248281,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5346413147023,244558635,uosmo,41329717875955,1890527186
4709664,osmo14sr40ga620h7r26npfccrn5d694xjxfsnjkqjv,1,/osmosis.gamm.v1beta1.MsgExitPool,392287231454669068208837344,95322163583244562138,392287136132505484964275206,1,1288953,10119899,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5346469320677,1299142,uosmo,41325472568922,10041707
4709667,osmo19lexqfkg95hn8ffe2qyxl3404vr2t6uvj6xp8q,1,/osmosis.gamm.v1beta1.MsgExitPool,392287136132505484964275206,104439481279788220408,392287031693024205176054798,1,1412238,11087842,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5346468021535,1423402,uosmo,41325462527215,11002170
4709702,osmo1q4mzc4l3d3f9u5a4kuedd9aj84gzur3dt2wehr,704,/osmosis.gamm.v1beta1.MsgExitPool,445969352882344454915476,2116448324274918016,445967236434020179997460,1,16171757761871368,25826001,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,3416078083974867621919,16211770359763456,uosmo,5448599032750,25857557
4709708,osmo15l42ex4svlcr6tftd3admpf0j2egyyff2ylzqz,561,/osmosis.gamm.v1beta1.MsgExitPool,1701024677664866249397402,3572900207718331977,1701021104764658531065425,1,1210239545,60732,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,576194697865670,1210262368,uosmo,28914213361,60732
4709709,osmo164zttnpu52tkjjcmq42ts0nfu0872wfm5ahyld,10,/osmosis.gamm.v1beta1.MsgExitPool,853948959196612796627130827,28641570917067906201926,853920317625695728720928901,1,4035105,20282135853,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,120306746779,4035105,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,604712285150172,20282137021
4709710,osmo1a6y2d0rnuz9eh9hcgvd3gukk9vrlus29ke476w,678,/osmosis.gamm.v1beta1.MsgExitPool,2970649739915913723280809,3993258337743357980,2970645746657575979922829,1,20483960,17685410,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14877334567330,19998668,uosmo,13477978532287,18117602
4709715,osmo1dxh7d7fuvjy43e0557mx6wwe4luyc0s2z0jfec,690,/osmosis.gamm.v1beta1.MsgExitPool,1201099262632492668495510,1145477131592493329,1201098117155361076002181,1,1771439,151085,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,2003537165100,1910754,uosmo,170832083905,162920
4709755,osmo1zr468gqug3cs44wwm505uvnkwp3f7utjw3y8nn,690,/osmosis.gamm.v1beta1.MsgExitPool,1201098117155361076002181,48630127489298919224,1201049487027871777082957,1,75205227,6414155,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,2003548288136,81119774,uosmo,170830811567,6916607
4709766,osmo16es0x30h7hwm369adp5vy7prmzl75l6qdkfwsc,1,/osmosis.gamm.v1beta1.MsgExitPool,392287208871397926951796044,124842941584788080511,392287084028456342163715533,1,1688050,13254655,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5346194732857,1701392,uosmo,41327639977268,13152261
4709774,osmo1dxh7d7fuvjy43e0557mx6wwe4luyc0s2z0jfec,643,/osmosis.gamm.v1beta1.MsgExitPool,13526696193162870197517,120671306251900813,13526575521856618296704,1,141031,42409150,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,15809915389,141039,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,4754152173124,42411668
4709829,osmo16lln26dtpdd0dyp4g76jaqgde5wc5mc8e2cvy3,3,/osmosis.gamm.v1beta1.MsgExitPool,105640565785762050559605552,119592108583637926296,105640446193653466921679256,1,3899390,1192820,ibc/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,3446601580045,3901780,uosmo,1054310304352,1193549
4709840,osmo16lln26dtpdd0dyp4g76jaqgde5wc5mc8e2cvy3,643,/osmosis.gamm.v1beta1.MsgExitPool,13526575521856618296704,98651058445590096,13526476870798172706608,1,115290,34672111,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,15808966910,115296,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,4754361433088,34674170
4709842,osmo1tcpmk8ztqs3f2rsu0yclzcnqjs7wu7pd9e45qf,611,/osmosis.gamm.v1beta1.MsgExitPool,1075046232101688089078762,180869884449537660528,1074865362217238551418234,1,14947929,4135149459,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,88853508929,14949053,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,24580159646335,4135459947
4709846,osmo1tcpmk8ztqs3f2rsu0yclzcnqjs7wu7pd9e45qf,611,/osmosis.gamm.v1beta1.MsgExitPool,1074865362217238551418234,13613862270395307782,1074851748354968156110452,1,1125112,311247808,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,88838559876,1125197,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,24576024186388,311271178
4709858,osmo1tcpmk8ztqs3f2rsu0yclzcnqjs7wu7pd9e45qf,604,/osmosis.gamm.v1beta1.MsgExitPool,348483172573554026922,8324124284663350,348474848449269363572,1,1705417068,48071717,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,71405196972202,1705636831,uosmo,2012746199778,48077929
4709868,osmo103cdawt7rpnl8ppn7qnc8y4aj4e9hhlvx3w70r,498,/osmosis.gamm.v1beta1.MsgExitPool,484384468464958678455999,3969062442944508518,484380499402515733947481,1,1747379,4290074,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,213267497916,1747520,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,523520359286,4289743
