block,code,msg_type,sender,pool_id,share_in,denom_1,amount_1,denom_2,amount_2,denom_3,amount_3,denom_4,amount_4
4712466,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,621435234997029994141,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16246664,uosmo,4360343948,,,,
4712472,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,931758657443585872300,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,24347032,uosmo,6534352648,,,,
4712478,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,1396986757141484248452,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,36475115,uosmo,9789335559,,,,
4712482,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,2094365045545546470068,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,54602987,uosmo,14663612688,,,,
4712486,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,3139477346532001323448,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,81705984,uosmo,21943078936,,,,
4712491,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,4705524447416385518523,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,122143769,uosmo,32803109944,,,,
4712271,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,1642935919387692463620,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,12670037084944849536,uosmo,19811887699,,,,
4712280,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,1643460207350586299294,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,12674080302854124295,uosmo,19818209999,,,,
4712284,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,2463597650358503726746,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,18964209422422841756,uosmo,29653961142,,,,
4712299,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,1227482343996825120699,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,9460645881244121486,uosmo,14756770000,,,,
4712305,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,1840182247851144129550,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,14163603932760865505,uosmo,22092471088,,,,
4712322,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,827293701559490843632,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,6365979325365675133,uosmo,9934609999,,,,
4712324,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,827293701559490843632,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,6365979325365675435,uosmo,9934610000,,,,
4712328,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,2480272275113925403004,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,19050537028772304783,uosmo,29729857104,,,,
4712332,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,3717391917340038613228,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,28474351837804372346,uosmo,44436459192,,,,
4712347,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,2911008826295374653554,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,22261122271707279393,uosmo,34705078234,,,,
4712351,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,4367774041337522383880,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,33293897948161764289,uosmo,51905169869,,,,
4712356,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,4367774045207694118006,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,33178236675369569648,uosmo,51751636352,,,,
4712367,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,8679678860249078643890,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,65484236314256085784,uosmo,102239391100,,,,
4712397,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,709103071716759345098912,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,9512544839,uosmo,75795176754,,,,
4712402,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,1063189153211515602779981,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,14248041907,uosmo,113554271288,,,,
4712413,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,796581569958756333843361,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,10654836230,uosmo,85126833680,,,,
4712420,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,1195183285008435157603823,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,15972140135,uosmo,127579202082,,,,
4712429,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,1791220420378105143701768,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,23907287036,uosmo,190865161585,,,,
4712441,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,1339256390593969826099675,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,17834060833,uosmo,142710053702,,,,
4712463,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,500664597939214977361620,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,6650624578,uosmo,53437062730,,,,
4712468,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,750713355303611507886324,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,9965828081,uosmo,80074364689,,,,
4712473,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,1125419740477706531101482,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,14926279386,uosmo,119924634052,,,,
4712487,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,841314781357285124905104,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,11144140873,uosmo,89636259312,,,,
4712494,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,1261750846574302140383970,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,16696887031,uosmo,134275681500,,,,
4712521,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,471262934723252956724795,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,6218193072,uosmo,50258046121,,,,
4712526,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,706795587540948400389285,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,9320427316,uosmo,75331170635,,,,
4712535,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,528739805692307837241703,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,6964587434,uosmo,56366759205,,,,
4712541,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,793030248387886825044266,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,10439062417,uosmo,84482887979,,,,
4712589,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,296491162428318236615350,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,3897634521,uosmo,31612306636,,,,
4712594,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,444603826389139209941398,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5842467244,uosmo,47386689068,,,,
4712598,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,666546216956821903411664,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,8754299239,uosmo,70999395859,,,,
4712612,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,498950538367692642656901,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,6545747269,uosmo,53162400787,,,,
4712618,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,748126217391797719176011,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,9809110391,uosmo,79655959138,,,,
4712635,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,560080140350464610010602,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,7333654279,uosmo,59657698285,,,,
4712653,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,209072602115738217772258,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2735472633,uosmo,22271080129,,,,
4712657,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,209072602115738217772258,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2735476702,uosmo,22271047070,,,,
4712662,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,626843519460440474982224,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,8197192920,uosmo,66737654485,,,,
4712706,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,469291089319674011583125,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,6130769768,uosmo,49973827312,,,,
4712718,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,704116871344359613118305,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,9192920525,uosmo,74936017460,,,,
4712740,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,527000302619925787356765,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,6871653635,uosmo,56108329576,,,,
4712746,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,789957746519768145853922,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,10293533440,uosmo,84048243048,,,,
4712753,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,1183934137911996641170545,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,15412109765,uosmo,125836824999,,,,
4712777,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,885740776852555687956347,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,11513835147,uosmo,94136538215,,,,
4712792,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,663373239633532337761032,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,8611966528,uosmo,70516602305,,,,
4712806,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,496176624241890065130629,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,6437250881,uosmo,52733399600,,,,
4712837,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,371610983155898510715016,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,4819213181,uosmo,39485874450,,,,
4712841,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,557288378439647848323237,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,7223764310,uosmo,59187061551,,,,
4712847,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,835118903137172027550381,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,10817495861,uosmo,88630992681,,,,
4712865,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,1252132115926013145324840,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,16207456512,uosmo,132703062478,,,,
4712882,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,1875961375669693002493840,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,24246883629,uosmo,198477008307,,,,
4712926,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,233952260427083679626036,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,3016258636,uosmo,24814682691,,,,
4712945,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,348759754218301313866149,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,4497234971,uosmo,36963517648,,,,
4712955,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,523247308566242652327697,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,6747480632,uosmo,55405558193,,,,
4712977,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,392371292447874403714901,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5056447937,uosmo,41547134087,,,,
4712986,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,588143012580001306739647,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,7572727081,uosmo,62269170909,,,,
4713007,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,882061874363292121903372,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,11301483834,uosmo,93708242134,,,,
4713024,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,1319920416460296917051768,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,16856055098,uosmo,140373828632,,,,
4713045,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,492793555940272676431119,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,6271618455,uosmo,52545947057,,,,
4713052,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,738956139675580072409534,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,9383291716,uosmo,78872953571,,,,
4713057,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,1106411990449234499142059,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,14019071822,uosmo,118127008565,,,,
4712777,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,8786098733291731828,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,44916677,uosmo,39042097,,,,
4712785,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,13202366377655891749,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,67474395,uosmo,58682995,,,,
4712792,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,19796929095104356043,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,101177429,uosmo,87994961,,,,
4712798,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,29685478386628872983,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,151714861,uosmo,131948021,,,,
4712806,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,44459480825834605573,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,226945970,uosmo,197854199,,,,
4712815,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,66666976317425546172,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,340300029,uosmo,296681277,,,,
4712826,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,99966581332360793753,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,510279666,uosmo,444858964,,,,
4712836,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,149793445836301649721,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,764133972,uosmo,666964895,,,,
4712843,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,224629626017366517624,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,1145967846,uosmo,1000061517,,,,
4712849,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,336808371058664395309,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,1718187778,uosmo,1499434272,,,,
4712856,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,504894281378515978425,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,2575601813,uosmo,2247492451,,,,
4712864,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,757249283044190631208,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,3860699073,uosmo,3372120959,,,,
4712871,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,1135430469195184593102,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,5788212096,uosmo,5055224057,,,,
4712878,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,1702448301719613514447,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,8676891979,uosmo,7578025288,,,,
4712885,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,2552960117774496291601,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,13007439804,uosmo,11360125988,,,,
4712891,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,3827846211680256067912,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,19495677874,uosmo,17024937881,,,,
4712901,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,5733329500589210979543,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,29149894034,uosmo,25508123030,,,,
4712907,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,8596338205273221355181,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,43637167079,uosmo,38231598751,,,,
4712919,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,12888344048323122598235,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,65333721306,uosmo,57227243149,,,,
4712929,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,19319835552686645658829,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,97717673967,uosmo,85590426561,,,,
4712938,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,28954306545254963472020,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,145981958989,uosmo,127857800626,,,,
4712951,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,43378475108064737118059,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,217617994075,uosmo,190610775088,,,,
4712962,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,64982112004353715793971,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,323521176622,uosmo,283330426378,,,,
4712974,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,97256408209381096868646,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,478876264903,uosmo,419385712121,,,,
4712988,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,145364009366250331414753,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,704988379171,uosmo,616491795186,,,,
4713042,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,35786037983749467465613,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,170785323965,uosmo,151998049433,,,,
4713048,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,53603849333547465098494,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,253932358415,uosmo,225998617937,,,,
4713064,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,35945268060503599021947,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,168687137546,uosmo,151084488891,,,,
4712806,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,678,6747106953126032298,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,34440994,uosmo,30026069,,,,
4712815,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,678,14688055426517344140,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,74974837,uosmo,65364762,,,,
