block,code,msg_type,sender,pool_id,share_in,denom_1,amount_1,denom_2,amount_2,denom_3,amount_3,denom_4,amount_4
4712832,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,678,57291441642749978931,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,292275495,uosmo,255095590,,,,
4712855,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,678,73484735132735422359,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,374865440,uosmo,327110830,,,,
4712861,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,678,117578316609371397471,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,599739860,uosmo,523338273,,,,
4712869,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,678,176469395468529419302,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,899607961,uosmo,785686448,,,,
4712876,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,678,264729866575388527528,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,1349243788,uosmo,1178386678,,,,
4712883,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,678,382469195490186670838,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,1948696731,uosmo,1701906041,,,,
4712894,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,678,588826963402612422112,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,2995148678,uosmo,2621897199,,,,
4712917,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,678,588826963689906457709,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,2984887476,uosmo,2614528576,,,,
4712937,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,678,887384110987522005823,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,4473913786,uosmo,3918643418,,,,
4712944,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,678,1487025364193339177247,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,7460005597,uosmo,6534182900,,,,
4712953,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,678,2092218213466887382191,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,10493630232,uosmo,9191330893,,,,
4712961,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,678,2989533016809393896868,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14883744977,uosmo,13034751957,,,,
4712975,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,678,4517877258736189498269,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,22245364870,uosmo,19481832809,,,,
4712989,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,678,3045321159149460097426,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14769240594,uosmo,12915270543,,,,
4713002,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,678,4637099327907514285143,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,22458850048,uosmo,19668990023,,,,
4712823,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,2,98729344841640765753268,uion,239828,uosmo,48318914,,,,
4712846,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,704,4284086049627434958,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,32014949074096627,uosmo,50951139,,,,
4712852,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1pfpk6rsgc0x7g8q7y0yre86ej2enr8rhv3p8dq,722,264464737739473305311,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,29972247282279046546,uosmo,48604760,,,,
4712992,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1pfpk6rsgc0x7g8q7y0yre86ej2enr8rhv3p8dq,722,509250122127538599545,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,57563477257873232683,uosmo,93818287,,,,
4713003,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1pfpk6rsgc0x7g8q7y0yre86ej2enr8rhv3p8dq,722,763608872050005299798,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,86340817698276558355,uosmo,140596224,,,,
4713014,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1pfpk6rsgc0x7g8q7y0yre86ej2enr8rhv3p8dq,722,762946877390853056797,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,86177849455233337798,uosmo,140618307,,,,
4713025,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1pfpk6rsgc0x7g8q7y0yre86ej2enr8rhv3p8dq,722,1144025405805670852476,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,129948805790413059490,uosmo,209587922,,,,
4713038,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1pfpk6rsgc0x7g8q7y0yre86ej2enr8rhv3p8dq,722,1711173610201209140918,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,193875405769696488211,uosmo,314085638,,,,
4713045,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1pfpk6rsgc0x7g8q7y0yre86ej2enr8rhv3p8dq,722,2565964821025294270666,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,290582844808355054122,uosmo,470755421,,,,
4712916,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,65294126105630215190,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,24273580923,uosmo,1015458,,,,
4712926,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,97909671183258427813,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,36086612929,uosmo,1535838,,,,
4712934,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,145956824197105134668,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,53794626600,uosmo,2289420,,,,
4712940,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,145956815478956062942,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,53793082705,uosmo,2289355,,,,
4712946,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,291768293614668519964,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,107526444809,uosmo,4576168,,,,
4712953,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,437500142577792007662,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,161219701465,uosmo,6861275,,,,
4712959,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,656017242363255386306,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,241712593504,uosmo,10286935,,,,
4712965,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,983665624089830278668,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,362366240110,uosmo,15421779,,,,
4712972,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,1474935345153141912207,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,543184811551,uosmo,23117153,,,,
4712981,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,2115845992330942603859,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,775562449736,uosmo,33291482,,,,
4712987,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,3258560540382724195341,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,1193661816674,uosmo,51238648,,,,
4712992,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,4885421579495105685226,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,1787973721264,uosmo,76743200,,,,
4713000,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,7323586196359524027396,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,2676463086232,uosmo,114878837,,,,
4713006,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,10977976861162638510510,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,4003494780152,uosmo,171830100,,,,
4713011,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,16452247050122476085260,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,5980840410660,uosmo,256686718,,,,
4713020,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,24549353189384917290354,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,8880643153937,uosmo,381261886,,,,
4713025,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,36859598824393205140285,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,13239579865681,uosmo,568407654,,,,
4713029,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,55157096290537497327774,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,19605009921304,uosmo,841691188,,,,
4713033,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,82437628735014989422393,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,28842793926983,uosmo,1239124642,,,,
4713041,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,122846426712387448251174,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,42019914496126,uosmo,1805655319,,,,
4713048,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,136489771201501564782047,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,44945469767076,uosmo,1953974369,,,,
4713051,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,45496590400500521594016,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,14981823255692,uosmo,651324789,,,,
4713054,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,268950523864214093246086,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,84651617312529,uosmo,3680172693,,,,
4713058,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,392810595015660109197321,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,116310160992927,uosmo,5056506799,,,,
4713062,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,562208888633134635427167,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,154004899774198,uosmo,6693881397,,,,
4712922,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,637,7462269275137678915,ibc/346786EA82F41FE55FAD14BF69AD8BA9B36985406E43F3CB23E6C45A285A9593,101787093,uosmo,251972,,,,
4712935,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,641,22431497754168325313,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,13293578,uosmo,355320,,,,
4712947,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,1,10928694805158029303,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,140924,uosmo,1158286,,,,
4712957,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,1,16398234178758126587,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,211474,uosmo,1736266,,,,
4712972,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,1,24599824702861978841,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,317094,uosmo,2605888,,,,
4712981,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,1,36886253817981902426,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,475166,uosmo,3907289,,,,
4712990,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,1,55310849688668403130,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,712173,uosmo,5855911,,,,
4712997,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,1,82967673381465752497,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,1067354,uosmo,8778400,,,,
4713003,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,1,124498843728659426344,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,1595008,uosmo,13227655,,,,
4713008,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,1,186681724292352262320,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2392159,uosmo,19830278,,,,
4713020,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,1,279441200365291873509,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,3570858,uosmo,29766310,,,,
4713025,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,1,418862379273054685633,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5349866,uosmo,44539615,,,,
4713029,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,1,628683200643124197137,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,8016994,uosmo,66957609,,,,
4713043,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,1,941359691056705345080,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,11980359,uosmo,100376060,,,,
4713048,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,1,1411803972999539367697,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,17968146,uosmo,150533548,,,,
4713053,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,1,2117000154825050686748,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,26881744,uosmo,225959358,,,,
4713060,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,1,3169622049267903937565,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,40162803,uosmo,338394521,,,,
4713063,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,1,4758133304630296041814,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,60294760,uosmo,507951480,,,,
4712964,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1v44mqmhvtn8cw373xv0hw6npddccnr70lqsk9s,678,29850880547885695730,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,148612759,uosmo,130156690,,,,
4712972,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1v44mqmhvtn8cw373xv0hw6npddccnr70lqsk9s,678,44881231092539093789,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,220988587,uosmo,193535288,,,,
4712978,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1v44mqmhvtn8cw373xv0hw6npddccnr70lqsk9s,678,66965833234882009166,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,329723978,uosmo,288768624,,,,
4712986,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1v44mqmhvtn8cw373xv0hw6npddccnr70lqsk9s,678,99104615017284544596,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,480820917,uosmo,420418803,,,,
4712992,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1v44mqmhvtn8cw373xv0hw6npddccnr70lqsk9s,678,149898295254835237943,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,726966523,uosmo,635711196,,,,
4712999,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1v44mqmhvtn8cw373xv0hw6npddccnr70lqsk9s,678,224538545422776915300,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,1088623098,uosmo,952497991,,,,
4713012,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1v44mqmhvtn8cw373xv0hw6npddccnr70lqsk9s,678,1217647842656510358858,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,5869113224,uosmo,5188791238,,,,
4713016,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1v44mqmhvtn8cw373xv0hw6npddccnr70lqsk9s,678,1823450855616203088806,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,8788038223,uosmo,7768088774,,,,
4713020,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1v44mqmhvtn8cw373xv0hw6npddccnr70lqsk9s,678,2736842323544226693843,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,13182688125,uosmo,11658713766,,,,
4713026,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1v44mqmhvtn8cw373xv0hw6npddccnr70lqsk9s,678,4046715032544430517312,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,19473800038,uosmo,17239184114,,,,
4713030,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1v44mqmhvtn8cw373xv0hw6npddccnr70lqsk9s,678,6106670892550563488322,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,29296400163,uosmo,26059496996,,,,
4713043,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1v44mqmhvtn8cw373xv0hw6npddccnr70lqsk9s,678,9040994215148545388252,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,43147249961,uosmo,38400827894,,,,
4713047,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1v44mqmhvtn8cw373xv0hw6npddccnr70lqsk9s,678,13664250034708322082496,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,64730337101,uosmo,57609698956,,,,
4713052,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1v44mqmhvtn8cw373xv0hw6npddccnr70lqsk9s,678,20250479152927702018671,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,95526439490,uosmo,85353727476,,,,
4712969,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jfa3vw3r50vyww2qwklxqn6qu06d3uf7vc63qm,678,30118677677233596375,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,149948166,uosmo,131321595,,,,
4712984,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1c5txl47ea73x9g535lefzs8u6engjrss4tr60p,1,4717280001121382457,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,60737,uosmo,499442,,,,
4713015,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1c5txl47ea73x9g535lefzs8u6engjrss4tr60p,1,3536655146648849361,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,45232,uosmo,376405,,,,
4713019,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1c5txl47ea73x9g535lefzs8u6engjrss4tr60p,1,3536655146648849361,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,45193,uosmo,376727,,,,
4713042,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1c5txl47ea73x9g535lefzs8u6engjrss4tr60p,1,10622124424378353688,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,135184,uosmo,1132624,,,,
4713055,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1c5txl47ea73x9g535lefzs8u6engjrss4tr60p,1,15769037830986388234,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,199805,uosmo,1683596,,,,
4712995,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,1,5706401725828164883991,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,73414070,uosmo,603742440,,,,
4713005,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1csl24xa338980yckumj6k9kejyttshaaktn9tv,573,274859109258965723,ibc/4E5444C35610CC76FC94E7F7886B93121175C28262DDFDDE6F84E82BF2425452,568526840,uosmo,8433316,,,,
4713048,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo127cz3qd25qefq2d3l8zdl9xqzatskjcq4n5eg2,1,867144976286582872,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,11036,uosmo,92459,,,,
4713056,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo127cz3qd25qefq2d3l8zdl9xqzatskjcq4n5eg2,1,1124446093667071496,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,14247,uosmo,120052,,,,
4713062,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo127cz3qd25qefq2d3l8zdl9xqzatskjcq4n5eg2,1,1682722430091895525,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,21322,uosmo,179643,,,,
4713051,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1ea6yv55jzerkeqqz9c36t6wyklh8qpqs0da0n6,1,11969206964806010253,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,151810,uosmo,1279009,,,,
4713062,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1ea6yv55jzerkeqqz9c36t6wyklh8qpqs0da0n6,1,17932307203615818721,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,227232,uosmo,1914405,,,,
