block,code,msg_type,sender,pool_id,share_in,denom_1,amount_1,denom_2,amount_2,denom_3,amount_3,denom_4,amount_4
4707885,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo193zm70nnms89ngyrecaah3qpylncjzwmt8lmlj,565,3406458727188147341,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,45515734266,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,293902
4707933,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1lk870e3usuz7pcwl02szqqd0rzjyf285m6n054,8,27901127657442832002659,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,7434411,ibc/7C4D60AA95E5A7558B0A364860979CA34B7FF8AAF255B87AF9E879374470CEC0,1819559218
4707951,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1h6f2hlr58xjp9uxn7mev398nzkxqx6f608qu3n,562,3713730666130231656752,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,33636521669,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,212136902
4708011,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo16jexsf558vvdwwl2cfj0mzr4x63xjpac5cs9rv,565,79742555390117103,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,1065488018,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,6880
4708017,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1jg9wr5u9cm04g0sswegskg3tawgylem6sndy5y,13,2326051545082369225,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,72596699,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,473416691
4708039,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1gw6xkw2pvxtt3ea83gs7gdhv7zvhzmk9yyl3xk,13,14268887529674040075,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,445332284,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,2904141917
4708075,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo16mdmh3lfphnmqzn20c59x75nfhfktfz9wexzep,658,70627089177669950835939,ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,380852497456,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,79554783095
4708076,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1mk2m99mjjujrwzskm2nfxty40jvfzhaguwurm3,679,2627933470574049742,ibc/0E43EDE2E2A3AFA36D0CD38BDDC0B49FECA64FA426A82E102F304E430ECF46EE,8675495156639824083,ibc/8242AD24008032E457D2E12D46588FD39FB54FB29680C6C7663D296B383C37C4,7638895,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,822802660,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,7392266
4708104,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo16mdmh3lfphnmqzn20c59x75nfhfktfz9wexzep,6,873414827774234742117309,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,1937049,ibc/9712DBB13B9631EDFA9BF61B55F1B2D290B2ADB67E3A4EB3A875F3B6081B3B84,27952860438
4708266,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1p3nf9fhf86qnyxuyes3flt0hg97a60lzscntne,612,682388979571137896680,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,3074280,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,196291364
4708312,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1uj3m5ly0qfwx3tkzgnk55hrektr56d05yn5chs,679,2647386461206223737,ibc/0E43EDE2E2A3AFA36D0CD38BDDC0B49FECA64FA426A82E102F304E430ECF46EE,8743946327475964525,ibc/8242AD24008032E457D2E12D46588FD39FB54FB29680C6C7663D296B383C37C4,7699167,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,827155697,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,7455418
4708331,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1k09afxhedzgrkn60rrnpa0u66yv3vz7yd6e34s,596,3381224055491487211,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,110764,ibc/FE2CD1E6828EC0FAB8AF39BAC45BC25B965BA67CCBC50C13A14BD610B0D1E2C4,43702101
4708344,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo16um4rgfg3aqassjg6cmkuw90hgvshrwmzev7hj,679,2674087770694634275,ibc/0E43EDE2E2A3AFA36D0CD38BDDC0B49FECA64FA426A82E102F304E430ECF46EE,8832137009290372978,ibc/8242AD24008032E457D2E12D46588FD39FB54FB29680C6C7663D296B383C37C4,7776820,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,835498317,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,7530613
4708352,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1w8sfjgtkq5vg0u2pks22fsvdlnpjtd5fnpkduh,679,13150164303115667494,ibc/0E43EDE2E2A3AFA36D0CD38BDDC0B49FECA64FA426A82E102F304E430ECF46EE,43433149088306435772,ibc/8242AD24008032E457D2E12D46588FD39FB54FB29680C6C7663D296B383C37C4,38243497,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,4108668484,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,37032743
4708380,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1qk35qaj0qen70pz70q6f4uwrqw6dpkdhxlfn46,679,2655449637407897230,ibc/0E43EDE2E2A3AFA36D0CD38BDDC0B49FECA64FA426A82E102F304E430ECF46EE,8779206674102333913,ibc/8242AD24008032E457D2E12D46588FD39FB54FB29680C6C7663D296B383C37C4,7730214,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,829862220,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,7461760
4708422,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1pa0kkk5gnp7awaf88lvsh7aw3fwvmnm865czje,679,407028400207060571,ibc/0E43EDE2E2A3AFA36D0CD38BDDC0B49FECA64FA426A82E102F304E430ECF46EE,1346341341996565035,ibc/8242AD24008032E457D2E12D46588FD39FB54FB29680C6C7663D296B383C37C4,1185472,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,127191133,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,1142714
4708489,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1hf70zntf5pw99npkegrezn0v78mfvp4crj5xjj,679,6578057565396743451,ibc/0E43EDE2E2A3AFA36D0CD38BDDC0B49FECA64FA426A82E102F304E430ECF46EE,21758459227468255759,ibc/8242AD24008032E457D2E12D46588FD39FB54FB29680C6C7663D296B383C37C4,19033267,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,2055558274,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,18589286
4708501,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo175fm40ejc9svlampmjee3ee3wzn6qj55nvl7rv,670,2780932611015157345185,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,51117,ibc/9F9B07EF9AD291167CF5700628145DE1DEB777C2CFC7907553B24446515F6D0E,449059
4708589,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1ppetwac9lsc20wjn94fvr36kdcuxqkp07nm5x0,22,26645800653450951370,ibc/1DCC8A6CB5689018431323953344A9F6CC4D0BFB261E88C9F7777372C10CD076,25573286,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,925490
4708591,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1eqdj7jsa0ypvxdvwert6s2sf8qqux6vs2hady4,679,1312495517388287221,ibc/0E43EDE2E2A3AFA36D0CD38BDDC0B49FECA64FA426A82E102F304E430ECF46EE,4382052693879339465,ibc/8242AD24008032E457D2E12D46588FD39FB54FB29680C6C7663D296B383C37C4,3838325,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,407830359,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,3656291
4708608,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo1gmsxq4f2wjn80f2ywmz37zejkkru6zwsyjp3hu,562,2067788742873947929134,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,18543706647,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,119318879
4708643,0,/osmosis.gamm.v1beta1.MsgExitPool,osmo17g8qhml8a3v3gtesj80e0xae0unj86klm9xpet,679,3951156140705858640,ibc/0E43EDE2E2A3AFA36D0CD38BDDC0B49FECA64FA426A82E102F304E430ECF46EE,13191796985921314796,ibc/8242AD24008032E457D2E12D46588FD39FB54FB29680C6C7663D296B383C37C4,11554953,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,1226153704,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,11021187
