block,sender,pool_id,msg_type,original_pool_shares_previous_height,recorded_share_out,adjustment_share_out,extra_amount_percent
4708264,osmo144rn45fkl032xdhr6z3lz6p0ld2hj9jakdmgwe,1,/osmosis.gamm.v1beta1.MsgJoinPool,392576787759444670901809608,31460815884551797201,20981935183205289984.000000,2.6692556734966793e-08
4708265,osmo1wedyqzzm5mvatmfrn78n4arvnzsvz0jlumjxaa,602,/osmosis.gamm.v1beta1.MsgJoinPool,4543101965384147857467,355965288544059,237402341760965.906250,2.609734929912618e-08
4708267,osmo1g2p84hlnvpwz9jzlwknvwq7lykve3x7njdhyzv,601,/osmosis.gamm.v1beta1.MsgJoinPool,44203084862912854722626,283486414293575564,189090989746548096.000000,2.135452916372171e-06
4708269,osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,641,/osmosis.gamm.v1beta1.MsgJoinPool,22143776407586389218833563,9442039929366830546,6296846713101737984.000000,1.4203490553362595e-07
4708269,osmo1j2exvgumqhutx6s9gl2n40lenkslgvunyen4aq,601,/osmosis.gamm.v1beta1.MsgJoinPool,44203368349327148298190,5773664045893353,3851146982202225.500000,4.3492529672526495e-08
4708270,osmo1t3v309m87vdc5zc9d365yjwk4y76rq9lplxl6h,719,/osmosis.gamm.v1beta1.MsgJoinPool,15693053756454694546818538,301053382455933380435,227452711092572323840.000000,4.689647869029067e-06
4708281,osmo1dvwyzspj43vrdffqm0rmj9fa0aqnalqpad5sva,625,/osmosis.gamm.v1beta1.MsgJoinPool,66320185209009997365159277,510576894657409627301,340609000647775944704.000000,2.5627787790961955e-06
4708285,osmo1yrgrvmawrtvyzf7hhu2m3qchqm80k2gl7gg9ux,601,/osmosis.gamm.v1beta1.MsgJoinPool,44203374122991194191543,821913707990277,548232538470747.062500,6.191408680148468e-09
4708285,osmo13cdx2t5catd38llnl9yvrurx000p28gl2snxny,601,/osmosis.gamm.v1beta1.MsgJoinPool,44203374122991194191543,6475208940173785,4319091164789217.000000,4.8777200148866e-08
4708287,osmo1q0wc3ps7ehwayy372slg2eqf6fzgqdrne9d4tj,9,/osmosis.gamm.v1beta1.MsgJoinPool,1352723076078955638014336792,34624482330982182619520,23090784273205957754880.000000,8.525626590897848e-06
4708287,osmo1cu674e4ezhs4drg6sxn3d32mv7h3r2ns9v9mvj,577,/osmosis.gamm.v1beta1.MsgJoinPool,1912201892811225705977,31423809112310656,20963802644406628.000000,5.469867025271748e-06
4708287,osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,605,/osmosis.gamm.v1beta1.MsgJoinPool,834492883005122575447797587,748900718244661659734,499446667970510258176.000000,2.989281074379912e-07
4708288,osmo13cdx2t5catd38llnl9yvrurx000p28gl2snxny,621,/osmosis.gamm.v1beta1.MsgJoinPool,8846553264861602278214,5397286347271128,3600009235646559.500000,2.0316091080108723e-07
4708290,osmo1gf5rf3p4k0q25fvl70xvaalwwularl4y9ddu8m,601,/osmosis.gamm.v1beta1.MsgJoinPool,44203381420113842355605,64229426969951762,42842285570779984.000000,4.838328513356101e-07
4708291,osmo1h9l0ux3jsz7tmgprgryh352xx6cgsq5uj4vem7,690,/osmosis.gamm.v1beta1.MsgJoinPool,1250419771473573817364524,972062728658837212,648382550412421376.000000,2.588566095644565e-07
4708293,osmo18l494z97ax2qy2cccpny4msh527447y8dm88kw,712,/osmosis.gamm.v1beta1.MsgJoinPool,594968704764776132672420,38937456149542247,25970509633136992.000000,2.1794329456854147e-08
4708297,osmo13cdx2t5catd38llnl9yvrurx000p28gl2snxny,641,/osmosis.gamm.v1beta1.MsgJoinPool,22143785849626318585664109,17309077537640827434,11543332671229833216.000000,2.6037694618400805e-07
4708301,osmo1gf5rf3p4k0q25fvl70xvaalwwularl4y9ddu8m,604,/osmosis.gamm.v1beta1.MsgJoinPool,348539186033748550258,87239462243695,58189013909787.117188,8.33490972089348e-08
4708302,osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,648,/osmosis.gamm.v1beta1.MsgJoinPool,293779127933683206326064416,1531294030524865476125,1021206428905509224448.000000,1.736269092815339e-06
4708302,osmo19aazmkggrjrqpcrgt8g9fg86f8sauncksu39sa,648,/osmosis.gamm.v1beta1.MsgJoinPool,293779127933683206326064416,221518767904551247372,147728904702787420160.000000,2.5117405953488717e-07
4708303,osmo15el7ragrcdvnl53g4kk530hg0kuxsn6t7dzltu,712,/osmosis.gamm.v1beta1.MsgJoinPool,594968743702232282214667,489253003007392570,326322032411304960.000000,2.7384727349110143e-07
4708305,osmo16fs7jpxqarf4lj2a7y6l922g3agrfqs0ncth7r,722,/osmosis.gamm.v1beta1.MsgJoinPool,1744900746443833982402281,22763733664352186232,15181037915054202880.000000,4.345461365700155e-06
4708310,osmo127uhn5mlkglw94gn8qvu7zv50pdz55vq0edgcw,604,/osmosis.gamm.v1beta1.MsgJoinPool,348539273273210793953,37250002569827,24845876647204.144531,3.558887876552185e-08
4708311,osmo1r9kg3dj3jmnfywvuhml8fn9r0dcmfffhgvq886,704,/osmosis.gamm.v1beta1.MsgJoinPool,447598618970141067393786,187376286862504429,124969565446942256.000000,1.394254591728938e-07
4708314,osmo15ucwh4qtwfah3hq2y5pw28jnz8x4n73flt8h6w,722,/osmosis.gamm.v1beta1.MsgJoinPool,1744923510177498334588513,20657070614080415444,13776113217200177152.000000,3.943274770128938e-06
4708314,osmo1wee624lpnwccdppyt2kdfys6rvr9xyvu7cee3x,611,/osmosis.gamm.v1beta1.MsgJoinPool,1075322228312099008316621,157836274903219067,105276996532813936.000000,4.887767947067418e-08
4708318,osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,619,/osmosis.gamm.v1beta1.MsgJoinPool,329285238844277075280380,65221583929938138,43495971774451120.000000,6.597805390029498e-08
4708319,osmo1c0mqqtewyu6ftuea3sfr3xvc0wnltuwqu7kl0s,641,/osmosis.gamm.v1beta1.MsgJoinPool,22143803158703856226491543,2705861521036617977,1804524801028930304.000000,4.07037753589659e-08
4708321,osmo1tt924uz4d779jssenp2v3lxecqsya54pxrr8zd,1,/osmosis.gamm.v1beta1.MsgJoinPool,392576669065071465643513657,29216653383443179043,19485252061202657280.000000,2.478853155240007e-08
4708323,osmo1dvwyzspj43vrdffqm0rmj9fa0aqnalqpad5sva,643,/osmosis.gamm.v1beta1.MsgJoinPool,13527003914580085744523,1114611832550717775,743447848718949248.000000,2.7431953950943475e-05
4708324,osmo1saz2nvwyr87aqu60qc4gmnfl3s4s0qquaac4sq,3,/osmosis.gamm.v1beta1.MsgJoinPool,105767085292141975682374807,48192368827522135834,32143608645470523392.000000,1.5173660292390607e-07
4708324,osmo1e5gs2d2trnz8vwvr0hmx6md5fdml6spzua4rft,722,/osmosis.gamm.v1beta1.MsgJoinPool,1744958992693215423194107,55262867443670198503,36854573082216153088.000000,1.0548410775515109e-05
4708329,osmo1saz2nvwyr87aqu60qc4gmnfl3s4s0qquaac4sq,601,/osmosis.gamm.v1beta1.MsgJoinPool,44203445649540812307367,40253488614952063,26849865175797196.000000,3.032249315802683e-07
4708330,osmo1wee624lpnwccdppyt2kdfys6rvr9xyvu7cee3x,641,/osmosis.gamm.v1beta1.MsgJoinPool,22143805864565377263109520,17901322607624209074,11938297790014883840.000000,2.69285703751388e-07
4708331,osmo1j44wrmq85k9yzpna8n34er3skx02mgxs84ju0y,601,/osmosis.gamm.v1beta1.MsgJoinPool,44203525165737881544743,5459123043072602,3641341973777187.000000,4.112297352484194e-08
4708332,osmo1gj236xtjfyvcqzthagz5xdlvgnt6r2y502vayu,9,/osmosis.gamm.v1beta1.MsgJoinPool,1352757700561286620196956312,1008344868388628170697,672456951309330677760.000000,2.482980990023301e-07
4708335,osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,625,/osmosis.gamm.v1beta1.MsgJoinPool,66320695785904654774786578,7426783206766457439,4954452958122509312.000000,3.727839986710218e-08
4708335,osmo1gmnw6zf6260ynpfyxy2hn8yrdnydjc8rlnl6dc,678,/osmosis.gamm.v1beta1.MsgJoinPool,2969353965972520643041576,386832721847419507,257993524677292064.000000,4.3389622204669165e-08
4708338,osmo1j44wrmq85k9yzpna8n34er3skx02mgxs84ju0y,641,/osmosis.gamm.v1beta1.MsgJoinPool,22143823765887984887318594,7443470756672096094,4964011455029152768.000000,1.1197058041076265e-07
4708350,osmo1qaag7emlflgyxddkf3zqhgtzyyq0d37rsvyjcz,605,/osmosis.gamm.v1beta1.MsgJoinPool,834494784914552991587916107,50858418361103284792,33917803748727169024.000000,2.0300440241261014e-08
4708351,osmo14z380vc49lz23jjv03kkl6ju2pjykmkmd0ffar,577,/osmosis.gamm.v1beta1.MsgJoinPool,1912233316620338016633,10051121536106478,6705416503925150.000000,1.7496045971276858e-06
4708352,osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,602,/osmosis.gamm.v1beta1.MsgJoinPool,4543102321349436401526,8358736134286353,5574654597806297.000000,6.128116781352998e-07
4708355,osmo1dvwyzspj43vrdffqm0rmj9fa0aqnalqpad5sva,648,/osmosis.gamm.v1beta1.MsgJoinPool,293782488387051773286088815,5841595040218222847926,3895708003307936022528.000000,6.6231683690504615e-06
4708358,osmo1k8hh0ncad93ymc2h25p63xp2l0awa9yswqe78z,602,/osmosis.gamm.v1beta1.MsgJoinPool,4543110680085570687879,68246632351765,45515422034200.234375,5.0034460731948004e-09
4708358,osmo10fany9428zm9v3wuq2mdxuahqr28naxsg23h6y,690,/osmosis.gamm.v1beta1.MsgJoinPool,1250420743536302476201736,907625859135682339,605402050728353152.000000,2.416971656652814e-07
4708361,osmo13m234cygarlj6j9jvfkeec22yzps8u5cpeumg3,722,/osmosis.gamm.v1beta1.MsgJoinPool,1745014285256581065780174,3339340575620998157,2226992137461558016.000000,6.374400812945352e-07
4708366,osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,573,/osmosis.gamm.v1beta1.MsgJoinPool,2127286200332677484774,735673031471593,490655960653907.375000,1.1517811583784531e-07
4708367,osmo1k8hh0ncad93ymc2h25p63xp2l0awa9yswqe78z,604,/osmosis.gamm.v1beta1.MsgJoinPool,348539705118745853941,7080129596511,4722470186985.239258,6.764392208626329e-09
4708368,osmo1dvwyzspj43vrdffqm0rmj9fa0aqnalqpad5sva,653,/osmosis.gamm.v1beta1.MsgJoinPool,57770547719642880150310,15478854545908595162,10362504245799348224.000000,8.849152826802907e-05
4708369,osmo175fm40ejc9svlampmjee3ee3wzn6qj55nvl7rv,1,/osmosis.gamm.v1beta1.MsgJoinPool,392576698281724849086692700,14136383942322280008,9427876654284539904.000000,1.199385190105837e-08
4708371,osmo1hmqf5d6z53akxurv4r2e5cu0f0mfzefs03lat7,1,/osmosis.gamm.v1beta1.MsgJoinPool,392576712418108791408972708,99716888847366361895,66503465966808768512.000000,8.460358574833178e-08
4708375,osmo1mj4c3whfpphcsw0m2vu6g9r0d6pgv8cfwgrejv,9,/osmosis.gamm.v1beta1.MsgJoinPool,1352759419815828710431266319,2606979642439889012888,1738573416138969186304.000000,6.419479986840812e-07
4708375,osmo1cyfvy9kudezn99pdryu5umy9y8y8hzptpqrau8,674,/osmosis.gamm.v1beta1.MsgJoinPool,844064570741124833751157,826276288445329280,551036636505855168.000000,3.26087425794579e-07
4708377,osmo1s4a3wg4mua63tsmpaa2tf6f8z609ge6slyh9sx,604,/osmosis.gamm.v1beta1.MsgJoinPool,348539712198875450452,315729651457643,210592736450857.875000,3.0164892354895275e-07
4708377,osmo1aval5kjrhvzz3gk0nkr7g7gn7ypxys97yx67ce,1,/osmosis.gamm.v1beta1.MsgJoinPool,392576812134997638775334603,14905193038281976315,9940612963440650240.000000,1.264613536884084e-08
4708380,osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,613,/osmosis.gamm.v1beta1.MsgJoinPool,22644833644129774941648,10022357806590040,6684052064361490.000000,1.4741999693643237e-07
4708380,osmo1mwzknw73v689tk45caja8cq3r96dvshe7fluve,9,/osmosis.gamm.v1beta1.MsgJoinPool,1352762026795471150320279207,1138809553223410163834,759462783309774061568.000000,2.804231666062675e-07
4708386,osmo1fvtc7hadldx3y7fymq6v7xutws3yy6p3nfnknd,1,/osmosis.gamm.v1beta1.MsgJoinPool,392576827040190677057310918,20639522133813687788,13764967736792029184.000000,1.7511357875450454e-08
4708392,osmo175fm40ejc9svlampmjee3ee3wzn6qj55nvl7rv,2,/osmosis.gamm.v1beta1.MsgJoinPool,549962926528836362011356661,1073715114324583489117,639521425368086347776.000000,7.89492476234927e-07
4708395,osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,621,/osmosis.gamm.v1beta1.MsgJoinPool,8846558662147949549342,4284353175257350,2857678842164148.500000,1.6126861446172863e-07
4708395,osmo1wzczvtlmgedtgrl2vkuydp07ln6s6t49l9nyaw,678,/osmosis.gamm.v1beta1.MsgJoinPool,2969463481315697189516347,515420569601957158,343753674217964864.000000,5.781071462933928e-08
4708397,osmo192pxz2vc4hcmg84p60n3ruq66w52dkq7a5vkp3,497,/osmosis.gamm.v1beta1.MsgJoinPool,1402063313931079856692374,29826569597275795632,19894359801670115328.000000,7.083542661494447e-06
4708399,osmo1mj4c3whfpphcsw0m2vu6g9r0d6pgv8cfwgrejv,1,/osmosis.gamm.v1beta1.MsgJoinPool,392577675401391776281443796,684799071742905758164,456708109209720717312.000000,5.810054475511777e-07
4708406,osmo1tsly3y50lj5s87cj3u587c29gf563cu0wgcmng,625,/osmosis.gamm.v1beta1.MsgJoinPool,66320703299980050058063458,1225730296096627348,817692252794377344.000000,6.152498395604183e-09
4708407,osmo17g62hzm8yh3nm2uwfqwpe0cj7ru0crgpjl7n9u,497,/osmosis.gamm.v1beta1.MsgJoinPool,1402093140500677132488006,5838341470536269651,3894181175647798784.000000,1.3865954606516678e-06
4708412,osmo13lfw7wmj0hehevfv0zafhy2zjvgvwnu9lu39lg,9,/osmosis.gamm.v1beta1.MsgJoinPool,1352765379728159846719249654,15736491992047107429,10494537891769407488.000000,3.874991181598038e-09
4708415,osmo1tsly3y50lj5s87cj3u587c29gf563cu0wgcmng,641,/osmosis.gamm.v1beta1.MsgJoinPool,22143841357523314902402443,712853782072462523,475398433828285632.000000,1.0723312250217973e-08
4708416,osmo1eftlpu2vwzpuwtr9pwms75uendae8pqdpktn2v,678,/osmosis.gamm.v1beta1.MsgJoinPool,2969463996736266791473505,8622883922816488847,5750930804163098624.000000,9.67153695853539e-07
4708416,osmo12zrmvcgrtafpcat3wh3umfqjc8td83p2r8qqml,678,/osmosis.gamm.v1beta1.MsgJoinPool,2969463996736266791473505,529547530405997080,353175484227744192.000000,5.939521473820559e-08
4708422,osmo1u9eqmr8g5n25fv9mycnhxwlgg4r44l9qhjhwtg,604,/osmosis.gamm.v1beta1.MsgJoinPool,348540030624891542699,7434767225754,4959014675112.757812,7.103208166964968e-09
4708423,osmo1dvwyzspj43vrdffqm0rmj9fa0aqnalqpad5sva,722,/osmosis.gamm.v1beta1.MsgJoinPool,1745066015400659477897431,2903297723652125121378,1936196999636955693056.000000,0.0005514281234787546
4708423,osmo1j07lm6qjtsrptf290zqh9k2tes44uhdy44qtec,1,/osmosis.gamm.v1beta1.MsgJoinPool,392578493373841533181256362,14203721078876447245,9472785325432383488.000000,1.2050928207725209e-08
4708428,osmo12nqeetvh4vhevc3scevngaz6ju24h2p88c9nxu,681,/osmosis.gamm.v1beta1.MsgJoinPool,3167948549404734089304623,1887001988411067348089,1258653858887911342080.000000,0.00019799084111428184
4708434,osmo1p38ngyxwmrfrthmjkwe4arcvhreehee86v7swl,712,/osmosis.gamm.v1beta1.MsgJoinPool,594979080493653904963444,638261840733226089,425707966631530112.000000,3.5724481141891007e-07
4708437,osmo1lr69fl7fxks469fu2wnvrd0p3hq4ucnjcgdheg,678,/osmosis.gamm.v1beta1.MsgJoinPool,2969474328081583399447963,1191789460852556189,794849934644048000.000000,1.3367317041062867e-07
4708446,osmo19fmcwma6c0x7mdf8l6le0477vvwp4cv7wy4uzj,678,/osmosis.gamm.v1beta1.MsgJoinPool,2969491119518188062180060,16826764906047505,11222412536082404.000000,1.8873106700937883e-09
4708448,osmo16sw3enjmxnfwuz46tfz9zfu8vh4kjay59et3mz,690,/osmosis.gamm.v1beta1.MsgJoinPool,1250421651162161611884075,2596712244809561653,1732051706477575424.000000,6.914908623239064e-07
4708449,osmo1vqh4u8nuyx2memun5vtu4d0cdlmgsnluntjh06,629,/osmosis.gamm.v1beta1.MsgJoinPool,612016407552851831588,360956346255439,240759290421017.937500,1.9639480488692718e-07
4708450,osmo19mea5ax9svvypex0p3jretm7yex4m6870wan9s,712,/osmosis.gamm.v1beta1.MsgJoinPool,595040834426354427222075,12419627080674458,8283644506715340.000000,6.950753755791057e-09
4708450,osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,662,/osmosis.gamm.v1beta1.MsgJoinPool,10578560444833847159574,55469538645932541,36987774947765928.000000,1.7470687941947696e-06
4708454,osmo192pxz2vc4hcmg84p60n3ruq66w52dkq7a5vkp3,678,/osmosis.gamm.v1beta1.MsgJoinPool,2969491136344952968227565,26747663388977794296,17839038852886992896.000000,2.9999697590949576e-06
4708461,osmo192sqr9wuhapxdm6hhsmc55v4472wgz64n6uynk,712,/osmosis.gamm.v1beta1.MsgJoinPool,595040984931028438376664,24406885320941064593,16278907587285243904.000000,1.3657843542966677e-05
4708462,osmo1eftlpu2vwzpuwtr9pwms75uendae8pqdpktn2v,678,/osmosis.gamm.v1beta1.MsgJoinPool,2969517987245727452609046,2669428005370215854,1780343546659377408.000000,2.9940281987430434e-07
4708463,osmo16d4pfxh0uehpu8q2f284de9ecpeanp60hwk4jd,712,/osmosis.gamm.v1beta1.MsgJoinPool,595065397524529156203573,1708702907170735041,1139670890168525952.000000,9.562429825724652e-07
4708468,osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,653,/osmosis.gamm.v1beta1.MsgJoinPool,57786026574188788745472,1321376716638074700,884611441747913728.000000,7.557797030272232e-06
4708472,osmo195z08s2qj0em8pzyyaqm5l29p0w9vrdevl7cdt,604,/osmosis.gamm.v1beta1.MsgJoinPool,348540038059658768453,672328204955910,448445167633402.000000,6.423415274208622e-07
4708473,osmo1dsrgcrmdxu9gxatfqvjfgx34fsvu0yres606lq,625,/osmosis.gamm.v1beta1.MsgJoinPool,66320708794657196085871431,271256014411149327545,180956562968393318400.000000,1.3615406655578267e-06
4708477,osmo1ay86636pznjkrf55lvmmu9tqz4qafm7t0pptu4,9,/osmosis.gamm.v1beta1.MsgJoinPool,1352765395464651838766357083,95519436215917606240360,63701131311540489682944.000000,2.3515948007263593e-05
4708477,osmo1ed7an6qatn7kc2a0huh7w8vgl2ycdn4jmax4re,701,/osmosis.gamm.v1beta1.MsgJoinPool,193883621491649435417346,671259402337283,447665011856925.312500,1.1532402089258948e-09
4708478,osmo124tm37a3a6yvzja3pa55n22sl86hs4llkfw52y,690,/osmosis.gamm.v1beta1.MsgJoinPool,1250424247874406421445728,93703354199582286613,62501748073345695744.000000,2.4947200787065045e-05
4708479,osmo1c0mqqtewyu6ftuea3sfr3xvc0wnltuwqu7kl0s,605,/osmosis.gamm.v1beta1.MsgJoinPool,834494914164258890526236736,32250130999109767997,21507818161626726400.000000,1.2872830509570668e-08
4708480,osmo12rgsk2tujy3s6lf27cmnnx3te6qg02pgvservp,641,/osmosis.gamm.v1beta1.MsgJoinPool,22143842197974519641329439,2096601228600911851456,1398212319981792657408.000000,3.152977757244223e-05
4708481,osmo1s8y8xlc48yxmwn5yp8ygy4krkd6kn950dkpcmz,712,/osmosis.gamm.v1beta1.MsgJoinPool,595067262159954726940495,735688830471523044,490689833084449984.000000,4.1171494959736335e-07
4708482,osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,669,/osmosis.gamm.v1beta1.MsgJoinPool,76748098731704726941762,1572808955092576533,1048903792009201664.000000,6.825875046011955e-06
4708486,osmo133yra9fxttjsu22vcjgdfx2vvsve9q4g3369cx,712,/osmosis.gamm.v1beta1.MsgJoinPool,595070034440587693623505,2488390379331632815,1659706943084347136.000000,1.392563870950487e-06
4708490,osmo1khapknlvmld28rgxh4d50cscc3ecv2fp0drw3v,1,/osmosis.gamm.v1beta1.MsgJoinPool,392575200163427104278956133,269373560099089316257,179651366919687438336.000000,2.2854731604533577e-07
4708491,osmo16at95zmfk8xymcldqtshjsvfd2wzjk2udp0ycu,712,/osmosis.gamm.v1beta1.MsgJoinPool,595072696275745900520995,67967342370416772,45332866969800232.000000,3.803647483619672e-08
4708493,osmo1tew2mp3racvkcye5qj5vyyqf22sgr6zefwcaln,641,/osmosis.gamm.v1beta1.MsgJoinPool,22145939882938842435107240,93516901068233889938,62365928921723715584.000000,1.4066044346629253e-06
4708494,osmo1ew02nl40jqspvfe23xmdc4xmqvnelz3929nrrx,690,/osmosis.gamm.v1beta1.MsgJoinPool,1250517951228606003732341,149051077694835277152723,99419631108411269054464.000000,0.02699507737256497
4708498,osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,701,/osmosis.gamm.v1beta1.MsgJoinPool,193883622213682826351339,5141552848463867673,3428917805629588480.000000,8.832611436189724e-06
4708506,osmo103w2uwpdf9p708c83nkyd0ys6fgqt94tdvjtgn,712,/osmosis.gamm.v1beta1.MsgJoinPool,595075439853268390392105,29789550546145898001,19869038348428382208.000000,1.6668510140842848e-05
4708509,osmo1dedpa2xuf7gs8rkzula44ry8fql9jerjc2csgu,722,/osmosis.gamm.v1beta1.MsgJoinPool,1748005065502092553995941,1643027777863021864,1095728291281412480.000000,3.1309860196023204e-07
4708511,osmo1d6z386l0prh50lh6ju9harvx6hzq400h3jzztf,1,/osmosis.gamm.v1beta1.MsgJoinPool,392550864541782272484713306,98995407041222050548,66022293305936519168.000000,8.399698420899485e-08
4708512,osmo1ay86636pznjkrf55lvmmu9tqz4qafm7t0pptu4,604,/osmosis.gamm.v1beta1.MsgJoinPool,348540717477451478558,182207709485146,121533153334721.265625,1.7408141389136742e-07
4708516,osmo1xwpgxsf39qv5zt2vva4fgsvrgmpxzh5a72rckh,678,/osmosis.gamm.v1beta1.MsgJoinPool,2969505093442342346466710,484024337139329336,322814327008821824.000000,5.4288484499108154e-08
4708517,osmo1t9dgymsxux9266fcmswlj288lh4u4hcq0xwqga,1,/osmosis.gamm.v1beta1.MsgJoinPool,392550963537189313706763854,88372388225950708259,58937559933162168320.000000,7.498340631462059e-08
4708517,osmo19u2arshl4cwma9t0exer93qvpjet5adlthuwp9,629,/osmosis.gamm.v1beta1.MsgJoinPool,612016768509198087027,1607989240485482,1072535093398659.750000,8.748942020548494e-07
4708529,osmo1azes8zlagztlwps95mplm39vwpld08d4g7kand,712,/osmosis.gamm.v1beta1.MsgJoinPool,595106476124110760008987,262208251977058088,174887694452999168.000000,1.4673078767677788e-07
4708532,osmo15zncaaa5anrkskn0mnmp3ggq496vyxxf89jedl,712,/osmosis.gamm.v1beta1.MsgJoinPool,595106738332362737067075,311817786602863944,207976268394419360.000000,1.7449198292814902e-07
4708535,osmo1zulgguv8hfwvwd5kqd6res3a4zuv3jsgz2yhn7,498,/osmosis.gamm.v1beta1.MsgJoinPool,484439478295079944490786,191239619807586700,127557428484308672.000000,1.314552563981195e-07
4708538,osmo1jvgc27k2pyukc745nrm92qj79xw0fr6xmg8uds,712,/osmosis.gamm.v1beta1.MsgJoinPool,595107050150149339931019,45084563696190005,30070508234561332.000000,2.5229161782389896e-08
4708540,osmo19u2arshl4cwma9t0exer93qvpjet5adlthuwp9,629,/osmosis.gamm.v1beta1.MsgJoinPool,612018376498438572509,421919566077633,281421995754878.781250,2.2956382496144476e-07
4708540,osmo1c77nzlhwsqyejev4cezpx83yj6u88fvtxucmkd,719,/osmosis.gamm.v1beta1.MsgJoinPool,15693606554628778942281134,52062628027099958478,39334505378299019264.000000,8.110277194935752e-07
4708541,osmo1xwpgxsf39qv5zt2vva4fgsvrgmpxzh5a72rckh,604,/osmosis.gamm.v1beta1.MsgJoinPool,348540899685160963704,50829752130606,33903615149491.894531,4.856282170501499e-08
4708552,osmo1rk3z75f5csnrvd6nger0qmfa0j5c28wus560p0,604,/osmosis.gamm.v1beta1.MsgJoinPool,348540950514913094310,160773859897011,107236703772248.046875,1.536034198691734e-07
4708555,osmo1rk3z75f5csnrvd6nger0qmfa0j5c28wus560p0,605,/osmosis.gamm.v1beta1.MsgJoinPool,834494976422154908030102016,1782609432596237288930,1188833605994927882240.000000,7.115345633687098e-07
4708563,osmo17g4wqps05ah36kp3u7pqpcphe0klfu6v8dftev,1,/osmosis.gamm.v1beta1.MsgJoinPool,392551806793993326279575462,1564735094844889949,1043557498934512512.000000,1.3276657517634545e-09
4708569,osmo104gevychrp9gvnyfvewpaaql7f4mp694zkcecm,722,/osmosis.gamm.v1beta1.MsgJoinPool,1748026687500110279985089,172680215100157771687,115159706718955421696.000000,3.289620926507023e-05
4708570,osmo1rfz9mnsrscmxl2x0nw4q98d8sf6s6yv4xdwsp6,712,/osmosis.gamm.v1beta1.MsgJoinPool,595107119481914325937079,6888209373110995141,4594298795288573440.000000,3.854483965036397e-06
4708570,osmo14pcd29hqlxjq29hqmeu99xfpxf70hj8wc2kssr,648,/osmosis.gamm.v1beta1.MsgJoinPool,293792584196062654715801932,780980024889539882929,520828662794837426176.000000,8.854862240866073e-07
4708570,osmo1c0mqqtewyu6ftuea3sfr3xvc0wnltuwqu7kl0s,641,/osmosis.gamm.v1beta1.MsgJoinPool,22146033399839910668997178,2374703274548784840,1583677110115460352.000000,3.571862714707823e-08
4708570,osmo1uhryuw296lqgaz3j22mhc8aym0vegrev7hg2w7,712,/osmosis.gamm.v1beta1.MsgJoinPool,595107119481914325937079,1128790859449366533,752881076168387328.000000,6.316638297615805e-07
4708579,osmo1zulgguv8hfwvwd5kqd6res3a4zuv3jsgz2yhn7,604,/osmosis.gamm.v1beta1.MsgJoinPool,348541550796416660435,99752750268281,66535418990618.882812,9.530370956486064e-08
4708581,osmo1pnts64ltkmgkmstx85vzk7m6fjgx9j46t4sy67,1,/osmosis.gamm.v1beta1.MsgJoinPool,392551808358728421124465411,17590295464554162074,11731368971646216192.000000,1.4925229179763566e-08
4708581,osmo14pcd29hqlxjq29hqmeu99xfpxf70hj8wc2kssr,719,/osmosis.gamm.v1beta1.MsgJoinPool,15693666558218849552710356,9592069752351950844,7247027926951997440.000000,1.4942562682656318e-07
4708582,osmo1hg83gzcv2k4pxvnumx6vzlerjh4mkda4xgtcph,678,/osmosis.gamm.v1beta1.MsgJoinPool,2968170480164924550131562,37272727795254510315,24858606511648522240.000000,4.1822574953414486e-06
4708586,osmo1dm7xjrlmlzj6cv4gey2dax2jf6hatex8k385xq,601,/osmosis.gamm.v1beta1.MsgJoinPool,44204005834844739222662,115917020407097796,77318922572952608.000000,8.731741192801511e-07
4708587,osmo1emaaaz97acy4z3uawhw2zj0xamdly579sq672f,719,/osmosis.gamm.v1beta1.MsgJoinPool,15693676150288601904661200,1928149259358269608243,1456760833758007394304.000000,3.0021746007622053e-05
4708588,osmo168urdlhz0u7epctn88c6x4zzt9pevsdyrs0lcc,601,/osmosis.gamm.v1beta1.MsgJoinPool,44204121751865146320458,3816102224843996,2545414913331557.000000,2.8745893634187312e-08
4708595,osmo1cv9jnq4qkcq3lk6szj2nxpwq6ew8dusa34r94k,648,/osmosis.gamm.v1beta1.MsgJoinPool,293793365176087544255684861,1355791041688545648166,904165039780292853760.000000,1.5372019888614896e-06
4708601,osmo16vzpwgdfk5m0g4wx6ghfcy62scclwq36laxu45,678,/osmosis.gamm.v1beta1.MsgJoinPool,2968219476879834186587004,15061429139486913055,10045042652586612736.000000,1.6900064503994957e-06
