block,sender,pool_id,msg_type,original_pool_shares_previous_height,recorded_share_out,adjustment_share_out,extra_amount_percent
4709366,osmo1j5nny5u40juv65pjl0al32hpxa6purkswuxg2k,690,/osmosis.gamm.v1beta1.MsgJoinPool,1399857385335009441853527,72812396960218850239,48567120465409417216.000000,1.7317113636397584e-05
4709373,osmo1xq4zgza426r090v9xpfsas253jpd6h4upvvqmc,678,/osmosis.gamm.v1beta1.MsgJoinPool,2971603447623983260134838,626993194928884878,418165721699684352.000000,7.027429622341772e-08
4709376,osmo1vjnym284v6t9p3l28l6m2838vvc56a4l64r6d6,690,/osmosis.gamm.v1beta1.MsgJoinPool,1399930197731969660703766,11364392688533302714,7580245284628740096.000000,2.70303130584495e-06
4709378,osmo1uc2zhgrx644urp682kxeucqrsczka23pa03zp4,1,/osmosis.gamm.v1beta1.MsgJoinPool,392386322641412857730160321,744272658113092059503,496372399510111584256.000000,6.317723951521953e-07
4709378,osmo1tmvhxvmcu3krv9rsegl9q8rfehu7reem97dqah,1,/osmosis.gamm.v1beta1.MsgJoinPool,392386322641412857730160321,20517237692475015044,13683413455698438144.000000,1.7416058536293783e-08
4709379,osmo16yk2ljku83sys4wqqu5ayt5pjk23d7anwqp5vc,601,/osmosis.gamm.v1beta1.MsgJoinPool,44225331719149575294106,374122947144343591,249547332060711872.000000,2.8167668932133413e-06
4709389,osmo1twyvhacjgfhfenhr3e4n7s3qj93k5h4adal00x,1,/osmosis.gamm.v1beta1.MsgJoinPool,392387191349796993572808130,365873537721883222721,244009401469466509312.000000,3.105702678064309e-07
4709391,osmo1hjuyx0s343kf079cjgx3qnvqjhtkdzm2zvav82,10,/osmosis.gamm.v1beta1.MsgJoinPool,854011339154005186247339082,73844984581620588233,49254617738221895680.000000,2.879395077178007e-08
4709403,osmo1ldzrpm3yy79xqahx2a46ndshdtyawz795gaf2m,678,/osmosis.gamm.v1beta1.MsgJoinPool,2971607007558448584559530,683163736036773255,455628002073087936.000000,7.656987492882896e-08
4709408,osmo1z4cvtpfesseen7mzau9hyvv484e2h567jmuww4,690,/osmosis.gamm.v1beta1.MsgJoinPool,1399912263116594377959658,19252504143746455159,12841751227074527232.000000,4.579207080506696e-06
4709409,osmo14pakf28w2vmeemfcfhlt3xgpah24548lzdp5c8,1,/osmosis.gamm.v1beta1.MsgJoinPool,392387557223334715456030851,30155891703690274323,20111651504539533312.000000,2.5597748187218893e-08
4709411,osmo1ej0plksfdwgf303s9x9wqxdtdhnpzhzzead9u4,678,/osmosis.gamm.v1beta1.MsgJoinPool,2971607690722184621332785,20469924645739116,13652174986675142.000000,2.2942966325410065e-09
4709420,osmo108ss9dsdya700yjzvvz9ad5zaf4c9tpaqxy3n8,611,/osmosis.gamm.v1beta1.MsgJoinPool,1075315246565073164276611,7401271276639202655,4936657374909125632.000000,2.291944588206719e-06
4709426,osmo13zv3ch5jcfu76009s3jkzyk8hw5khzlzu3h6q6,584,/osmosis.gamm.v1beta1.MsgJoinPool,167564685424008629903558,33511047820774477,22348174647384512.000000,6.66182521890747e-08
4709431,osmo1wpzfde4ua2dq6c7vg98s7s7kgrm6xja8g0qqcj,605,/osmosis.gamm.v1beta1.MsgJoinPool,834575428473065632475628922,1450690082453844386390,967474473302258745344.000000,5.789927081804215e-07
4709433,osmo14ksjgje9ccad5zvzxy7k2amqu55e9g9g90p846,678,/osmosis.gamm.v1beta1.MsgJoinPool,2971607711192109267071901,7542502876997608615,5030383398881047552.000000,8.453674165683648e-07
4709436,osmo15zwd722c425xyu6rwkvcd3dmzgxqd69465jtnq,722,/osmosis.gamm.v1beta1.MsgJoinPool,1748691865378991707195268,14129860473977550690,9423144320379807744.000000,2.6914987568444246e-06
4709447,osmo16e4q5jzwwg9smjuh9pcwfgnwslxnxjd92499je,690,/osmosis.gamm.v1beta1.MsgJoinPool,1399931515620738124414817,54109704137676996055,36092102841196212224.000000,1.2868850901173902e-05
4709452,osmo1kx80u9cxj0fdznjww50zc7ngxvnqkdma005r6a,9,/osmosis.gamm.v1beta1.MsgJoinPool,1352802533954584135795871972,341781814056954068682742,227931498338454618505216.000000,8.409504302723801e-05
4709452,osmo1e5nzz3cmma42hxus5p5clurngfv69zg4sa34a8,1,/osmosis.gamm.v1beta1.MsgJoinPool,392371546126220390847753341,107225180634482536617,71510916892174647296.000000,9.102146879149049e-08
4709461,osmo1ztz8t88xgqvueap24ufpfun5mxc3jhmcc63uzl,712,/osmosis.gamm.v1beta1.MsgJoinPool,595324443849343327122082,1221799718847946768,814916137465176960.000000,6.834610573453821e-07
4709465,osmo18hhw82dsrv4xy0r9xh3ld2z4hkn3lnakvlrh89,1,/osmosis.gamm.v1beta1.MsgJoinPool,392371697779976617453431811,185163657557077039021,123489863562486530048.000000,1.571818430412271e-07
4709467,osmo1e5nzz3cmma42hxus5p5clurngfv69zg4sa34a8,606,/osmosis.gamm.v1beta1.MsgJoinPool,378097010614664291698691856,7810029961814772053229,5209303377308030074880.000000,6.878037090089964e-06
4709468,osmo1elq63u3yxmj3pz3mx9e0653fq8l05jgzsc3rdw,577,/osmosis.gamm.v1beta1.MsgJoinPool,1912392823927128532627,61087516456370216,40753386530934160.000000,1.0631800337439145e-05
4709471,osmo1kx80u9cxj0fdznjww50zc7ngxvnqkdma005r6a,9,/osmosis.gamm.v1beta1.MsgJoinPool,1353144315768641089864554714,974495048623621988961109,649882783169890698133504.000000,0.00023937651279107687
4709477,osmo1adk4lg8sk02j4nkegkvnjnpz30ex9tyqd5n4ew,1,/osmosis.gamm.v1beta1.MsgJoinPool,392371882943634174530470832,4593777761172748735676,3063695092481854537728.000000,3.899435594635739e-06
4709477,osmo19sh8xhxk5fsd62pkrds0fqkhpc8j2gpjsyhh2z,641,/osmosis.gamm.v1beta1.MsgJoinPool,22130709142958012598340248,1096551960531129328,731284728731149952.000000,1.6504992004889424e-08
4709481,osmo1wv4e6gfssvgvn6hj0k43325k8xws4e8ccjwl5a,641,/osmosis.gamm.v1beta1.MsgJoinPool,22130710239509973129469576,62580784171472672827,41734795453241868288.000000,9.419404767594376e-07
4709482,osmo1n85ch8smzl46dq58lcqcydpfykl4ymen64ejxc,604,/osmosis.gamm.v1beta1.MsgJoinPool,348568468155823955459,13094989690491,8734402042965.024414,1.250998743129345e-08
4709483,osmo12zzym8q6mlseyzg7n62vxlrcfad6lj3juhgcwc,9,/osmosis.gamm.v1beta1.MsgJoinPool,1354118810817264711853515823,3464058517397558981064,2310152312758626942976.000000,8.521389214983621e-07
4709483,osmo19sh8xhxk5fsd62pkrds0fqkhpc8j2gpjsyhh2z,604,/osmosis.gamm.v1beta1.MsgJoinPool,348568481250813645950,596569695988,397913988064.639282,5.699187321512221e-10
4709488,osmo19sh8xhxk5fsd62pkrds0fqkhpc8j2gpjsyhh2z,625,/osmosis.gamm.v1beta1.MsgJoinPool,66283852570971841242228348,79611184653687878,53109113101314256.000000,3.99826962809366e-10
4709490,osmo1ykx7qzdtuqn8895jrqw08u7rf0f6atlzmk0v8l,674,/osmosis.gamm.v1beta1.MsgJoinPool,844348835699117179121721,128443125446247827,85657629073889344.000000,5.0672749253036266e-08
4709491,osmo1w5lep3d53p5dtkg37gerq6qxdlagykyrtlvhgq,734,/osmosis.gamm.v1beta1.MsgJoinPool,100000000000000000000,1200823965057409529700,1200823965057409613824.000000,-11.085114003050824
4709492,osmo1js3pu9kgrmfszd935m7n40sf9gv3c970md04ad,712,/osmosis.gamm.v1beta1.MsgJoinPool,595327496343019130212320,191624662014539684,127809842319494416.000000,1.0719269378067051e-07
4709497,osmo1dv56q0cade7gwfnwqavtudaa970aw7596ngcgt,9,/osmosis.gamm.v1beta1.MsgJoinPool,1354122274875782109412496887,7326851291956146728568,4886217242677273952256.000000,1.8023441832618996e-06
4709498,osmo1255kd9glzk68ltavvya72m9fz03wte5pmklwa8,601,/osmosis.gamm.v1beta1.MsgJoinPool,44225705854200064304156,18996194155371,12670833497286.566406,1.4302452674871935e-10
4709500,osmo15d7f568trny6rs7w4vrkr5u6ytpcgc5w5d4dk0,3,/osmosis.gamm.v1beta1.MsgJoinPool,105769473583256493570125090,261045681876318429809,174113670711085596672.000000,8.218946728642907e-07
4709503,osmo1pe9t833vjmvh6nzvh2g56rqnknmpysraak9tlj,604,/osmosis.gamm.v1beta1.MsgJoinPool,348570126300300715627,138290010933910,92239901105069.843750,1.321113069933156e-07
4709510,osmo1sgn972ld90az98cekp5mkpsn7al6lrumd8nc0a,629,/osmosis.gamm.v1beta1.MsgJoinPool,612133668533459765638,5033294914078892,3357227333899778.000000,2.738006876921238e-06
4709510,osmo1255kd9glzk68ltavvya72m9fz03wte5pmklwa8,641,/osmosis.gamm.v1beta1.MsgJoinPool,22130772820294144602142403,81883834184787879,54607897869504696.000000,1.2324890881036372e-09
4709513,osmo1pe9t833vjmvh6nzvh2g56rqnknmpysraak9tlj,674,/osmosis.gamm.v1beta1.MsgJoinPool,844348964142242625369548,11130174820624454308,7422619023013219328.000000,4.390849328257303e-06
4709521,osmo1ulqdpwj8zgp9aj98uefp7r80qhk6ereuc3mz89,631,/osmosis.gamm.v1beta1.MsgJoinPool,1828636509895179523922823,237405207892636140922,131928330147935797248.000000,5.766376189190672e-05
4709523,osmo1tj8ccxjs347hywph03swzyhq2mek6qde0gs5ht,704,/osmosis.gamm.v1beta1.MsgJoinPool,447706896241751417864722,392066626118969759,261486641200706944.000000,2.916632347490512e-07
4709524,osmo16wsm76rxg3m2nhmnlvuc73yu8dnkvxtzdhnpjl,1,/osmosis.gamm.v1beta1.MsgJoinPool,392376476721395347279206508,2977253680835707162,1985598338723570688.000000,2.5273057340427834e-09
4709527,osmo14ag9cx4wxjnwrjctmdmx4e9wg3h0q55t2ld0a0,722,/osmosis.gamm.v1beta1.MsgJoinPool,1748732925676203390614102,20198826423268552412,13470512100193513472.000000,3.8474034081684735e-06
4709535,osmo1r7mul5yxz4e44dlxm0s5r894g3y2tkkqgdm2fu,9,/osmosis.gamm.v1beta1.MsgJoinPool,1354129780758981065485879424,92862549974036300908985,61929275592131399909376.000000,2.2838953101885833e-05
4709549,osmo1hm32h02wd86thwm9s36f5m7y2my02s5mheg4tg,722,/osmosis.gamm.v1beta1.MsgJoinPool,1748753124502626659166514,102395081312216694830,68286847607521280000.000000,1.9500887814768994e-05
4709563,osmo12z2kh4c4ur3vu2acudsahhx2qvlf29hpkaes4a,678,/osmosis.gamm.v1beta1.MsgJoinPool,2971617755726521021587013,444275488163233339,296304300658844928.000000,4.979480311600507e-08
4709566,osmo15585r79p6zlu834w6090t4jj0h6cvjx95lsnjq,674,/osmosis.gamm.v1beta1.MsgJoinPool,844355916820170952866621,123825860432361614,82578414265613552.000000,4.885075971619781e-08
4709574,osmo1qxr8j8vlzzghcszg2upzrkgc0lrwlauqlfv70q,704,/osmosis.gamm.v1beta1.MsgJoinPool,447711380998613405498661,246652149475056847,164503270144693248.000000,1.834859396742566e-07
4709595,osmo1pes8pt4exczcuvq3xls8vxzrm8af6kyjqwgksz,482,/osmosis.gamm.v1beta1.MsgJoinPool,236781332914592812555,301394275111482536,200994040343691296.000000,0.00042240273940068965
4709596,osmo1pm0zrc59qlnr7me7lk3hqkx8v22z7mx37rtqzk,1,/osmosis.gamm.v1beta1.MsgJoinPool,392376404109526755463884535,6334716537612930055,4224766842789928448.000000,5.377361050394043e-09
4709599,osmo10vdxehpyfjmfh3um6mpngq8s5pdcvhvpw7utac,604,/osmosis.gamm.v1beta1.MsgJoinPool,348570273485367848568,5805300989147,3872155230213.946289,5.54592806471547e-09
4709599,osmo12zzym8q6mlseyzg7n62vxlrcfad6lj3juhgcwc,9,/osmosis.gamm.v1beta1.MsgJoinPool,1354216914721746656537055577,14603696754776032023727,9739086006611949387776.000000,3.5920783536516966e-06
4709605,osmo1vd3l3plh0q8y2234kg8zk02d8fg6jf87zsnk54,722,/osmosis.gamm.v1beta1.MsgJoinPool,1748855519583938875861344,55590198125734255384,37072868532709711872.000000,1.0587245439998927e-05
4709609,osmo14ttks45zgtjx43vxhkmxj9d3amknzpr3h9jvv8,674,/osmosis.gamm.v1beta1.MsgJoinPool,844354327551709162969038,7421134236475070190,4949091370417851392.000000,2.927654375308182e-06
4709615,osmo19l9wsymdh3mp7munzrlk8rs03ttnu2uaujyktu,641,/osmosis.gamm.v1beta1.MsgJoinPool,22130772902198023579571019,30067175848220820805,20051641258502631424.000000,4.5255960035158485e-07
4709618,osmo1s9x2qzdg0yz9v0448tj2q8wxsw2m0u7hekmeft,712,/osmosis.gamm.v1beta1.MsgJoinPool,595343004913528464935442,10086020697342769,6727175413677835.000000,5.6418654205573245e-09
4709628,osmo1m669jdcsyyjwv289mrmtsq5gv9kkq0tmwje88x,584,/osmosis.gamm.v1beta1.MsgJoinPool,167564723466486634026860,184611341039488272,123115412967800096.000000,3.669968440109906e-07
4709638,osmo1pr0uw3zhsvpvc7pnd9n55affk7nzzuhnmerd9m,722,/osmosis.gamm.v1beta1.MsgJoinPool,1748911109782064610116728,5246620515441674753,3498949080376527872.000000,9.992821738133002e-07
4709638,osmo1t966mec9kfvm4na2e5egl74hqt34a0dmu08zdg,719,/osmosis.gamm.v1beta1.MsgJoinPool,15698085976056414920970235,5147338296553373362286,3888931726694881951744.000000,8.005557708135876e-05
4709640,osmo13gfc7vp64lr8kcsyjpafskscuzeat49rtyc2mr,3,/osmosis.gamm.v1beta1.MsgJoinPool,105769736267015152619190008,33964307883317396,22653699062249572.000000,1.0693615403944833e-10
4709642,osmo1vqn686ltswrlenxs4f0trlqgelysksu5lsezr2,712,/osmosis.gamm.v1beta1.MsgJoinPool,595343015037827588600717,449906443940061763,300078659260156736.000000,2.5166574713573164e-07
4709643,osmo1ph7gwddzsmcvlv5nn6fn9qpg3q7vewldtxz6jr,1,/osmosis.gamm.v1beta1.MsgJoinPool,392358509973981188863816115,236643630627689286873,157823030959175892992.000000,2.0088886805765099e-07
4709644,osmo1laz6vn5fudc4jryxmj6wukzv3qjzquq0jcd6hj,712,/osmosis.gamm.v1beta1.MsgJoinPool,595343464944271528662480,10049070625785341,6702530450081810.000000,5.621192140563772e-09
4709645,osmo1cedtnseq0eqcr74tz4276v5r0dms6cjlk0ak2f,9,/osmosis.gamm.v1beta1.MsgJoinPool,1354231518418501432569079304,378492255724271308416,252413391844069048320.000000,9.309985506998298e-08
4709645,osmo1cq33pvgqvv9v6c34h3n4cx2tt7csdedqkqcn6c,722,/osmosis.gamm.v1beta1.MsgJoinPool,1748941032227155320423909,31539859896696300,21033799463093044.000000,6.007097821614077e-09
4709654,osmo13gfc7vp64lr8kcsyjpafskscuzeat49rtyc2mr,573,/osmosis.gamm.v1beta1.MsgJoinPool,2127354987907328382687,12119008723666,8082753632532.786133,1.897311471304893e-09
4709659,osmo13gfc7vp64lr8kcsyjpafskscuzeat49rtyc2mr,577,/osmosis.gamm.v1beta1.MsgJoinPool,1912453911443584902843,4082427269504,2723514494444.196289,7.105597464147416e-10
4709664,osmo14js35r230wx03wsxlh87cnc34f59arjm6uj93f,712,/osmosis.gamm.v1beta1.MsgJoinPool,595343474993342154447821,1838135673287078178,1225999973567251456.000000,1.0281964112584081e-06
4709667,osmo13gfc7vp64lr8kcsyjpafskscuzeat49rtyc2mr,601,/osmosis.gamm.v1beta1.MsgJoinPool,44226268616989116568746,50375394816286,33601374825744.226562,3.792773041386247e-10
4709667,osmo1lm0cffn4v3f52s845qr3jq8wwts0fsskus2d0c,674,/osmosis.gamm.v1beta1.MsgJoinPool,844369327659746665094429,13341682679479278791,8897454824537322496.000000,5.263119945125989e-06
4709673,osmo13gfc7vp64lr8kcsyjpafskscuzeat49rtyc2mr,602,/osmosis.gamm.v1beta1.MsgJoinPool,4543119231049543684621,4557480304541,3039500006455.253418,3.3412732889318836e-10
4709673,osmo1lj0kqw35c90rft599g6k0wvenzcaf5gf9cselh,641,/osmosis.gamm.v1beta1.MsgJoinPool,22131082411816206168888991,95894822248259674,63951752036058344.000000,1.4433577717658495e-09
4709680,osmo13gfc7vp64lr8kcsyjpafskscuzeat49rtyc2mr,605,/osmosis.gamm.v1beta1.MsgJoinPool,834573655666536151974749397,3379723553000863323,2253959204584816384.000000,1.3489095025774364e-09
4709682,osmo1jtugk5agsqu6wf8wrfslyszwthsw7yt5z0xqhg,678,/osmosis.gamm.v1beta1.MsgJoinPool,2971619056181858243068722,506825177617255679,338021078837911232.000000,5.6805401078079137e-08
4709687,osmo1ph5kd9efl6sjw6js88zff8t08fceglzsfdlzg8,601,/osmosis.gamm.v1beta1.MsgJoinPool,44226273340753180869970,851668098072741,568079299325295.375000,6.412224248736372e-09
4709687,osmo16rhn73tpuhjq3hcnwa07jmdffkgjkhucwrmwfm,605,/osmosis.gamm.v1beta1.MsgJoinPool,834573659046259704975612720,33673958292501795607574,22457377669483679711232.000000,1.3438264982351442e-05
4709689,osmo18fk8pzdg36gwnkheuwaekwag0p69ed8cytynnq,712,/osmosis.gamm.v1beta1.MsgJoinPool,595346557859466491035778,204739647386607108,136557276991025520.000000,1.1452539547855647e-07
4709692,osmo19jm29h3ch44vnscaul99pw67kkmlgfrvghn8as,611,/osmosis.gamm.v1beta1.MsgJoinPool,1075155956352589361868328,6093071098604313151,4064086188775559680.000000,1.8871219265285848e-06
4709694,osmo1vqn686ltswrlenxs4f0trlqgelysksu5lsezr2,712,/osmosis.gamm.v1beta1.MsgJoinPool,595365969789587440204694,4872949050960039754,3250160200083621888.000000,2.7256327191191568e-06
4709698,osmo1dpsue447gd8jgmxaajjvy4uqwxyvlm4yufzvje,1,/osmosis.gamm.v1beta1.MsgJoinPool,392358555465304349351521500,114473695249176836,76345116500288160.000000,9.717789553555873e-11
4709700,osmo13gfc7vp64lr8kcsyjpafskscuzeat49rtyc2mr,604,/osmosis.gamm.v1beta1.MsgJoinPool,348570279290668837715,21218819076769,14153023490199.269531,2.027078817298207e-08
4709700,osmo1a6y2d0rnuz9eh9hcgvd3gukk9vrlus29ke476w,629,/osmosis.gamm.v1beta1.MsgJoinPool,612146995922514308070,15604025776750094,10407946037505130.000000,8.48763781772678e-06
4709702,osmo1nftr70d5ak6p2lg6fx9ghevkvwyc7ruzhax53k,621,/osmosis.gamm.v1beta1.MsgJoinPool,8846587812592835083254,233061163282493690,155452626802303808.000000,8.772014515347278e-06
4709702,osmo16ac5k3uec57de7hw5nesamkn5x35d8cnhmjepe,605,/osmosis.gamm.v1beta1.MsgJoinPool,834607333004552206771220294,764468888529485829347,509829180078894546944.000000,3.05100372542652e-07
4709708,osmo13gfc7vp64lr8kcsyjpafskscuzeat49rtyc2mr,613,/osmosis.gamm.v1beta1.MsgJoinPool,22644843670903350638953,153659893334143,102477954496327.312500,2.2602027436779514e-09
4709710,osmo19jm29h3ch44vnscaul99pw67kkmlgfrvghn8as,712,/osmosis.gamm.v1beta1.MsgJoinPool,595370842738638400244448,8129127605556511929,5421966601472169984.000000,4.546830004201935e-06
4709711,osmo184k8ahdvzx5x7ru7fxdgyqzhdawwt8x4d4jy33,722,/osmosis.gamm.v1beta1.MsgJoinPool,1749624661087179138911191,484494050591563012,323107037716170752.000000,9.224085731186506e-08
4709712,osmo1f0xxhe8grgurvsdzshuh5kcxdktvrpkemtl6mj,1,/osmosis.gamm.v1beta1.MsgJoinPool,392358555579778044600698336,13249092550322084621,8836121801394483200.000000,1.124728959972271e-08
4709712,osmo16ac5k3uec57de7hw5nesamkn5x35d8cnhmjepe,604,/osmosis.gamm.v1beta1.MsgJoinPool,348570300509487914484,27264923157838,18185795190356.914062,2.6046756770636157e-08
4709713,osmo18fk8pzdg36gwnkheuwaekwag0p69ed8cytynnq,678,/osmosis.gamm.v1beta1.MsgJoinPool,2971615638363253666531795,337880927537559000,225345702401646656.000000,3.787003449069987e-08
4709714,osmo13gfc7vp64lr8kcsyjpafskscuzeat49rtyc2mr,619,/osmosis.gamm.v1beta1.MsgJoinPool,329120037355793448529280,1657391877634828,1105306954922298.375000,1.6774576194197525e-09
4709717,osmo1wsn4ka2z54qz55r75ewrqqqm96jf7dxm7a3mmt,712,/osmosis.gamm.v1beta1.MsgJoinPool,595378971866243956756377,5644808130414048,3764974870600309.500000,3.1573725225845563e-09
4709718,osmo1h9l0ux3jsz7tmgprgryh352xx6cgsq5uj4vem7,704,/osmosis.gamm.v1beta1.MsgJoinPool,447709861946133668626109,4646555036593817246,3098993866681370624.000000,3.456508506274547e-06
4709720,osmo13gfc7vp64lr8kcsyjpafskscuzeat49rtyc2mr,621,/osmosis.gamm.v1beta1.MsgJoinPool,8846821288134487699289,56595745852492,37749564254690.765625,2.1302771494907733e-09
4709723,osmo16ac5k3uec57de7hw5nesamkn5x35d8cnhmjepe,601,/osmosis.gamm.v1beta1.MsgJoinPool,44226274192421278942711,3936639947109746,2625815934529777.000000,2.9639025355634138e-08
4709723,osmo1q4mzc4l3d3f9u5a4kuedd9aj84gzur3dt2wehr,712,/osmosis.gamm.v1beta1.MsgJoinPool,595378977511052087170425,5278173363672129172,3520436765569894912.000000,2.9522201365393377e-06
4709726,osmo10kndyvfzttw3mdlf94ukzaxmae9jues9qgve40,674,/osmosis.gamm.v1beta1.MsgJoinPool,844382669342426144373220,7030262728611478,4688422482769653.000000,2.773434690615047e-09
4709728,osmo1smrlapzwyv23cvna6s7jkwnenvcvcwnc62n2n6,601,/osmosis.gamm.v1beta1.MsgJoinPool,44226278129061226052457,579332396899105859,386426053590161536.000000,4.36163210497166e-06
4709730,osmo1a6y2d0rnuz9eh9hcgvd3gukk9vrlus29ke476w,629,/osmosis.gamm.v1beta1.MsgJoinPool,612162599948291058164,19318014610818795,12885191071698764.000000,1.0507361835451795e-05
4709733,osmo15l42ex4svlcr6tftd3admpf0j2egyyff2ylzqz,712,/osmosis.gamm.v1beta1.MsgJoinPool,595384255684415759299597,918036254253964750,612311941825503232.000000,5.134883799348075e-07
4709734,osmo14s7rcnmkv59q4267are78jnh0yhzzk9s8r5n0y,604,/osmosis.gamm.v1beta1.MsgJoinPool,348570327774411072322,358531378497110,239141631939292.156250,3.425115916876869e-07
4709735,osmo13gfc7vp64lr8kcsyjpafskscuzeat49rtyc2mr,625,/osmosis.gamm.v1beta1.MsgJoinPool,66283900778290929709667046,176709340284408978,117883892571727520.000000,8.874771483100479e-10
4709741,osmo1cw73elmtjvzg4gjdy9yv7hu6nnfl8m7z4ah5wl,574,/osmosis.gamm.v1beta1.MsgJoinPool,6896375826855926062907,1562498943007041,1042525757373109.000000,7.539798361868172e-08
4709743,osmo15vtjqq8g0203vhxesh4mf2tgtmz8f4sesxvzn9,712,/osmosis.gamm.v1beta1.MsgJoinPool,595385238291580142588060,243747491183789663,162574733786660128.000000,1.3633636238813665e-07
4709750,osmo1laz6vn5fudc4jryxmj6wukzv3qjzquq0jcd6hj,585,/osmosis.gamm.v1beta1.MsgJoinPool,216960384416006518118643,28389327088769134,18936093125036784.000000,4.3571227412906476e-08
4709751,osmo1lelg82huhelphk078hlmgfydw5r9uw5zsy4eq5,601,/osmosis.gamm.v1beta1.MsgJoinPool,44226857865283643960229,11694259733261321,7800300246577633.000000,8.804506090855319e-08
4709757,osmo1cq33pvgqvv9v6c34h3n4cx2tt7csdedqkqcn6c,722,/osmosis.gamm.v1beta1.MsgJoinPool,1749632260107536576767749,579146758520396238,386230529188063296.000000,1.102609056927454e-07
4709757,osmo1ul87nfvum2au6kq6932gnqneqs77qgmxvjw02p,704,/osmosis.gamm.v1beta1.MsgJoinPool,447714509831032013354588,572501082287620010,381826391532069632.000000,4.258829108763857e-07
4709758,osmo1vp6q6kp787g7gmsnf4jxm89nzcs3t7vxf70rr2,1,/osmosis.gamm.v1beta1.MsgJoinPool,392358746723393795615198450,4362784353025051504,2909640323677128704.000000,3.7036105170886543e-09
4709765,osmo19gw98v7q5rvyxxcrmx66jc30we0nkgmfcl9tu8,674,/osmosis.gamm.v1beta1.MsgJoinPool,844382676372688872984698,1874752964481376095,1250256823623652608.000000,7.395840723568934e-07
4709765,osmo1e2h92rpz4vwthzss79k0hta8mgtk65h4zk2vnc,678,/osmosis.gamm.v1beta1.MsgJoinPool,2971616380312280688738304,4067653389444093942,2712873487269639680.000000,4.5590485474850277e-07
4709766,osmo1yfk90p5x6l6u5p49jn2x3tppkc0j60xgevqtat,712,/osmosis.gamm.v1beta1.MsgJoinPool,595385482039071326377723,577688577752887998,385306803707590400.000000,3.231204309337363e-07
4709767,osmo1w76kcaf09d4862m7zu6j8edh6gs9xtkh0hestp,674,/osmosis.gamm.v1beta1.MsgJoinPool,844384551125653354360793,2828221982931164960,1886117211106953728.000000,1.1157183034887484e-06
4709769,osmo1h5dwmh69rcmhjxclzjtccjsxdprazsaa9z8q0k,1,/osmosis.gamm.v1beta1.MsgJoinPool,392358626243236563852169443,98864297799495289084,65934853564325085184.000000,8.392683917569394e-08
4709774,osmo1wk0l6kt884axn4f7hva3vt5aj7nrw6l326q4w7,604,/osmosis.gamm.v1beta1.MsgJoinPool,348571108138633353027,365829946494837,244009801272511.031250,3.4948324297421493e-07
4709775,osmo1h5dwmh69rcmhjxclzjtccjsxdprazsaa9z8q0k,584,/osmosis.gamm.v1beta1.MsgJoinPool,167564932871288296727920,1225770196154121319,817453592251714048.000000,2.4367129221085455e-06
4709779,osmo1cw73elmtjvzg4gjdy9yv7hu6nnfl8m7z4ah5wl,681,/osmosis.gamm.v1beta1.MsgJoinPool,3169835551393145156652712,8428476547982164917,5621898968212975616.000000,8.853945648963025e-07
4709779,osmo1z83gwr89pk65rwpgremvsmxgrpn3h6xtprzyts,629,/osmosis.gamm.v1beta1.MsgJoinPool,612181917962901876959,520818399189746,347387903074565.437500,2.832982287397014e-07
4709783,osmo167gqt2qjjp4uc5c88dyfl2a0zncqnsv8xunrhr,716,/osmosis.gamm.v1beta1.MsgJoinPool,585104440327077773410,242078500917423063,161416943641509184.000000,0.00013768728566306812
4709795,osmo1qpvem7qvpygc87e0aqtjqz6lx7r3z35cgsqvtg,601,/osmosis.gamm.v1beta1.MsgJoinPool,44226872841071038614500,423272173594714062,282330828574775264.000000,3.186689112058153e-06
4709795,osmo1kmk4cc58366jkrkhfwnk79x94vzj5e2h7e2p98,600,/osmosis.gamm.v1beta1.MsgJoinPool,70152780656726352122,978781204550878,652859091380812.125000,4.645695498028939e-06
4709799,osmo13gfc7vp64lr8kcsyjpafskscuzeat49rtyc2mr,662,/osmosis.gamm.v1beta1.MsgJoinPool,10583699613450761612898,20393761125961159,13598812344202928.000000,6.420164718584381e-07
4709801,osmo1h4706h70athfu6xzrylwz0pk9ptw84725rwyj8,704,/osmosis.gamm.v1beta1.MsgJoinPool,447717342785917249197362,238015871741993585,158743353063125824.000000,1.77059015966334e-07
4709802,osmo1laz6vn5fudc4jryxmj6wukzv3qjzquq0jcd6hj,585,/osmosis.gamm.v1beta1.MsgJoinPool,216960412805333606887777,56081846566552325,37407405462187824.000000,8.607296771965493e-08
4709806,osmo13gfc7vp64lr8kcsyjpafskscuzeat49rtyc2mr,669,/osmosis.gamm.v1beta1.MsgJoinPool,76829866807834092948292,17715706633641324,11814576593032688.000000,7.680770774233068e-08
4709806,osmo1gxppewnav78sq52wsrmha5znh7wdnnltrh4ue4,604,/osmosis.gamm.v1beta1.MsgJoinPool,348571808668471038423,731666223610727,488023825090496.750000,6.989689259649747e-07
4709811,osmo1j50w4vk02a9nscxpf99jez69gl6sqwxcalrw7t,611,/osmosis.gamm.v1beta1.MsgJoinPool,1075162050519407865528420,45912878988996586088,30623948804543905792.000000,1.4218293542938405e-05
4709813,osmo1x6ekwewlfpfvn5hmnezs6kxjutqkuandc5vv5a,1,/osmosis.gamm.v1beta1.MsgJoinPool,392358889537827366452249469,727622103784553694337,485267765321098723328.000000,6.176819120628825e-07
