block,sender,pool_id,msg_type,original_shares,share_adjustment,new_total_shares
4712250,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,712,/osmosis.gamm.v1beta1.MsgJoinPool,511468774652285413583879,4459173087333461946067,507009601564951951637812
4712259,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgJoinPool,500699560425034961897030,1153126462778436262,500698407298572183460768
4712263,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgJoinPool,500696831246269066574240,1153136581972019150,500695678109687094555090
4712265,osmo17wpqw98f5yrg0gtgd406mn7jv49n2vtapnpkv8,629,/osmosis.gamm.v1beta1.MsgJoinPool,611699913026536422415,1435180104602,611699911591356317813
4712267,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgJoinPool,500694102056116774355922,2297661195409014245,500691804394921365341677
4712269,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,/osmosis.gamm.v1beta1.MsgJoinPool,445486921638724459914551,549348562869393913348,444937573075855066001203
4712272,osmo1vq886unmu8f6ly8p4jfl9rk2p06p8vtxp8qze8,674,/osmosis.gamm.v1beta1.MsgJoinPool,843913914979955206027226,4140372771762277955,843909774607183443749271
4712273,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgJoinPool,500688664093054895198189,3446651559399030927,500685217441495496167262
4712274,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,/osmosis.gamm.v1beta1.MsgJoinPool,443841826162833393970995,13484116153561666462,443828342046679832304533
4712280,osmo1eectmdjtuyxqjx9wwp3447l9lt96z5rsc29c9k,712,/osmosis.gamm.v1beta1.MsgJoinPool,500682116495874234114056,72246741557651418,500682044249132676462638
4712280,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgJoinPool,500682044249132676462638,5167376653003375099,500676876872479673087539
4712282,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,/osmosis.gamm.v1beta1.MsgJoinPool,442732245462736673938325,839682701845710364314,441892562760890963574011
4712285,osmo1ghswzufx33u93c0mx9pzey5q22fz9x783wp5dp,619,/osmosis.gamm.v1beta1.MsgJoinPool,329101817534035891952384,261163343402776298,329101556370692489176086
4712286,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgJoinPool,500672437594093274026553,7747751408719171640,500664689842684554854913
4712292,osmo1ghswzufx33u93c0mx9pzey5q22fz9x783wp5dp,621,/osmosis.gamm.v1beta1.MsgJoinPool,8846558206129170410974,17913060389307147,8846540293068781103827
4712296,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgJoinPool,500654101548701732796929,11613367547930687421,500642488181153802109508
4712296,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,/osmosis.gamm.v1beta1.MsgJoinPool,440249480101091397975291,25787750988229488571,440223692350103168486720
4712297,osmo1ghswzufx33u93c0mx9pzey5q22fz9x783wp5dp,625,/osmosis.gamm.v1beta1.MsgJoinPool,66250201220699602745753553,28692114723283740092,66250172528584879462013461
4712297,osmo15xq28alrsk6plt4dp7ag7pjvtyangmx6jtyg4c,578,/osmosis.gamm.v1beta1.MsgJoinPool,694511034234740465437,514501281952893919,693996532952787571518
4712300,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgJoinPool,500626617896173323110980,17414663008013752430,500609203233165309358550
4712302,osmo15xq28alrsk6plt4dp7ag7pjvtyangmx6jtyg4c,578,/osmosis.gamm.v1beta1.MsgJoinPool,694027745761309159275,50094750782,694027745711214408493
4712303,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,/osmosis.gamm.v1beta1.MsgJoinPool,439399356226083846527497,641882088608861400078,438757474137474985127419
4712305,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgJoinPool,500585407166563928990166,26115786222159068125,500559291380341769922041
4712310,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgJoinPool,500523610201529757877753,39165975918526915820,500484444225611230961933
4712317,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgJoinPool,500430942052589106921741,58832433260447724565,500372109619328659197176
4712320,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,/osmosis.gamm.v1beta1.MsgJoinPool,437530174890020673449467,50583528150081349600,437479591361870592099867
4712321,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgJoinPool,500291766182629793402104,87960575143500300118,500203805607486293101986
4712324,osmo19x9ajefksppuaye5te7sn6qflp2jfwrat0v4cn,704,/osmosis.gamm.v1beta1.MsgJoinPool,436927832459439430583835,50429102850778036,436927782030336579805799
4712325,osmo1402fqvp93tk5lwysg26gxmqqvkfqkjnrqe92vu,674,/osmosis.gamm.v1beta1.MsgJoinPool,843916476497814483807763,5494981237171876,843916471002833246635887
4712325,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgJoinPool,500083734232730488311202,132284761022071609747,499951449471708416701455
4712326,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,/osmosis.gamm.v1beta1.MsgJoinPool,436376023127905418289767,882450544977652212092,435493572582927766077675
4712327,osmo1n0yf6xfv8gj4wxm78x2uelj3y6u2fhd6u47kxa,712,/osmosis.gamm.v1beta1.MsgJoinPool,499951449471708416701455,2801899219011288902,499948647572489405412553
4712328,osmo1sx3tqcz6m0m2cups6f6nr32htja68c368e92pw,722,/osmosis.gamm.v1beta1.MsgJoinPool,1736180662014381189698804,8899220924227123359,1736171762793456962575445
4712330,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgJoinPool,499768184360637631280329,198541343401509756978,499569643017236121523351
4712330,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,/osmosis.gamm.v1beta1.MsgJoinPool,433839368875504896000235,1344834740223527438572,432494534135281368561663
4712333,osmo1vpdehzac9n8lz22xhz09kstttf8kedp246ud9j,601,/osmosis.gamm.v1beta1.MsgJoinPool,44181206375271577845192,18527864050621271,44181187847407527223921
4712341,osmo1vpdehzac9n8lz22xhz09kstttf8kedp246ud9j,604,/osmosis.gamm.v1beta1.MsgJoinPool,348413786073792013278,3947619787189,348413782126172226089
4712345,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,/osmosis.gamm.v1beta1.MsgJoinPool,430015240408819321403391,1079698304924594415730,428935542103894726987661
4712346,osmo1vhjdpv0y4pg2h3y9a0wl3dlz23cj0vytskn54v,704,/osmosis.gamm.v1beta1.MsgJoinPool,428935542103894726987661,29581041156110591,428935512522853570877070
4712349,osmo13spdtehph7wkucf223nwm6csqn54clp2579yrt,674,/osmosis.gamm.v1beta1.MsgJoinPool,843916471002833246635887,111865798143684057,843916359137035102951830
4712349,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,/osmosis.gamm.v1beta1.MsgJoinPool,426994031484213439010446,1650439061632762604552,425343592422580676405894
4712350,osmo1qhkcafqy0mre0v50c2eyz8ldgz7cvpdm7qz8g4,498,/osmosis.gamm.v1beta1.MsgJoinPool,484260087156880987768716,422515453231598418,484259664641427756170298
4712353,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,/osmosis.gamm.v1beta1.MsgJoinPool,422431202499067297720392,1696584262032905440374,420734618237034392280018
4712358,osmo1c90rh5le49rlet0gjmvaju4dwq88uftlk92ar0,611,/osmosis.gamm.v1beta1.MsgJoinPool,1074441806803962913098165,883501118271258526,1074440923302844641839639
4712360,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgJoinPool,499300476107126253984443,46736370060884684750,499253739737065369299693
4712363,osmo1dqg2c3c8ja8ya883nqw88avradgt4k2umrga98,719,/osmosis.gamm.v1beta1.MsgJoinPool,15543213700776092425630030,144396038737033396,15543213556380053688596634
4712363,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,/osmosis.gamm.v1beta1.MsgJoinPool,417821703379850839311009,3459558317386534436018,414362145062464304874991
4712366,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgJoinPool,499190135367838856555245,70103464382811884821,499120031903456044670424
4712374,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgJoinPool,499024658446031044615640,105089754739941788199,498919568691291102827441
4712378,osmo1s02ux6wssyh6h72sggrnq9tzksa7fuxrpuauwc,704,/osmosis.gamm.v1beta1.MsgJoinPool,408573281842113046808047,35625673409566644,408573246216439637241403
4712378,osmo1q9xh7eyt3c5k69srthh5av5v4fmhwdr0g77cxx,604,/osmosis.gamm.v1beta1.MsgJoinPool,348417925093075859424,41031475075899,348417884061600783525
4712380,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgJoinPool,498776668444721117795249,157694188885212481611,498618974255835905313638
4712382,osmo1xagvnjh07hxnv05a2gd60av6kjmvlncjlqs92c,605,/osmosis.gamm.v1beta1.MsgJoinPool,834416216271455184232454437,3962583467019017780582,834412253687988165214673855
4712383,osmo138rx6qvg5g0tnwykreamy9vszmlls5ykjtqttx,678,/osmosis.gamm.v1beta1.MsgJoinPool,2970424065617622536406413,28777080616679288716,2970395288537005857117697
4712384,osmo1wt79k7kgtnepfph6c94ugsazpl0fg8mul45elk,722,/osmosis.gamm.v1beta1.MsgJoinPool,1736171762793456962575445,82021655103309602290,1736089741138353652973155
4712384,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgJoinPool,498404702199119444134758,236714050064139354126,498167988149055304780632
4712387,osmo1tmz2udgyp33tsgdlwkqpm4x350fgm96aydvnrt,712,/osmosis.gamm.v1beta1.MsgJoinPool,498168111350814296874292,208846437771913483,498167902504376524960809
4712390,osmo1y8wgseujtad9q30qslztj7ue75pq8a8ky5ec83,497,/osmosis.gamm.v1beta1.MsgJoinPool,1398933707133648609365344,719627145520509622,1398932987506503088855722
4712395,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgJoinPool,392215239430588725060881064,236154307391581024481440,391979085123197144036399624
4712395,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgJoinPool,497846617422822256702505,355274286551443850722,497491343136270812851783
4712400,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgJoinPool,391506168122456596383390216,356173220437473398931277,391149994902019122984458939
4712409,osmo1s02ux6wssyh6h72sggrnq9tzksa7fuxrpuauwc,704,/osmosis.gamm.v1beta1.MsgJoinPool,408573246216439637241403,173222749408857410,408573072993690228383993
4712411,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgJoinPool,390440929823032257980471995,269282704092089923859361,390171647118940168056612634
4712418,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgJoinPool,389640388713870720292497178,406669486539171638744559,389233719227331548653752619
4712422,osmo1qyt7gwfxp0eh7k5cvmhj8ud8stlxnx6gmxtqe9,722,/osmosis.gamm.v1beta1.MsgJoinPool,1736089741138353652973155,188564675247843706510,1735901176463105809266645
4712426,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgJoinPool,497013811252749324007491,27007114869257785893,496986804137880066221598
4712427,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgJoinPool,388436624253376628262637867,615397601157072478613768,387821226652219555784024099
4712431,osmo1q9xh7eyt3c5k69srthh5av5v4fmhwdr0g77cxx,605,/osmosis.gamm.v1beta1.MsgJoinPool,834412253687988165214673855,351171619706892059055,834411902516368458322614800
4712432,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgJoinPool,496950303665316257048094,40504474514874195430,496909799190801382852664
4712437,osmo1dlyc338nvxwkv39cya0lc9hn6h0aut7274erua,712,/osmosis.gamm.v1beta1.MsgJoinPool,496855067179506935515192,13803075833313317164,496841264103673622198028
4712438,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgJoinPool,496841264103673622198028,60755607919943607709,496780508495753678590319
4712439,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgJoinPool,386626620927526267111727139,466929022738261854187995,386159691904788005257539144
4712443,osmo15es5dhgm0yf97kcuwxuwf9vyvpy0hddwyqqwp2,604,/osmosis.gamm.v1beta1.MsgJoinPool,348417884061600783525,3547424105373,348417880514176678152
4712444,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgJoinPool,496698438794704509227375,91140964212700599313,496607297830491808628062
4712451,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgJoinPool,496484235189128781495646,136749019777106022349,496347486169351675473297
4712457,osmo1xqtp25e3lgf264q7q4jtyqzl8cjknq7km43zah,678,/osmosis.gamm.v1beta1.MsgJoinPool,2970391905668080484126348,140331074159710653,2970391765337006324415695
4712458,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgJoinPool,496162958574816096185745,205052247330144662983,495957906327485951522762
4712459,osmo16vn9kkujsg389g8atuatmvv8s8p6a0awed7zcz,704,/osmosis.gamm.v1beta1.MsgJoinPool,408573072993690228383993,41765772216471155,408573031227918011912838
4712461,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgJoinPool,385266520592168696821707175,176485828090318722983636,385090034764078378098723539
4712461,osmo1shazvptyx86qru3alrjh6wk99cxel543qnclkx,712,/osmosis.gamm.v1beta1.MsgJoinPool,495957906327485951522762,15156733449871078,495957891170752501651684
4712464,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgJoinPool,495681458771949396072676,307894234303559466653,495373564537645836606023
4712465,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgJoinPool,384756130132328367765686995,265664951300445464905972,384490465181027922300781023
4712469,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgJoinPool,494959079582725358361159,462628369598165176748,494496451213127193184411
4712471,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgJoinPool,383989797333762036290437599,400593758066962353478442,383589203575695073936959157
4712471,osmo15es5dhgm0yf97kcuwxuwf9vyvpy0hddwyqqwp2,678,/osmosis.gamm.v1beta1.MsgJoinPool,2970391765337006324415695,16273374342108240,2970391749063631982307455
4712475,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgJoinPool,493874986701014171764891,695825266043637505412,493179161434970534259479
4712477,osmo1hsvzjyfp833xqd52z656za09h63mt8337q5l3a,1,/osmosis.gamm.v1beta1.MsgJoinPool,382838635499671404129838773,217675446559409374077,382838417824224844720464696
4712480,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgJoinPool,492247399023621167196951,1048133653672498025140,491199265369948669171811
4712484,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgJoinPool,382838486490779534031292692,302140833534460117948560,382536345657245073913344132
4712484,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgJoinPool,489802365495910918346851,1582266204679690262968,488220099291231228083883
4712487,osmo1z8ezyzy9rx5pswhxgkca38pewr25nw53wdmr9q,678,/osmosis.gamm.v1beta1.MsgJoinPool,2970395239415895731933915,9240604601230498,2970395230175291130703417
4712487,osmo1lf87zxzg4dta9az0yeq4vecg3d5aal7eta0mmj,719,/osmosis.gamm.v1beta1.MsgJoinPool,15543218498677085948036833,8146388965155272949,15543210352288120792763884
4712487,osmo1tycyyf6vnfeypaklt2vhmlp28l9kh8kem4frdh,722,/osmosis.gamm.v1beta1.MsgJoinPool,1736064393288915379337054,10323617433432714375,1736054069671481946622679
4712489,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgJoinPool,486126130276974419066539,2396397902771040926651,483729732374203378139888
4712492,osmo1lf87zxzg4dta9az0yeq4vecg3d5aal7eta0mmj,678,/osmosis.gamm.v1beta1.MsgJoinPool,2970395230175291130703417,376035197536403240,2970394854140093594300177
4712492,osmo1vk0fllkrdjrc84wl27hqz9l5kjsh6rw7fd0ngg,722,/osmosis.gamm.v1beta1.MsgJoinPool,1736054069671481946622679,18996635941702035243,1736035073035540244587436
4712492,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgJoinPool,381975253653913432827555972,456047028467940882465506,381519206625445491945090466
4712498,osmo1u056rct93dhfdwqx9k7eplhrdf2mqu0eq9q378,722,/osmosis.gamm.v1beta1.MsgJoinPool,1736035073035540244587436,708870895074513944787,1735326202140465730642649
4712501,osmo1q9xh7eyt3c5k69srthh5av5v4fmhwdr0g77cxx,3,/osmosis.gamm.v1beta1.MsgJoinPool,105639404791091009930935364,3333943004627487377,105639401457148005303447987
4712515,osmo1pasgjwaqy8sarsgw7a0plrwlauaqx8jxrqymd3,9,/osmosis.gamm.v1beta1.MsgJoinPool,1350395893840489175915730047,2333119767693368054881,1350393560720721482547675166
4712518,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgJoinPool,380677716227442942842351010,172035948497688063934011,380505680278945254778416999
4712524,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgJoinPool,380191384286530585511931751,258930813270722899786917,379932453473259862612144834
4712531,osmo1wp2dkwhenvz5g55tgrru59qer5fpp63k04tpwc,704,/osmosis.gamm.v1beta1.MsgJoinPool,408573031227918011912838,79392629439237198,408572951835288572675640
4712533,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgJoinPool,379461075386309434143044290,194753375984285765552487,379266322010325148377491803
4712539,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgJoinPool,378913693382621184706947419,293247997205747025803562,378620445385415437681143857
4712542,osmo182w40emch4mnvc3nc6f334vvdk5l2ae7ly2sam,463,/osmosis.gamm.v1beta1.MsgJoinPool,29418600140938816730052,66703482025250153,29418533437456791479899
4712544,osmo1e9rjjvnt67vnde503cp0wnwmffssuc0ezehfu9,601,/osmosis.gamm.v1beta1.MsgJoinPool,44181231213844448212309,681586336715592,44181230532258111496717
4712546,osmo1q8v5vutp5x6jej33qfdjqd5xjmls65r93yzxw9,662,/osmosis.gamm.v1beta1.MsgJoinPool,10569157529356152382014,10255168065465708,10569147274188086916306
4712554,osmo1g53mgtymzz8d3naw0rwl0zrp3g7teyp483k020,678,/osmosis.gamm.v1beta1.MsgJoinPool,2970394854140093594300177,16123864279508357975,2970378730275814085942202
4712558,osmo1q8v5vutp5x6jej33qfdjqd5xjmls65r93yzxw9,611,/osmosis.gamm.v1beta1.MsgJoinPool,1074440923302844641839639,265730387975295463,1074440657572456666544176
4712563,osmo1q7hl5rd4l7nwmt73y3hvqjv6hawyl60r2av2ax,611,/osmosis.gamm.v1beta1.MsgJoinPool,1074440657572456666544176,997270872889660841,1074439660301583776883335
4712563,osmo1e4de2w6322gymma99zw7tl7tasr8ly2sd7896x,604,/osmosis.gamm.v1beta1.MsgJoinPool,348417880514176678152,111307633619823,348417769206543058329
4712570,osmo1feh8mze5yn0760kka9pf4halxm0wx0lcw9073r,1,/osmosis.gamm.v1beta1.MsgJoinPool,378086384547113966297952017,102898419209019798634,378086281648694757278153383
4712575,osmo1wfmeped4c25l49h85kw3wc9j7ematchnxrakl0,601,/osmosis.gamm.v1beta1.MsgJoinPool,44181230532258111496717,5358032557294856,44181225174225554201861
4712575,osmo1rgyhy3afhcgj7auyn50kfa0n8u09hjjggallyk,712,/osmosis.gamm.v1beta1.MsgJoinPool,480592478339977967507042,99782083655913951,480592378557894311593091
4712576,osmo1qddjm8krk97uurwl3ydx5nzz5kalmpuys8ckuq,704,/osmosis.gamm.v1beta1.MsgJoinPool,408572951835288572675640,1486378725093003519,408571465456563479672121
4712579,osmo1q7hl5rd4l7nwmt73y3hvqjv6hawyl60r2av2ax,648,/osmosis.gamm.v1beta1.MsgJoinPool,293142996560642950344967453,695976547368814528804,293142300584095581530438649
4712584,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgJoinPool,378086284349916051912270660,110306711008734758380214,377975977638907317153890446
4712592,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgJoinPool,377778252636863210233255171,165770931002765826421142,377612481705860444406834029
4712595,osmo1ghswzufx33u93c0mx9pzey5q22fz9x783wp5dp,3,/osmosis.gamm.v1beta1.MsgJoinPool,105639401457148005303447987,286122223272540505991,105639115334924732762941996
4712595,osmo17j675mzjnf5ud7ynphf9xp2ra8jzg3zylhlkte,712,/osmosis.gamm.v1beta1.MsgJoinPool,480592378557894311593091,9157683116718648529,480583220874777592944562
4712596,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgJoinPool,377315965280420803402425197,249331618521727688935888,377066633661899075713489309
4712604,osmo19y46szjrlerd2ccsqzz6jc795qs4m3u4wztf5y,1,/osmosis.gamm.v1beta1.MsgJoinPool,376622098797573894848108957,6869885364957693260,376622091927688529890415697
4712605,osmo1q7hl5rd4l7nwmt73y3hvqjv6hawyl60r2av2ax,601,/osmosis.gamm.v1beta1.MsgJoinPool,44181225174225554201861,12791978917019905,44181212382246637181956
4712610,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgJoinPool,376622091927688529890415697,187573144222874300260997,376434518783465655590154700
4712616,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgJoinPool,376101757297111550042272204,282264724571284674614091,375819492572540265367658113
4712618,osmo1jqqretpn6unt6pzut8xxu5ytfnx3l58w0ljk9h,722,/osmosis.gamm.v1beta1.MsgJoinPool,1735374226214353261703615,164639817216942811,1735374061574536044760804
4712632,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgJoinPool,375318777365870805768024058,212489449470197110146538,375106287916400608657877520
4712634,osmo1tmz2udgyp33tsgdlwkqpm4x350fgm96aydvnrt,678,/osmosis.gamm.v1beta1.MsgJoinPool,2970378730275814085942202,56589709045468019,2970378673686105040474183
4712642,osmo15gznrtnnjgalwpcms9gk323fafvlvuqjdgnf6f,712,/osmosis.gamm.v1beta1.MsgJoinPool,480585310124621940027493,241192021501518931,480585068932600438508562
4712651,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgJoinPool,374732757705189387665222160,159295456794369831004612,374573462248395017834217548
4712652,osmo12c34ueuzagjduz5cn4m683kwlt5kq8d2g0a9qt,712,/osmosis.gamm.v1beta1.MsgJoinPool,480585459758927003682049,455216610736052791,480585004542316267629258
4712660,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgJoinPool,374294591681129754232373324,239513748772981104777040,374055077932356773127596284
4712661,osmo1l5nf5vws4h2w8zx9k6xnrwzzlp8e9zjxet9j9w,712,/osmosis.gamm.v1beta1.MsgJoinPool,480587148320442816475401,10220733236208146836,480576927587206608328565
4712662,osmo1j2sd360k64vg9p6adc9mlhaayywtttxs3hg4x9,712,/osmosis.gamm.v1beta1.MsgJoinPool,480576927587206608328565,9290044396764841526,480567637542809843487039
4712674,osmo1nj9z03zyaetysmp2gh4ehyh90r9gu7fzsvampq,678,/osmosis.gamm.v1beta1.MsgJoinPool,2970379405847584584445302,385773049424028681,2970379020074535160416621
4712682,osmo1a5fdjkm0gyyq4p88uuxadk49xe79dj2gwc4vgk,678,/osmosis.gamm.v1beta1.MsgJoinPool,2970379020074535160416621,9076597745050636511,2970369943476790109780110
4712695,osmo1q8v5vutp5x6jej33qfdjqd5xjmls65r93yzxw9,611,/osmosis.gamm.v1beta1.MsgJoinPool,1074439660301583776883335,12584302921702412686,1074427075998662074470649
4712703,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgJoinPool,373637021701914591169554684,180135977126692105093781,373456885724787899064460903
4712709,osmo18wjm7rwth43et04yf66srg5salqpgncshuleas,1,/osmosis.gamm.v1beta1.MsgJoinPool,373143904801016109773956711,325643282610386745,373143904475372827163569966
4712714,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgJoinPool,373143998145355055812189443,271170194426109491656545,372872827950928946320532898
4712715,osmo14wfdtc0pjznad8t2fqrjyxpymycp9kkft5kavf,722,/osmosis.gamm.v1beta1.MsgJoinPool,1735961670016150522739690,125831621239425742295,1735835838394911096997395
4712715,osmo178rudcp6h8kslyn9axsja0gdyxrppv43stes4q,722,/osmosis.gamm.v1beta1.MsgJoinPool,1735835838394911096997395,1464995068015711788,1735834373399843081285607
4712718,osmo1wcnj55flkwylm5fvvkfxns23s9jpy5fc237trj,611,/osmosis.gamm.v1beta1.MsgJoinPool,1074427075998662074470649,27340735401326806806,1074399735263260747663843
4712723,osmo17newevzrcmwfu89n4w8fu0ywyn5fs8dqm3vhs4,1,/osmosis.gamm.v1beta1.MsgJoinPool,372403236360864589598844322,220086511200516784152,372403016274353389082060170
4712727,osmo1w6n8wg0se2alsdru6ttp7lwmrkspvh7mk0ysxd,704,/osmosis.gamm.v1beta1.MsgJoinPool,408571503379818804082301,37901087159962304,408571465478731644119997
4712732,osmo1za34x4r5fq8jmuk6gvsufx5pt5vz2hltgtxnpz,704,/osmosis.gamm.v1beta1.MsgJoinPool,408571465478731644119997,416263186276258280,408571049215545367861717
4712736,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgJoinPool,372402679272911034103915665,203994913072612508872285,372198684359838421595043380
4712744,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgJoinPool,371846878844938651424847164,306911425777421837139426,371539967419161229587707738
4712744,osmo1l5nf5vws4h2w8zx9k6xnrwzzlp8e9zjxet9j9w,678,/osmosis.gamm.v1beta1.MsgJoinPool,2970377977664354072085083,9707438966606949426,2970368270225387465135657
