block,sender,pool_id,msg_type,original_shares,share_adjustment,new_total_shares
4708355,osmo1dvwyzspj43vrdffqm0rmj9fa0aqnalqpad5sva,648,/osmosis.gamm.v1beta1.MsgJoinPool,293139447974533679310213293,1945984931182971348918,293137501989602496338864375
4708358,osmo1k8hh0ncad93ymc2h25p63xp2l0awa9yswqe78z,602,/osmosis.gamm.v1beta1.MsgJoinPool,4543093738118098955205,22712241463688,4543093715405857491517
4708358,osmo10fany9428zm9v3wuq2mdxuahqr28naxsg23h6y,690,/osmosis.gamm.v1beta1.MsgJoinPool,1250209833660115725347642,302391067760488547,1250209531269047964859095
4708361,osmo13m234cygarlj6j9jvfkeec22yzps8u5cpeumg3,722,/osmosis.gamm.v1beta1.MsgJoinPool,1738660134566479984750530,1116352523913890957,1738659018213956070859573
4708366,osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,573,/osmosis.gamm.v1beta1.MsgJoinPool,2127100348396013384900,245069330739040,2127100103326682645860
4708367,osmo1k8hh0ncad93ymc2h25p63xp2l0awa9yswqe78z,604,/osmosis.gamm.v1beta1.MsgJoinPool,348505606841021475483,2357911051862,348505604483110423621
4708368,osmo1dvwyzspj43vrdffqm0rmj9fa0aqnalqpad5sva,653,/osmosis.gamm.v1beta1.MsgJoinPool,57768742995003170131006,5154460720133582298,57763588534283036548708
4708369,osmo175fm40ejc9svlampmjee3ee3wzn6qj55nvl7rv,1,/osmosis.gamm.v1beta1.MsgJoinPool,392529664638666712150185154,4709415394870395464,392529659929251317279789690
4708371,osmo1hmqf5d6z53akxurv4r2e5cu0f0mfzefs03lat7,1,/osmosis.gamm.v1beta1.MsgJoinPool,392529659929251317279789690,33220042325972849447,392529626709208991306940243
4708375,osmo1mj4c3whfpphcsw0m2vu6g9r0d6pgv8cfwgrejv,9,/osmosis.gamm.v1beta1.MsgJoinPool,1352377825585145403353519317,868658561597397616792,1352376956926583805955902525
4708375,osmo1cyfvy9kudezn99pdryu5umy9y8y8hzptpqrau8,674,/osmosis.gamm.v1beta1.MsgJoinPool,843891456479213359808036,66098240373824,843891456413115119434212
4708377,osmo1s4a3wg4mua63tsmpaa2tf6f8z609ge6slyh9sx,604,/osmosis.gamm.v1beta1.MsgJoinPool,348505604483110423621,105148204805314,348505499334905618307
4708377,osmo1aval5kjrhvzz3gk0nkr7g7gn7ypxys97yx67ce,1,/osmosis.gamm.v1beta1.MsgJoinPool,392529626709208991306940243,4965541097175860731,392529621743667894131079512
4708380,osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,613,/osmosis.gamm.v1beta1.MsgJoinPool,22644833644129774941648,3338544086078096,22644830305585688863552
4708380,osmo1mwzknw73v689tk45caja8cq3r96dvshe7fluve,9,/osmosis.gamm.v1beta1.MsgJoinPool,1352376956926583805955902525,379458047070837776506,1352376577468536735118126019
4708386,osmo1fvtc7hadldx3y7fymq6v7xutws3yy6p3nfnknd,1,/osmosis.gamm.v1beta1.MsgJoinPool,392529621743667894131079512,6875905419428110828,392529614867762474702968684
4708392,osmo175fm40ejc9svlampmjee3ee3wzn6qj55nvl7rv,2,/osmosis.gamm.v1beta1.MsgJoinPool,549962926528836362011356661,476759187464516558429,549962449769648897494798232
4708395,osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,621,/osmosis.gamm.v1beta1.MsgJoinPool,8846551467724907855675,1426689933621754,8846550041034974233921
4708395,osmo1wzczvtlmgedtgrl2vkuydp07ln6s6t49l9nyaw,678,/osmosis.gamm.v1beta1.MsgJoinPool,2968759271865292608903621,171705204553737094,2968759100160088055166527
4708397,osmo192pxz2vc4hcmg84p60n3ruq66w52dkq7a5vkp3,497,/osmosis.gamm.v1beta1.MsgJoinPool,1402006091376450390417242,9932622820185475248,1401996158753630204941994
4708399,osmo1mj4c3whfpphcsw0m2vu6g9r0d6pgv8cfwgrejv,1,/osmosis.gamm.v1beta1.MsgJoinPool,392530442589441440113413774,228136621025536553428,392530214452820414576860346
4708406,osmo1tsly3y50lj5s87cj3u587c29gf563cu0wgcmng,625,/osmosis.gamm.v1beta1.MsgJoinPool,66318030529203933518847590,408318105797487956,66318030120885827721359634
4708407,osmo17g62hzm8yh3nm2uwfqwpe0cj7ru0crgpjl7n9u,497,/osmosis.gamm.v1beta1.MsgJoinPool,1401996158753630204941994,1944299698749109587,1401994214453931455832407
4708412,osmo13lfw7wmj0hehevfv0zafhy2zjvgvwnu9lu39lg,9,/osmosis.gamm.v1beta1.MsgJoinPool,1352378791591672208106932632,5243203120522195301,1352378786348469087584737331
4708415,osmo1tsly3y50lj5s87cj3u587c29gf563cu0wgcmng,641,/osmosis.gamm.v1beta1.MsgJoinPool,22139880684999750632744880,237501306345747579,22139880447498444286997301
4708416,osmo1eftlpu2vwzpuwtr9pwms75uendae8pqdpktn2v,678,/osmosis.gamm.v1beta1.MsgJoinPool,2968759100160088055166527,2872584476395740559,2968756227575611659425968
4708416,osmo12zrmvcgrtafpcat3wh3umfqjc8td83p2r8qqml,678,/osmosis.gamm.v1beta1.MsgJoinPool,2968756227575611659425968,176411474974723800,2968756051164136684702168
4708422,osmo1u9eqmr8g5n25fv9mycnhxwlgg4r44l9qhjhwtg,604,/osmosis.gamm.v1beta1.MsgJoinPool,348505502031270252911,2476020024959,348505499555250227952
4708423,osmo1dvwyzspj43vrdffqm0rmj9fa0aqnalqpad5sva,722,/osmosis.gamm.v1beta1.MsgJoinPool,1738707409017458861978673,970405164087044103010,1737737003853371817875663
4708423,osmo1j07lm6qjtsrptf290zqh9k2tes44uhdy44qtec,1,/osmosis.gamm.v1beta1.MsgJoinPool,392530347626198428570914748,4731860134148228621,392530342894338294422686127
4708428,osmo12nqeetvh4vhevc3scevngaz6ju24h2p88c9nxu,681,/osmosis.gamm.v1beta1.MsgJoinPool,3167948549404734089304623,628329645190081688697,3167320219759544007615926
4708434,osmo1p38ngyxwmrfrthmjkwe4arcvhreehee86v7swl,712,/osmosis.gamm.v1beta1.MsgJoinPool,592466478648891044537946,213495661795168489,592466265153229249369457
4708437,osmo1lr69fl7fxks469fu2wnvrd0p3hq4ucnjcgdheg,678,/osmosis.gamm.v1beta1.MsgJoinPool,2968757230078000070190699,397028991990623389,2968756833049008079567310
4708446,osmo19fmcwma6c0x7mdf8l6le0477vvwp4cv7wy4uzj,678,/osmosis.gamm.v1beta1.MsgJoinPool,2968772432696151889743218,5605472889592792,2968772427090679000150426
4708448,osmo16sw3enjmxnfwuz46tfz9zfu8vh4kjay59et3mz,690,/osmosis.gamm.v1beta1.MsgJoinPool,1250209531269047964859095,865137581732342069,1250208666131466232517026
4708449,osmo1vqh4u8nuyx2memun5vtu4d0cdlmgsnluntjh06,629,/osmosis.gamm.v1beta1.MsgJoinPool,611993210023205250388,120201100930746,611993089822104319642
4708450,osmo19mea5ax9svvypex0p3jretm7yex4m6870wan9s,712,/osmosis.gamm.v1beta1.MsgJoinPool,592527380824089038401999,4140369716222971,592527376683719322179028
4708450,osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,662,/osmosis.gamm.v1beta1.MsgJoinPool,10570645630246119510677,18498086106307109,10570627132160013203568
4708454,osmo192pxz2vc4hcmg84p60n3ruq66w52dkq7a5vkp3,678,/osmosis.gamm.v1beta1.MsgJoinPool,2968772427090679000150426,8910472156106345720,2968763516618522893804706
4708461,osmo192sqr9wuhapxdm6hhsmc55v4472wgz64n6uynk,712,/osmosis.gamm.v1beta1.MsgJoinPool,592527514768766252659159,8164569246862552465,592519350199519390106694
4708462,osmo1eftlpu2vwzpuwtr9pwms75uendae8pqdpktn2v,678,/osmosis.gamm.v1beta1.MsgJoinPool,2968763619855908400391891,889280271695810478,2968762730575636704581413
4708463,osmo16d4pfxh0uehpu8q2f284de9ecpeanp60hwk4jd,712,/osmosis.gamm.v1beta1.MsgJoinPool,592519355907699166869010,571613691246022977,592518784294007920846033
4708468,osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,653,/osmosis.gamm.v1beta1.MsgJoinPool,57763588534283036548708,440176385070124492,57763148357897966424216
4708472,osmo195z08s2qj0em8pzyyaqm5l29p0w9vrdevl7cdt,604,/osmosis.gamm.v1beta1.MsgJoinPool,348505499555250227952,223907286099294,348505275647964128658
4708473,osmo1dsrgcrmdxu9gxatfqvjfgx34fsvu0yres606lq,625,/osmosis.gamm.v1beta1.MsgJoinPool,66318034389832677652540259,90361975392269089977,66317944027857285383450282
4708477,osmo1ay86636pznjkrf55lvmmu9tqz4qafm7t0pptu4,9,/osmosis.gamm.v1beta1.MsgJoinPool,1352378786348469087584737331,31827428062127349727336,1352346958920406960235009995
4708477,osmo1ed7an6qatn7kc2a0huh7w8vgl2ycdn4jmax4re,701,/osmosis.gamm.v1beta1.MsgJoinPool,193881456536644166607512,223603539994780,193881456313040626612732
4708478,osmo124tm37a3a6yvzja3pa55n22sl86hs4llkfw52y,690,/osmosis.gamm.v1beta1.MsgJoinPool,1250208666131466232517026,31218737910062744341,1250177447393556169772685
4708479,osmo1c0mqqtewyu6ftuea3sfr3xvc0wnltuwqu7kl0s,605,/osmosis.gamm.v1beta1.MsgJoinPool,834453685852951492612924160,10741214396162718525,834453675111737096450205635
4708480,osmo12rgsk2tujy3s6lf27cmnnx3te6qg02pgvservp,641,/osmosis.gamm.v1beta1.MsgJoinPool,22139880575095866953461774,698518681274486878144,22139182056414592466583630
4708481,osmo1s8y8xlc48yxmwn5yp8ygy4krkd6kn950dkpcmz,712,/osmosis.gamm.v1beta1.MsgJoinPool,592518940226526320847914,246102355303736676,592518694124171017111238
4708482,osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,669,/osmosis.gamm.v1beta1.MsgJoinPool,76728312762389009339468,524053489111172245,76727788708899898167223
4708486,osmo133yra9fxttjsu22vcjgdfx2vvsve9q4g3369cx,712,/osmosis.gamm.v1beta1.MsgJoinPool,592520730715973512271204,832456007244005807,592519898259966268265397
4708490,osmo1khapknlvmld28rgxh4d50cscc3ecv2fp0drw3v,1,/osmosis.gamm.v1beta1.MsgJoinPool,392527035480202786643938653,89740101760588839329,392526945740101026055099324
4708491,osmo16at95zmfk8xymcldqtshjsvfd2wzjk2udp0ycu,712,/osmosis.gamm.v1beta1.MsgJoinPool,592520071704745143530072,22737940498058528,592520048966804645471544
4708493,osmo1tew2mp3racvkcye5qj5vyyqf22sgr6zefwcaln,641,/osmosis.gamm.v1beta1.MsgJoinPool,22139183140150314348509975,31161007186633062546,22139151979143127715447429
4708494,osmo1ew02nl40jqspvfe23xmdc4xmqvnelz3929nrrx,690,/osmosis.gamm.v1beta1.MsgJoinPool,1250177447393556169772685,48651738761179523170771,1201525708632376646601914
4708498,osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,701,/osmosis.gamm.v1beta1.MsgJoinPool,193881456363814615209442,1712722096530288409,193879743641718084921033
4708506,osmo103w2uwpdf9p708c83nkyd0ys6fgqt94tdvjtgn,712,/osmosis.gamm.v1beta1.MsgJoinPool,592522724576984764925882,9965819142049568273,592512758757842715357609
4708509,osmo1dedpa2xuf7gs8rkzula44ry8fql9jerjc2csgu,722,/osmosis.gamm.v1beta1.MsgJoinPool,1737772756231152768852795,550484002058932968,1737772205747150709919827
4708511,osmo1d6z386l0prh50lh6ju9harvx6hzq400h3jzztf,1,/osmosis.gamm.v1beta1.MsgJoinPool,392502340744896095171540240,32979665707616539380,392502307765230387555000860
4708512,osmo1ay86636pznjkrf55lvmmu9tqz4qafm7t0pptu4,604,/osmosis.gamm.v1beta1.MsgJoinPool,348505282737551882853,60681305374550,348505222056246508303
4708516,osmo1xwpgxsf39qv5zt2vva4fgsvrgmpxzh5a72rckh,678,/osmosis.gamm.v1beta1.MsgJoinPool,2968747167344246228223223,161246596501824664,2968747006097649726398559
4708517,osmo1t9dgymsxux9266fcmswlj288lh4u4hcq0xwqga,1,/osmosis.gamm.v1beta1.MsgJoinPool,392502307765230387555000860,29440686389503124003,392502278324543998051876857
4708517,osmo19u2arshl4cwma9t0exer93qvpjet5adlthuwp9,629,/osmosis.gamm.v1beta1.MsgJoinPool,611993089822104319642,535475104471971,611992554346999847671
4708529,osmo1azes8zlagztlwps95mplm39vwpld08d4g7kand,712,/osmosis.gamm.v1beta1.MsgJoinPool,592514005478138939076490,87725736895226600,592513917752402043849890
4708532,osmo15zncaaa5anrkskn0mnmp3ggq496vyxxf89jedl,712,/osmosis.gamm.v1beta1.MsgJoinPool,592513917752402043849890,104308236475053128,592513813444165568796762
4708535,osmo1zulgguv8hfwvwd5kqd6res3a4zuv3jsgz2yhn7,498,/osmosis.gamm.v1beta1.MsgJoinPool,484438049081948704363880,63682131834724932,484437985399816869638948
4708538,osmo1jvgc27k2pyukc745nrm92qj79xw0fr6xmg8uds,712,/osmosis.gamm.v1beta1.MsgJoinPool,592513813444165568796762,15066588343428453,592513798377577225368309
4708540,osmo19u2arshl4cwma9t0exer93qvpjet5adlthuwp9,629,/osmosis.gamm.v1beta1.MsgJoinPool,611992554346999847671,6852176403,611992554340147671268
4708540,osmo1c77nzlhwsqyejev4cezpx83yj6u88fvtxucmkd,719,/osmosis.gamm.v1beta1.MsgJoinPool,15539148494548352678999028,12144222341579582670,15539136350326011099416358
4708541,osmo1xwpgxsf39qv5zt2vva4fgsvrgmpxzh5a72rckh,604,/osmosis.gamm.v1beta1.MsgJoinPool,348505222056246508303,16928031982465,348505205128214525838
4708552,osmo1rk3z75f5csnrvd6nger0qmfa0j5c28wus560p0,604,/osmosis.gamm.v1beta1.MsgJoinPool,348505205128214525838,53543105068837,348505151585109457001
4708555,osmo1rk3z75f5csnrvd6nger0qmfa0j5c28wus560p0,605,/osmosis.gamm.v1beta1.MsgJoinPool,834453705119502114844302918,593834699074300052962,834453111284803040544249956
4708563,osmo17g4wqps05ah36kp3u7pqpcphe0klfu6v8dftev,1,/osmosis.gamm.v1beta1.MsgJoinPool,392503033208959784673980206,521250044845608349,392503032687709739828371857
4708569,osmo104gevychrp9gvnyfvewpaaql7f4mp694zkcecm,722,/osmosis.gamm.v1beta1.MsgJoinPool,1737792184717390572887111,57854943275880308647,1737734329774114692578464
4708570,osmo1rfz9mnsrscmxl2x0nw4q98d8sf6s6yv4xdwsp6,712,/osmosis.gamm.v1beta1.MsgJoinPool,592513822624778515184364,2304553901936623557,592511518070876578560807
4708570,osmo14pcd29hqlxjq29hqmeu99xfpxf70hj8wc2kssr,648,/osmosis.gamm.v1beta1.MsgJoinPool,293141756203573159545729566,28437117033115569,293141756175136042512613997
4708570,osmo1c0mqqtewyu6ftuea3sfr3xvc0wnltuwqu7kl0s,641,/osmosis.gamm.v1beta1.MsgJoinPool,22139151979143127715447429,791257473099751880,22139151187885654615695549
4708570,osmo1uhryuw296lqgaz3j22mhc8aym0vegrev7hg2w7,712,/osmosis.gamm.v1beta1.MsgJoinPool,592511518070876578560807,377643972819642949,592511140426903758917858
4708579,osmo1zulgguv8hfwvwd5kqd6res3a4zuv3jsgz2yhn7,604,/osmosis.gamm.v1beta1.MsgJoinPool,348505591092753126115,33221005307226,348505557871747818889
4708581,osmo1pnts64ltkmgkmstx85vzk7m6fjgx9j46t4sy67,1,/osmosis.gamm.v1beta1.MsgJoinPool,392503032687709739828371857,5860048599545928602,392503026827661140282443255
4708581,osmo14pcd29hqlxjq29hqmeu99xfpxf70hj8wc2kssr,719,/osmosis.gamm.v1beta1.MsgJoinPool,15539144291288054609887102,2237467578362265340,15539142053820476247621762
4708582,osmo1hg83gzcv2k4pxvnumx6vzlerjh4mkda4xgtcph,678,/osmosis.gamm.v1beta1.MsgJoinPool,2967411908795894790734075,12416470673313116907,2967399492325221477617168
4708586,osmo1dm7xjrlmlzj6cv4gey2dax2jf6hatex8k385xq,601,/osmosis.gamm.v1beta1.MsgJoinPool,44198215895281650926138,38605441845560924,44198177289839805365214
4708587,osmo1emaaaz97acy4z3uawhw2zj0xamdly579sq672f,719,/osmosis.gamm.v1beta1.MsgJoinPool,15539142053820476247621762,449755747601032286515,15538692298072875215335247
4708588,osmo168urdlhz0u7epctn88c6x4zzt9pevsdyrs0lcc,601,/osmosis.gamm.v1beta1.MsgJoinPool,44198177289839805365214,1270928577137098,44198176018911228228116
4708595,osmo1cv9jnq4qkcq3lk6szj2nxpwq6ew8dusa34r94k,648,/osmosis.gamm.v1beta1.MsgJoinPool,293141756175136042512613997,49367323296652838,293141756125768719215961159
4708601,osmo16vzpwgdfk5m0g4wx6ghfcy62scclwq36laxu45,678,/osmosis.gamm.v1beta1.MsgJoinPool,2967411216312335859562295,5017371071689287199,2967406198941264170275096
4708602,osmo10fstplp0jlq8jcx9r7jfuu86xtg7ytjueenmk9,722,/osmosis.gamm.v1beta1.MsgJoinPool,1737749854299820794321452,9037280528854938448,1737740817019291939383004
4708603,osmo1f64d4v28jzeyf8r5n3z6txepgrtfh7uapr73ut,678,/osmosis.gamm.v1beta1.MsgJoinPool,2967406198941264170275096,35450163967967459,2967406163491100202307637
4708603,osmo19v3gfr7y9dvxr2z65wah3fwucp4utf4tnj973m,601,/osmosis.gamm.v1beta1.MsgJoinPool,44198176018911228228116,136974158953518,44198175881937069274598
4708603,osmo19xt0hs86cyduh4crdaejvg76rqqe78sk4304j7,712,/osmosis.gamm.v1beta1.MsgJoinPool,592511140426903758917858,117095159854152754,592511023331743904765104
4708605,osmo1jdg2z93syecmshvs5m4zelnkpkwfr63k5n5x73,712,/osmosis.gamm.v1beta1.MsgJoinPool,592511023331743904765104,532168971045913571,592510491162772858851533
4708610,osmo13m050t4v96jldvmmv9t7xjdcyhhernm04qy4hc,602,/osmosis.gamm.v1beta1.MsgJoinPool,4543099204465844531656,397126269124127,4543098807339575407529
4708615,osmo108a3mqnnyv86neuh2q4vdlu33ja7fhqu86r566,641,/osmosis.gamm.v1beta1.MsgJoinPool,22139152321193561490648744,12059638095955136816,22139140261555465535511928
4708615,osmo19v3gfr7y9dvxr2z65wah3fwucp4utf4tnj973m,602,/osmosis.gamm.v1beta1.MsgJoinPool,4543098807339575407529,83127752270514,4543098724211823137015
4708615,osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,716,/osmosis.gamm.v1beta1.MsgJoinPool,584398802553127832705,20719825493263327,584378082727634569378
4708615,osmo1xgxx0k47kzp349yw7hd33l35juzct66zg0nmkm,712,/osmosis.gamm.v1beta1.MsgJoinPool,592512830212534469819937,22235144198412045,592512807977390271407892
4708617,osmo13m050t4v96jldvmmv9t7xjdcyhhernm04qy4hc,604,/osmosis.gamm.v1beta1.MsgJoinPool,348505557871747818889,4839663816193,348505553032084002696
4708618,osmo1sw5ve7yejnyfd8h64peje4v0adj3fdpxafh8l8,722,/osmosis.gamm.v1beta1.MsgJoinPool,1737740817019291939383004,15192126685143446805,1737725624892606795936199
4708623,osmo1m64dy922vwl3mevdv908ylnjtep8wgf4pksapa,678,/osmosis.gamm.v1beta1.MsgJoinPool,2967397573507695511618357,31375696484340557,2967397542131999027277800
4708624,osmo1m0zndpgewmsyeht79kcnm7993aa020s7dluj67,1,/osmosis.gamm.v1beta1.MsgJoinPool,392503561010348297114692387,14101173925373034034,392503546909174371741658353
4708624,osmo19v3gfr7y9dvxr2z65wah3fwucp4utf4tnj973m,604,/osmosis.gamm.v1beta1.MsgJoinPool,348505553032084002696,536994503509,348505552495089499187
4708624,osmo1ywpxvuhwyytjuuyn40rnwxlg8qw2cgtmqs7r54,1,/osmosis.gamm.v1beta1.MsgJoinPool,392503546909174371741658353,36922140116621580589,392503509987034255120077764
4708627,osmo1e504xggcudmpxrudh5lljgcg23ggct4h5ahl3h,678,/osmosis.gamm.v1beta1.MsgJoinPool,2967397542131999027277800,477268991793357070,2967397064863007233920730
4708628,osmo13m050t4v96jldvmmv9t7xjdcyhhernm04qy4hc,619,/osmosis.gamm.v1beta1.MsgJoinPool,329272410144932080615471,63950626851607003,329272346194305229008468
4708629,osmo139ry3303ujjwgf49adqa36es0mdpqzlss3n6a3,712,/osmosis.gamm.v1beta1.MsgJoinPool,592512814749750303148419,714442691618133275,592512100307058685015144
4708631,osmo1r0l2y46802hvlznrnuds9y04t4mak5gfz5sctj,690,/osmosis.gamm.v1beta1.MsgJoinPool,1201525708632376646601914,8890287068886362798,1201516818345307760239116
4708632,osmo1e5277fcz9vdrxqyx7tekr4j2yfmh5gvze7r682,722,/osmosis.gamm.v1beta1.MsgJoinPool,1737725624892606795936199,15655031761403150222,1737709969860845392785977
4708634,osmo19v3gfr7y9dvxr2z65wah3fwucp4utf4tnj973m,619,/osmosis.gamm.v1beta1.MsgJoinPool,329272358694353476832810,5056114518696626,329272353638238958136184
4708635,osmo13m050t4v96jldvmmv9t7xjdcyhhernm04qy4hc,662,/osmosis.gamm.v1beta1.MsgJoinPool,10570627759900373056872,51913458319890019,10570575846442053166853
4708636,osmo16xjxyaaxjmypzeapxq3grt34djgq08hhsrw9h3,712,/osmosis.gamm.v1beta1.MsgJoinPool,592512100307058685015144,216690165184060362,592511883616893500954782
4708637,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgJoinPool,592511883616893500954782,581671901323517586,592511301944992177437196
4708639,osmo1st3sel4cf3sm5l8xejlxy60fyvcz5c5wr96hxz,42,/osmosis.gamm.v1beta1.MsgJoinPool,75829517384113022129899,21671558191179396539,75807845825921842733360
4708641,osmo1a8gx9m553deeajj8jcdlp37tgwqyy2c0yawv38,601,/osmosis.gamm.v1beta1.MsgJoinPool,44198617633718758472096,8116323685717169,44198609517395072754927
4708642,osmo1kuyzzdgur67cdumdn3tyjavnzy5cqvz2ucgw5z,9,/osmosis.gamm.v1beta1.MsgJoinPool,1352346961075539002153551632,965559310251247571492,1352345995516228750905980140
4708646,osmo14yqr2q5u4sehadtfxx4rh4rjxzfht6ecvmv0s4,722,/osmosis.gamm.v1beta1.MsgJoinPool,1737738221022046764160301,34377511165642560532,1737703843510881121599769
4708651,osmo1j3xmdxwp0kyzkvt5pz6y4rysld686c6ps20lce,690,/osmosis.gamm.v1beta1.MsgJoinPool,1201516818345307760239116,2593073644046130550,1201514225271663714108566
4708652,osmo1a8gx9m553deeajj8jcdlp37tgwqyy2c0yawv38,604,/osmosis.gamm.v1beta1.MsgJoinPool,348505606620704523957,11472140098011,348505595148564425946
4708653,osmo14sl6xrp9f5g547atrvccsrdyffflxxv28x4m7k,1,/osmosis.gamm.v1beta1.MsgJoinPool,392503509987034255120077764,2114684722916770425,392503507872349532203307339
4708654,osmo1qlvnt85wf7t9ee0yrscfr7fc2n64geekqem6f8,704,/osmosis.gamm.v1beta1.MsgJoinPool,445913927603066611850126,20758053677172826,445913906845012934677300
4708656,osmo1nc705prrl66jnaszgkufny6py0g5ehlvml8xhz,678,/osmosis.gamm.v1beta1.MsgJoinPool,2967397064863007233920730,5227976329930176288,2967391836886677303744442
4708657,osmo1dgntjpmzwyrjuk8w45rymyqfrx7rduhrce58l7,678,/osmosis.gamm.v1beta1.MsgJoinPool,2967391836886677303744442,4625704316488893278,2967387211182360814851164
4708659,osmo1vss9v2rq0ggnnyn4ypu3dpu8djuuhveu3djdl9,722,/osmosis.gamm.v1beta1.MsgJoinPool,1737703843510881121599769,5609357314465572953,1737698234153566656026816
4708661,osmo1a8gx9m553deeajj8jcdlp37tgwqyy2c0yawv38,605,/osmosis.gamm.v1beta1.MsgJoinPool,834453151496349755309278060,925386145002432442595,834452226110204752876835465
4708663,osmo16c5j80zy5aw765qr89smjndj30s6cfcumwaa0a,641,/osmosis.gamm.v1beta1.MsgJoinPool,22139140261555465535511928,196044555678280116114,22138944216999787255395814
4708668,osmo1rwh2dz55vc3p62lr4g863rhts78jdaj2drfqyj,629,/osmosis.gamm.v1beta1.MsgJoinPool,611897743570706027269,35494715654603220,611862248855051424049
4708669,osmo1a8gx9m553deeajj8jcdlp37tgwqyy2c0yawv38,662,/osmosis.gamm.v1beta1.MsgJoinPool,10570575846442053166853,492385433955052346,10570083461008098114507
4708673,osmo1xkuys5ly59qduvjd5dam75mjf83vsmkmw4zwqt,605,/osmosis.gamm.v1beta1.MsgJoinPool,834452226110204752876835465,104044221527177712563,834452122065983225699122902
4708673,osmo13m050t4v96jldvmmv9t7xjdcyhhernm04qy4hc,619,/osmosis.gamm.v1beta1.MsgJoinPool,329272353638238958136184,438720520659564506,329271914917718298571678
4708682,osmo1wephwge356k0qwrjqkzrz08efktupnjhdrfegn,621,/osmosis.gamm.v1beta1.MsgJoinPool,8846550411647170671865,4476158106521510,8846545935489064150355
4708685,osmo1h5shnh6dnjtalh84cxl04taa2klvkz5fg6fjr7,601,/osmosis.gamm.v1beta1.MsgJoinPool,44198609600879392540622,50114484292396,44198609550764908248226
4708689,osmo1h5shnh6dnjtalh84cxl04taa2klvkz5fg6fjr7,604,/osmosis.gamm.v1beta1.MsgJoinPool,348505596121859053337,6404583107,348505596115454470230
4708691,osmo1nhwlxza4vhmwthwmf4ll38na4vd0euaw968n2a,497,/osmosis.gamm.v1beta1.MsgJoinPool,1401975694251173534442517,391716221741497758,1401975302534951792944759
4708695,osmo15xvalgjv5rs57ghjvyc7tcyadjmsj8j8kyt5h2,669,/osmosis.gamm.v1beta1.MsgJoinPool,76727788708899898167223,478272494836274744,76727310436405061892479
4708702,osmo1h5shnh6dnjtalh84cxl04taa2klvkz5fg6fjr7,605,/osmosis.gamm.v1beta1.MsgJoinPool,834452122065983225699122902,1100298499511215460,834452120965684726187907442
4708704,osmo1m0zndpgewmsyeht79kcnm7993aa020s7dluj67,42,/osmosis.gamm.v1beta1.MsgJoinPool,75807880088268342425779,130688341747929038,75807749399926594496741
4708705,osmo15xvalgjv5rs57ghjvyc7tcyadjmsj8j8kyt5h2,653,/osmosis.gamm.v1beta1.MsgJoinPool,57763148357897966424216,459041423408580532,57762689316474557843684
4708706,osmo1gvwc7hgz6eswt237kszx6sl808g0eshm49d44r,674,/osmosis.gamm.v1beta1.MsgJoinPool,843903483798395276055990,1039394802509313260,843902444403592766742730
4708714,osmo1fpwhmczw349xjlwwmxhwggdnjs949tscflk8xa,678,/osmosis.gamm.v1beta1.MsgJoinPool,2967387535461426227068528,407408940272363702,2967387128052485954704826
4708719,osmo1wcj02245uwe3xpn4sj9h5mnavmj0wlmj95qzf4,712,/osmosis.gamm.v1beta1.MsgJoinPool,592514317176345974894695,227505596695402612,592514089670749279492083
4708722,osmo18uvx9qty0n34z5kmgtjhl87f0njkzf06sz2smk,712,/osmosis.gamm.v1beta1.MsgJoinPool,592518502578610086850026,21501664205154763,592518481076945881695263
4708722,osmo1m0zndpgewmsyeht79kcnm7993aa020s7dluj67,557,/osmosis.gamm.v1beta1.MsgJoinPool,2758945667996635630281,64791825435256713,2758880876171200373568
4708722,osmo108a3mqnnyv86neuh2q4vdlu33ja7fhqu86r566,604,/osmosis.gamm.v1beta1.MsgJoinPool,348508119313579094010,950183007007540,348507169130572086470
4708725,osmo1u6v530yt3a089dkmt3zesytpwe2xne9ch2e4wd,3,/osmosis.gamm.v1beta1.MsgJoinPool,105640790617216915372227921,3252180408151323788,105640787365036507220904133
4708725,osmo12x5cynhwhn0wpuzwww6c05n680uek5yck2uu6y,1,/osmosis.gamm.v1beta1.MsgJoinPool,392503724102873449315827669,26675443348111043302,392503697427430101204784367
4708730,osmo15m25vkvqa63kap50g7j8kjk9h3w3sme8c08lfj,1,/osmosis.gamm.v1beta1.MsgJoinPool,392503697427430101204784367,1789351876898694465,392503695638078224306089902
4708730,osmo1u6v530yt3a089dkmt3zesytpwe2xne9ch2e4wd,3,/osmosis.gamm.v1beta1.MsgJoinPool,105640787365036507220904133,127902463337720541874,105640659462573169500362259
