block,code,msg_type,sender,pool_id,share_in,denom_1,amount_1,denom_2,amount_2,estimated_gamm,extra_gamm,ratio
4709886,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1sqm0rm2w52lg07g0v9kynt6zqqghlfvuddene9,1,221743999468876731209,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,1999965,uosmo,15696899,147878637150697226240,73865362318179504969,0.4994998854561139
4709887,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1n0cdlkjxn6q8v0nqspc20nnmpqmsaell3wuu5e,604,213150844666709,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,29127398,uosmo,821046,142171654096936,70979190569773,0.4992499455719752
4709889,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1nftr70d5ak6p2lg6fx9ghevkvwyc7ruzhax53k,611,46173927170662192210,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2545220,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,704145039,30798091526816980992,15375835643845211218,0.4992463779925107
4709895,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo15qqsnsa2yqweqasnahke6vcgc0pgd692295cdz,498,1702663379754052999,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,500000,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1227484,1135677034962467264,566986344791585735,0.4992496346554405
4709895,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1n0cdlkjxn6q8v0nqspc20nnmpqmsaell3wuu5e,605,1508026178833814195978,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,5552948308,uosmo,226667,1005686115439350382592,502340063394463813386,0.4994998495877696
4709899,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1z75hq00728pagjzmezhml3y49hwpys5kguc38x,678,874740389974742708,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,2990911,uosmo,2584858,583354758434197504,291385631540545204,0.4994998794947063
4709900,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1cljlz2pk88nl5d40qj3sqnzedtan278sks4d9e,690,1452126964702999803,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,1497839,uosmo,127711,968407810141914368,483719154561085435,0.49949943556341125
4709902,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1nscqpyukjl80zvuz024aspry0rk60279q4enuj,712,1960018047701069259,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,35281,uosmo,9557609,1307126034471248384,652892013229820875,0.4994866569954941
4709902,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo17qc3ms3pcmh0svlu0lkamzw622fdvt6pk24057,712,259234426841665313,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,4667,uosmo,1264124,172896472017505376,86337954824159937,0.4993621548010443
4709902,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1mj64cp8hqy94gkl4du6vltl4d5e2vl9ueutauc,1,609808229210118270620,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5499997,uosmo,43167460,406674426993086496768,203133802217031773852,0.4994998178739305
4709907,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo12v53xatpptnu6dl5g4ppwrqx9acgnn5gxhgefs,621,654396758816450,ibc/307E5C96C8F60D1CBEE269A9A86C0834E1DB06F2B3788AE4F716EDB97A48B97D,2632366,uosmo,914,436482813512228,217913945304222,0.4992497724039646
4709913,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1lmu3h8xgqnxwsg85fwfsegpl5geqax274yy5at,712,413687343165051995,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,7447,uosmo,2017297,275897985326703184,137789357838348811,0.4994213990913572
4709916,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1exw2am3hz7deqe35tjyuua2y87arqzcvy36k8k,577,2666804651587815,ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,4977237,uosmo,371077,1778759353380498,888045298207317,0.4992498263014633
4709917,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1qewmjwfnudz34rqefkaxf50jtxq5j0wveyggtu,690,1246630313551782900,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,1285872,uosmo,109639,831367640098445568,415262673453337332,0.4994934291695121
4709917,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1dmepl046vkmqsxly2qcm9sfnmnhlz6w9lvfxus,722,34311596422822186762,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,2540672508502561252,uosmo,4314898,22882051357147736064,11429545065674450698,0.4994982699444108
4709925,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo15qqsnsa2yqweqasnahke6vcgc0pgd692295cdz,722,5561726737359899626,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,411838208529667476,uosmo,699397,3709055770608559104,1852670966751340522,0.4994993554511491
4709927,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1nm3hhhx54l0av3u2yuu25yvx52mxdqaqjywklf,712,188154473356500570,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,3387,uosmo,917617,125490640118031288,62663833238469282,0.49935065419644276
4709930,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1hmgwsu4lzxlrdnua2mf959qphxuym3nzx47a8f,584,870476406959937907,ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,5000000,uosmo,5653138,580511304126489216,289965102833448691,0.49949949427731966
4709931,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo15cxzysdx8aavudyr8phtreq2uw6k5j3gfl7ljp,653,14008815741430762283119,ibc/C2A2E9CA95DDD4828B75124B5E27B8401C7D8493BC48353D418CBFC04565899B,206200000,uosmo,1263113141,9611872474517348548608,4396943266913413734511,0.45744918886204866
4709931,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1exw2am3hz7deqe35tjyuua2y87arqzcvy36k8k,641,10137973570944554087,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,4049555,uosmo,106067,6760903497054172672,3377070073890381415,0.4994998191235567
4709940,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo12v53xatpptnu6dl5g4ppwrqx9acgnn5gxhgefs,601,376562998165933,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,18412,uosmo,5420,251172980993837,125390017172096,0.4992177768323445
4709947,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1lwkr9wpm35e93tnjj9awhhph0p6620n0ju8c2k,722,123328578797907848897,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,9082591608181956013,uosmo,15593986,82246789966011170816,41081788831896678081,0.4994941303955316
4709954,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo13j44mhvhafkpxqjfz6zrknverjc67jcc8gj7qr,1,2439900305932483365816,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,21999848,uosmo,172765476,1627143147887952003072,812757158044531362744,0.49949948109943376
4709965,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1j4fshjxr3k9sljkkav5e0axm5y7wa3syq8n67d,42,105504814240640146,ibc/1DCC8A6CB5689018431323953344A9F6CC4D0BFB261E88C9F7777372C10CD076,948827,uosmo,268413,70360012994775796,35144801245864350,0.49949964120208223
4709965,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo17kczgz6nphvh3z6vwhwm3zz25yshjfzkkkysnl,722,9919437773789401574,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,731061358824380997,uosmo,1253249,6615167340023499264,3304270433765902310,0.4994991455127973
4709973,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1nscqpyukjl80zvuz024aspry0rk60279q4enuj,720,6944449567896483316,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,4623161999999999435,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,4643068,4632283226334798848,2312166341561684468,0.4991418332145334
4709978,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1sw239ufet6hczxygckp4eqyr2d552708jktc0f,641,12742827050139829870,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,5090000,uosmo,133322,8498079823186434560,4244747226953395310,0.4994948641658896
4709979,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo17e827n4m2qwt2xrzts60w9mtesexcpxzwzuzcd,1,99811514536137663902,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,899992,uosmo,7067299,66563223016080207872,33248291520057456030,0.49949942345828724
4709980,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo13c7e4adsmy6ymn7ad9ee8sh33dyjrr6kuqgtvn,9,7067188897195056765665,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,4026819859,uosmo,6289864,4713031639917518127104,2354157257277538638561,0.499499565701778
4709988,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo17e827n4m2qwt2xrzts60w9mtesexcpxzwzuzcd,497,3839794099270984489,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,2440006,uosmo,7768577,2561143922961265664,1278650176309718825,0.4992496379630662
4709992,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1u7kpm6xn2ndnkhwwjzdg6v8ttp77n06gq59d4c,690,25255840427121827407,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,26051157,uosmo,2221171,16842858318384512000,8412982108737315407,0.49949847880358167
4709993,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1sw239ufet6hczxygckp4eqyr2d552708jktc0f,604,113453339978011,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,15500000,uosmo,437118,75673453805666,37779886172345,0.49924886829357673
4709993,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo14ufjhc808xnmmf8e8h56fssen2aqz9rpqa3jt4,716,16464460553113751,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,3618051999999997293,ibc/AA1C80225BCA7B32ED1FC6ABF8B8E899BEB48ECDB4B417FD69873C6D715F97E7,100983,10978158149244889,5486302403868862,0.4997470731687561
4709995,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo12xv02sks2ddhg5k7vtnv05y52uwv3k7wjha7g9,704,6160584430200455540,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,47128767601606643,uosmo,75085760,6160584430200621056,-165516,-2.6867397195928788e-14
4709995,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1xafddep28088usdge8llspappkzj29wu34vd3p,722,7035628429005448942,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,518704862267383414,uosmo,888593,4691986598237132800,2343641830768316142,0.499498833105974
4709996,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo13gfc7vp64lr8kcsyjpafskscuzeat49rtyc2mr,722,8140260433441121038,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,600143481866884615,uosmo,1028106,5428653374397132288,2711607059043988750,0.4994990234286456
4710002,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1jyp2hj8znp24uhfrlzjtqr6ftlfs788z58httz,604,30058639338662,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,4106543,uosmo,115814,20049203064467,10009436274195,0.49924359796298456
4710003,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo14ufjhc808xnmmf8e8h56fssen2aqz9rpqa3jt4,653,33177566319829820,ibc/C2A2E9CA95DDD4828B75124B5E27B8401C7D8493BC48353D418CBFC04565899B,446,uosmo,2732,22146041806184550,11031524513645270,0.49812623899971964
4710004,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1rcdx5kq3zpzjpq2n3agjqg776vvp8f8f8a7930,604,118955686080734,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,16251465,uosmo,458325,79343515834801,39612170245933,0.4992489912900815
4710005,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1tcpmk8ztqs3f2rsu0yclzcnqjs7wu7pd9e45qf,704,2207898605045181043,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,16892492092751150,uosmo,26906950,2207898605045215872,-34829,-1.5765166949677223e-14
4710007,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1dlwzczuey4wfue5xqk7mt4ygrzk9krkszhnlgl,619,1377295825894763638,ibc/EA4C0A9F72E2CEDF10D0E7A9A6A22954DB3444910DB5BE980DF59B05A46DAD1C,16121178,uosmo,296658,918504027440886528,458791798453877110,0.49949895128075994
4710007,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo17rxdrdxhztsxn3272hl0dps0u6sudqla8qh8jp,631,44451517787502514999,ibc/297C64CC42B5A8D8F82FE2EBE208A6FE8F94B86037FA28C4529A23701C228F7A,67800,uosmo,914373,24702001298684587008,19749516488817927991,0.7995107865964535
4710008,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1psz0dvuka0du625h8hfwy0gdlu2etmknwfnjnr,674,818825742603229732,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,1741783495990470324,uosmo,1505996,546065883970012032,272759858633217700,0.49949990768549224
4710015,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo10xg44tzq6k0taym44dkt7yq8w044wk2lg5um8m,605,84728660003207029287,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,312000384,uosmo,12736,56506815334070026240,28221844669137003047,0.4994414302467516
4710022,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1getl4xhtu3tnkptet0xfgr3285hw8th73wd4ux,722,329068169795754038830,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,24326170611289671603,uosmo,41450393,219454222707025526784,109613947088728512046,0.49948433772023915
4710025,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1s3rv4alekvpwgtz3qma6uy7e88spkcrgtsms0x,674,253776388886544909,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,809466760265293578,uosmo,699892,253776388886944400,-399491,-1.5741852266160095e-12
4710033,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1g70wmrepw0279r5pzc53m6cuu0x9xmmjcylmyx,604,95143903860356,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,12998030,uosmo,366589,63461001887718,31682901972638,0.4992499492632465
4710037,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo105ytzzer2c6h63tfy9cu8x6sajclzzaxhfj3xp,625,37870211643634427828899,ibc/E97634A40119F1898989C2A23224ED83FDD0A57EA46B3A094E287288D1672B44,3204959209,uosmo,34704740,25256028760743035797504,12614182882891392031395,0.4994523486803426
4710037,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1c5vmr5jj6dp4w40dq4w6h843e4h97sqkghy985,1,47391559930144438584,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,428128,uosmo,3349358,31604943249947975680,15786616680196462904,0.49949833971691904
4710038,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1d0s79etshxcf8gj9smq2tyvuzrshnzzjncja0v,712,3434005255548860988,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,61809,uosmo,16746152,2290110417579411584,1143894837969449404,0.4994933122825218
4710048,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1t5nvrymqj70y6lz4chd04hnmd72njnu5kezt85,662,1170866535639814814,ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,98558631487,uosmo,823541,780712605810801344,390153929829013470,0.499740784156832
4710048,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1qhf0we0fsyzczljvyct59ajzy745afdwv3csp8,605,78341605383305919953,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,288481237,uosmo,11775,52245152323948773376,26096453059357146577,0.4994999899233663
4710052,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1gvha7xfxnaruq3xe2srenr7kj40xdzhwux75ny,678,3429980243425503663,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,11725600,uosmo,10137522,2287416141540396160,1142564101885107503,0.4994998859786308
4710055,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo19vjw6c4svl3yczkgmk76ar3tulx8zm085up940,712,1431814819232084502,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,25772,uosmo,6982335,954878868373113280,476935950858971222,0.49947272544794785
4710055,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1jh0urskmdrrhfgm53d0ddnd506stu63w95d3l6,2,7400024345281095276462121,uion,10048178,uosmo,2030509000,4114508536602742937878528,3285515808678352338583593,0.7985196237777474
4710056,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1qhf0we0fsyzczljvyct59ajzy745afdwv3csp8,662,14765471250278137,ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,1242842054,uosmo,10385,9845289144082608,4920182106195529,0.4997498838470118
4710059,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1fg4k093gpta9j55pyv2w5rc89qn5nea5a4qjhh,712,1865596833321889626,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,33579,uosmo,9097765,1244157794218690048,621439039103199578,0.49948570992432084
4710061,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1e64jguv6uetfxankx4ge0jll9vqcl806u7vrka,9,533169955996157486660109,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,303788859604,uosmo,474555305,355572939428196773789696,177597016567960712870413,0.499467189076755
4710062,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1cejrk8fngaqv6c8vxvn785869c9pu5s6qnhnxg,1,8899460243249977399,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,80396,uosmo,628970,5934984275369593856,2964475967880383543,0.4994917981810112
4710064,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1y29zeazclv388h692yzunqtgjwc5km55wrrn0r,719,33941268230293439832,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,1154196,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,682407,26121337872555547648,7819930357737892184,0.2993694425565363
4710065,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1wfw3cdg5uvt0r5lawxr300lpthj48wx23f9y2q,584,80718338204201806,ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,463236,uosmo,524674,53830207277108808,26888130927092998,0.4994989298234993
4710069,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1jvtpzzhmra3raks6d6e2kzm6k8yp3jgkjw3dhh,9,26914518523566471139196,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,15332786112,uosmo,23952320,17949015132968433221632,8965503390598037917564,0.499498347078128
4710070,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1kcffjf3y5p65qv9yt9j7pn0e7v3h43kcxhaky4,1,553481354694199508016,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,4999990,uosmo,39117334,369110653481712287744,184370701212487220272,0.4994998098087189
4710071,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1huaayys7a8uv9d6e7ps9avzxfm9ffe955sl7hf,627,7721296529699978,ibc/9BBA9A1C257E971E38C1422780CE6F0B0686F0A3085E2D61118D904BFE0F5F5E,11061,uosmo,4766,5149443897649412,2571852632050566,0.4994427909438046
4710073,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1q6vnjhcm5mj4vhdmvpmcr9ugvvzrqlc5v5qyjn,1,1131927920227187180,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,10226,uosmo,80001,754897860085737216,377030060141449964,0.49944513036323746
4710074,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1q9f32exz4dff8amtt7ppl9nsnkr7myzhc2uzzv,497,103029378049616319787,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,65449906,uosmo,208512836,68720892740227092480,34308485309389227307,0.4992438826293957
4710078,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1pu8n44ftfm4qyfz6lxkejw23nng7xwje0mr3af,577,961065906937819,ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,1841218,uosmo,130290,641032780253125,320033126684694,0.49924611742682234
4710078,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1dky9zrjwttgz677zr7jw34wvr3u6ap2tekcdm3,674,71116253882603616,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,226833957099105662,uosmo,196136,71116253882886492,-282876,-3.977707052627011e-12
4710084,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1l4zazvpdm6uplllq9vangmkj2ttkhlmx90rhqv,1,109620010532520586983,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,988447,uosmo,7761763,73104407449743458304,36515603082777128679,0.4994993374083532
4710089,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1cdujgx8hceseukzcdjcp7tjcpr8594lr3rvk9z,577,6173572629370375,ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,11827325,uosmo,836940,4117774778027497,2055797851342878,0.49924970698073223
4710092,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1l4zazvpdm6uplllq9vangmkj2ttkhlmx90rhqv,497,3841124536669216511,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,2440020,uosmo,7773534,2562031329385913344,1279093207283303167,0.49924963547962764
4710101,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1p5t6df7a2hdy9p48z99we2er4ky4qkg0vlxmgm,497,102580488616865264798,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,65162540,uosmo,207600870,68421480999462584320,34159007617402680478,0.4992439087612117
4710103,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1lynjdpkq8gmw7lqr6jd7udh0xm68006g8p8hk0,674,308657137224166,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,985967626458375,uosmo,850,308657137383477,-159311,-5.161422400590254e-10
4710106,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1s3deqddavqt2nfcmnx0ecxqlgzwq5p6e6gq8um,604,32736075552822,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,4471405,uosmo,126155,21834969914025,10901105638797,0.4992498584481686
4710107,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1cdujgx8hceseukzcdjcp7tjcpr8594lr3rvk9z,601,34863404311588970,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,1703709,uosmo,502055,23253898497809704,11609505813779266,0.4992498705054884
4710113,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1n93esxf3her0vszqzyskq5lp763qhs3ddltf8g,604,22817554592419,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,3116639,uosmo,87932,15219314775377,7598239817042,0.49924979732563446
4710114,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1d63mzgwjl0x3e70e5hx4qvrq0tazexpwkeupe2,704,113682089704053109,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,872401764352801,uosmo,1381245,113682089704072992,-19883,-1.7486012637846216e-13
4710117,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo15sr37ctf42xhgg00n2unctdpxprast5f6aa0cp,678,5599541240140356621,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,19205057,uosmo,16495920,3734272705490216704,1865268534650139917,0.49949981743641203
4710121,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1meqm5tpusjywkxvd933degsh5fyqw9hdhumy8j,497,102342312246713381667,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,65007946,uosmo,207119285,68262615795191267328,34079696451522114339,0.4992439280934038
4710124,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1ux20lcw7et2j8kl8gfdep78lacew4dqqjp5dvp,712,2605088723328370342,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,47000,uosmo,12673810,1737305351183463808,867783372144906534,0.49949962541344095
4710127,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1zl9t43fvpxjatedsqvusp4nedh6qqvcqj0823c,580,11530425958102,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,402,7699752328301,3830673629801,0.49750608415300324
4710130,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1ux20lcw7et2j8kl8gfdep78lacew4dqqjp5dvp,712,3935357905436142971,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,71001,uosmo,19145543,2624462321357546752,1310895584078596219,0.49949110467721014
4710137,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1ga20pr08r94l4624aumgk5749e9qulxct8sguh,604,23256561246107,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,3176560,uosmo,89625,15512131936963,7744429309144,0.4992498349430763
4710139,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1ux20lcw7et2j8kl8gfdep78lacew4dqqjp5dvp,712,5875326103514394184,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,106000,uosmo,28583486,3918192335889171968,1957133767625222216,0.4994991567153586
