block,code,msg_type,sender,pool_id,share_in,denom_1,amount_1,denom_2,amount_2,estimated_gamm,extra_gamm,ratio
4707357,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1lj72jml6hw635cek9hep62u3hvfwng9e2e3r09,606,2183028319293324558852,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,65063,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,12382929384,1456086474842744422400,726941844450580136452,0.49924359370832616
4707362,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1rsks3gfv2rcf3atj8gs09yyhrftyn7j5vuu9v7,712,3903519659099240076,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,71690,uosmo,19222025,2603225337459142144,1300294321640097932,0.4994935716587794
4707362,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1jxpztalf3skjftyrlf3tpd3c94g2nqkanr7c3a,648,130016939323421211876746,ibc/8061A06D3BD4D52C4A28FFECF7150D370393AF0BA661C3776C54FF32836C3961,407692038916463981396,uosmo,75584630,130016939323421244784640,-32907894,-2.220446049250313e-16
4707383,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1vtmpjl927zgwa8ht6mt75zsfyx75xdqpcu4atn,1,3327724050960207545,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,30135,uosmo,234633,2219252054819839360,1108471996140368185,0.4994799908973633
4707385,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1z98eg2ztdp2glyla62629nrlvczg8s7f8sgpm5,597,71939629717184710670,ibc/FE2CD1E6828EC0FAB8AF39BAC45BC25B965BA67CCBC50C13A14BD610B0D1E2C4,506986849,uosmo,10000000,47976170518809034752,23963459198375675918,0.49948670223649505
4707387,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1mxpjsl4gppu3al5c0hm5ttm8hf9zpdhctafmxy,678,43383443519119,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,146,uosmo,131,29015268423989,14368175095130,0.4951935954950808
4707387,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1nl09n46sfnk0z8jk33mvu9u6lz5ymqj4hmj84x,712,1197976972779704593189,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,21986648,uosmo,5904419000,799007980631208886272,398968992148495706917,0.4993304219981807
4707398,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo18e9g3kfkzc9n9aet5c9eqwvt6ay5raar8m9e6q,722,28253828031285243781,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,1999955267260136674,uosmo,3725000,18842185189065527296,9411642842219716485,0.4994984789599388
4707399,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1pq7mnp9wk5mzeus9gz047ajalzcl2q7pvey5j4,712,3937082154080190497,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,72200,uosmo,19389808,2625609142896788480,1311473011183402017,0.4994928566315384
4707401,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1ey67pvamgg0hfv7q72zkfcf9nrw927f5akhp8y,712,6299327254628655834,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,115519,uosmo,31023582,4200958216145124608,2098369038483531226,0.49949771707299506
4707407,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1ltuj2v832rsxgfcfk696r9zm0rm2j26as7wn3x,573,138868630033148525,ibc/4E5444C35610CC76FC94E7F7886B93121175C28262DDFDDE6F84E82BF2425452,194193921,uosmo,2803201,92610292282076240,46258337751072285,0.4994945660054364
4707409,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1akm0t858fwhk73982p9wz53hwvvvl4a5gc25lq,678,510221732969028828,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,1713782,uosmo,1534762,340261314202113408,169960418766915420,0.49949968354604035
4707416,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo12asyaccxrau33q8l780cgzkyzydqngfvla7deg,1,110434995160557996331,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,999997,uosmo,7786982,73647901195806191616,36787093964751804715,0.49949955623238607
4707417,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1g66a5sn0fgfw9wskzvlw39rsxgq9lqd6alweck,678,59748936151678057356,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,200698091,uosmo,179720117,39845950664992296960,19902985486685760396,0.4994983217748159
4707423,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1x63tv5csgv6mpsckq90p6h3tlufuxv35lceay7,690,5285788736891885722,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,5999997,uosmo,453114,3525035067854680576,1760753669037205146,0.499499617775091
4707429,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo12asyaccxrau33q8l780cgzkyzydqngfvla7deg,497,3136229255099975222,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1999997,uosmo,6322643,2091865809450599296,1044363445649375926,0.49924973243081205
4707433,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo17urqyrawvju9u3t345d6v3e5ty3mk3hft3aa3v,722,41873703223957939318,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,2963658963041915287,uosmo,5521316,27925150603767980032,13948552620189959286,0.499497847589329
4707434,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1u5m59uvat5wakk9w3d5fgrnxryfkn6krm4qsx5,1,275347210768138039069,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2493393,uosmo,19414443,183626052475207483392,91721158292930555677,0.4994997009224189
4707434,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1ufvxkljcsy9u38vjj06j2x0fxy962xwxgmdfa0,1,1526983708055347187,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,13828,uosmo,107668,1018355634959057536,508628073096289651,0.4994601646376109
4707435,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1ey67pvamgg0hfv7q72zkfcf9nrw927f5akhp8y,1,110143514231372110867,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,997399,uosmo,7766103,73453518171735019520,36689996059637091347,0.49949950625721606
4707436,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1evxw84lfmevdajh6xelu4rp46kux8fmjxkw4sr,712,5458902897133493751,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,100106,uosmo,26884680,3640488826514168320,1818414070619325431,0.49949722613501013
4707440,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1qurmjyezm4yy3tuhwgelpjcwrtd40ftcwpl5yd,9,86643030214166628540006,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,49366422593,uosmo,77207593,57781487263618934243328,28861542950547694296678,0.4994946360392465
4707445,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1zf9wvyqsk8qqu3leavjxna8mwlvkxd3x96fgcz,704,68953078017582351892,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,527784886958954776,uosmo,841462000,68953078017582546944,-195052,-2.7755575615628914e-15
4707445,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1m6jkgwxj35a77k7n67nj5susc84m5n6mfy3ku0,712,24048552153497765356,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,441002,uosmo,118437551,16037753293672414208,8010798859825351148,0.49949632676953315
4707457,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1jr6mlu93x74ffpfvswkav33pxzqa8puujztrc4,648,338425905531169011636256,ibc/8061A06D3BD4D52C4A28FFECF7150D370393AF0BA661C3776C54FF32836C3961,1059997917454621885900,uosmo,196965000,338425905531169141686272,-130050016,-3.3306690738754696e-16
4707473,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1c7zy976xxc64ymlny8qsts299ylqwmq52ysy7j,678,73969451553409107,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,248350,uosmo,222595,49329496969214220,24639954584194887,0.49949738185192327
4707483,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo15xd8465ylem38zkerjc8vn04h00n9zwurukg99,641,789626044343570126494,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,311676263,uosmo,8361593,526593944663418503168,263032099680151623326,0.49949700779083783
4707484,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1mnufmmgrvc6tpfe6ayr679xnmhkewcsgdjqmgn,1,7949407120057919326,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,71988,uosmo,560491,5301404707973789184,2648002412084130142,0.4994907119807881
4707486,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo13hvvnhjlyj6wxqccgehpkhldtkj2fpc6j40895,722,254639751202570337869,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,17986847848259410459,uosmo,33642454,169817835606326837248,84821915596243500621,0.49948767332589483
4707497,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1alwjdff8sgejhv3u5rtylatury4cuvr7y49s7h,9,31038672547326874582850,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,17700000000,uosmo,27633613,20699374878262986539008,10339297669063888043842,0.49949806358265847
4707503,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo15q08u2gz05hshx6hr6pxq8auzuysl5jvtk8j6q,641,80044461820486818379,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,31594250,uosmo,847603,53380779554529570816,26663682265957247563,0.49949967925664596
4707505,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1lynjdpkq8gmw7lqr6jd7udh0xm68006g8p8hk0,674,2759041390259017611,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,8646888494549141515,uosmo,7745416,2759041390259396864,-379253,-1.3744561044859438e-13
4707515,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1n6mqdxjlwvda8zgcw5t503gprnhn6gvs787drw,704,588624072888055673,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,3004658143383678,uosmo,4790406,392546960747010592,196077112141045081,0.49949975862228935
4707522,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo197zhk2x8jrxdpqq0h675cfn932rnw4wp87gyut,604,6123512581190601,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,838695737,uosmo,23536490,4084387921538586,2039124659652015,0.499248528500172
4707526,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo103w2uwpdf9p708c83nkyd0ys6fgqt94tdvjtgn,712,69943726610921337991,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,1283024,uosmo,344355700,46645009209972920320,23298717400948417671,0.4994900375315403
4707532,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1heqtu4cum6fs9rg9mj754ycvfdgl9ssm3n8j6n,601,844173976967604339,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,41889629,uosmo,11975845,563064792160587680,281109184807016659,0.4992483790867952
4707544,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1dffxgxg79rfqh54lfz7xpx93qjdt38wksq9dgs,1,8847633592879096509,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,80107,uosmo,623940,5900421319659145216,2947212273219951293,0.4994918351678326
4707556,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1t5lx9y368e0fsf8yr84hqwdy3rqtut3p2n48qg,722,99077275722763402852,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,7025928518290314232,uosmo,13037497,66073751539101601792,33003524183661801060,0.4994952369872738
4707561,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1klmkrcz8el7jr3waczxgptfuhd5cj0ej4s2yw2,712,2562352098499206298,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,47034,uosmo,12606018,1708817888583903616,853534209915302682,0.49948810555970136
4707565,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1jaey7087uuncesrxp0fk7frxwv4kyu6ywa480r,601,386615487800313809,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,19184402,uosmo,5484701,257872720454306512,128742767346007297,0.49924926963656757
4707590,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1gp437zc9e4gsuugn6udcve2vdarlrqf9cpk3f2,712,585075055494459852,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,10752,uosmo,2875185,390192134801936512,194882920692523340,0.4994537390956044
4707601,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1ve5k4ul2fj42heup7ac7qvkhxzfzjrf6ep8ess,722,46955281260024261731,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,3331683804356483996,uosmo,6175031,31314007739827419136,15641273520196842595,0.49949765773044574
4707615,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1xv6t5tqgglgwd0ngysm2h0qhkjs77euuprc6pc,1,20620274961554131105,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,186541,uosmo,1455364,13751465190027955200,6868809771526175905,0.49949657557270166
4707617,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo17wklrv0g6y0vw0cc88fn07h3hg90fjylpkxxcj,678,26632664526141696769,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,89580915,uosmo,80000000,17761038900971943936,8871625625169752833,0.49949925083967184
4707621,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo16c0gt6s25js2ey6z7ggesy97nzsy0j6fustk6z,674,11637189896199434630,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,24359194798923872680,uosmo,21753573,7760719466101843456,3876470430097591174,0.4994988476300015
4707631,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1l02m8ug9cdm5s9p4qntt82ykjgkpyuw9u260yp,662,247371109577830066,ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,20389596103,uosmo,177803,164941777603479584,82429331974350482,0.4997480515367718
4707631,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1ep44f78erwu37s6dm6he95m85u2ayhw4jarws3,712,355739849994041684,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,6538,uosmo,1748171,237255092293512032,118484757700529652,0.49939816488301236
4707633,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1qw8vwzfzquczf43gpk909tcrl5dnqe953l8hm0,712,6527459961172796666,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,119952,uosmo,32076540,4353100727270318336,2174359233902478330,0.49949665080824923
4707646,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1nmea788jgcg3vl57spy8c94a0ycws8cpdfhm0z,722,7137959591983604777,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,506288415233649159,uosmo,939026,4760228823188993536,2377730768794611241,0.4994992587775877
4707650,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1jtd6xjzzhyedpuu03ksggyadrdxjw8ps9wrag8,641,42243869905168958160,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,16677301,uosmo,447238,28171974078634479616,14071895826534478544,0.49949981450559955
4707651,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1z7qd2j77knchudz3a98r2e0dkquhx3r3pzslt7,678,9736417883083911475,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,32776014,uosmo,29222455,6493110814619134464,3243307068464777011,0.4994997253338913
4707655,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1u870ksd35rctnae70kl602hzrqcnwe8tg8422j,726,6300585185951129099,ibc/785AFEC6B3741100D15E7AF01374E3C4C36F24888E96479B1C33F5C71F364EF9,1398962,uosmo,5225970,4201964781651558400,2098620404299570699,0.4994378852158585
4707663,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1wd4wc8t8ctan5zeq4nxdntnxaq6cspyj5jf4t9,722,36931378890887096279,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,2627675669541789139,uosmo,4843390,24629159063395870720,12302219827491225559,0.4994981678353332
4707665,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1smrlapzwyv23cvna6s7jkwnenvcvcwnc62n2n6,604,43367046154813,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,5940025,uosmo,166676,28925910364014,14441135790799,0.49924568005177994
4707666,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1d6qk37ycqp49e458n0gghwrcl0pzrdylg89yvw,625,54611189623226139158,ibc/E97634A40119F1898989C2A23224ED83FDD0A57EA46B3A094E287288D1672B44,4615686,uosmo,50109,36419602963613411328,18191586659612727830,0.499499862142589
4707666,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1u870ksd35rctnae70kl602hzrqcnwe8tg8422j,712,6581203963059397272,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,120955,uosmo,32336303,4388941518525480192,2192262444533917080,0.49949684571564656
4707666,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1tvx0tmstj9zx0d25mcg8rr7man3x6qqrqzkq5c,678,62060023182064648,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,208913,uosmo,186266,41387232553234012,20672790628830636,0.49949680984927936
4707667,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo10dc7lataqm62tze9tm47f8sesrws709zfd3xhh,678,133188934388324594,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,448356,uosmo,399749,88822306677016096,44366627711308498,0.4994987112036906
4707669,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1yeav86f6h0uehruhgu2jlpk6j5esfnyfpzfltk,604,1171270143721796,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,160429882,uosmo,4501614,781237606816314,390032536905482,0.4992495669722503
4707670,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1p8ew2l88udgdam8qa7pa8ez9qyazljps38hm2a,712,658601247623209779,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,12105,uosmo,3236016,439229995501969120,219371252121240659,0.49944506151164525
4707671,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1mvccc0xt6g8lm5stldfzmjfdg4vhq9rd90df7f,3,6434094393380119,ibc/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,140,uosmo,43,4301140729485480,2132953663894639,0.49590417938958997
4707672,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1d6qk37ycqp49e458n0gghwrcl0pzrdylg89yvw,674,228791544830367264,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,479225932387710958,uosmo,427399,152578669579853472,76212875250513792,0.49949888447957047
4707673,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo13gd97ke6erejqk2p050xkpc63jhtujrevjue5p,722,103681477161879885638,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,7359907984474216832,uosmo,13628808,69144263614980505600,34537213546899380038,0.4994949941070266
4707673,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1smrlapzwyv23cvna6s7jkwnenvcvcwnc62n2n6,601,36104390509989905,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,1785857,uosmo,513829,24081653263159366,12022737246830539,0.4992488312761807
4707674,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo15qtsn35ggl0dmm6qcxv3445pwa3gh5t5hpkwjm,678,99528767658404127,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,335055,uosmo,298714,66374717677599616,33154049980804511,0.49949816949644754
4707674,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1q4edn2j8gewak9rctjeyw9nntwv4wwj36nyv8y,3,120571004635771009266,ibc/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,2617079,uosmo,803906,80407481142620266496,40163523493150742770,0.4994998341250354
4707675,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1k0lf96eev5zuqwdjtalzsu6ugqjjj7ynymkze7,712,49876734106398455,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,917,uosmo,245155,33274341410510012,16602392695888443,0.49895480998594377
4707678,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1g692jde5e7nqpml4rmxgge22m3qvft8u88z3dz,648,62869433264612743741,ibc/8061A06D3BD4D52C4A28FFECF7150D370393AF0BA661C3776C54FF32836C3961,131328030097027492,uosmo,24401,41927510238882762752,20941923025729980989,0.4994792895264466
4707678,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1rysg5xsecpa2gqdxv2kr00dqys63gt8eekg0d2,601,223434620074885035,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,11051736,uosmo,3179912,149030983309197120,74403636765687915,0.4992494521177615
4707678,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1g659w4l93h7f6ljmcn95m0ygxzq4nq4vfx03qc,619,6194276468031243,ibc/EA4C0A9F72E2CEDF10D0E7A9A6A22954DB3444910DB5BE980DF59B05A46DAD1C,72898,uosmo,1327,4130915709784323,2063360758246920,0.4994923409741152
4707679,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo13p4tyrzhgfwhzryg0gewfnfrrs2n4jp2k0tmp7,578,7291750408602970,ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,3009890,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,27057212,4863602145219714,2428148263383256,0.4992489498282273
4707680,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo16vypav8wwznpq4x0sgjv8k4l34urv5vg09xhyj,9,16673276261952145980928,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,9518048707,uosmo,14828340,11119231521341321510912,5554044740610824470016,0.4994989743626488
4707680,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1gwg4xrru3gtls2z9syretn7zquxc4a8agu9pt0,722,868761362986240794,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,61666625396205301,uosmo,114199,579369842331656960,289391520654583834,0.4994935868424497
4707681,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1mvccc0xt6g8lm5stldfzmjfdg4vhq9rd90df7f,577,834215254806,ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,1584,uosmo,115,558680397365,275534857441,0.4931886974029378
4707681,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1j9gc8kex8djc8y9ns83v0f46kt2rrkdzy6lpks,601,39455758923463717,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,1951595,uosmo,561532,26317012985709190,13138745937754527,0.4992491338165619
4707682,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo19jtn9xx65x5q5z5d5k2egkk2h25a9pqfxtr2jl,601,32712673965369574,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,1618062,uosmo,465565,21819377766187590,10893296199181984,0.4992487098354741
4707683,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1yllrndphe5zj63vg4nxupqcqqa2n6l567taf2m,712,71363418704462892370,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,1311561,uosmo,350644487,47591806105844989952,23771612598617902418,0.499489608479019
4707684,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo14mz27u8mqdhh5wqpv6qkxkcvalxw2gxejjrxx4,712,5077907638930670035,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,93321,uosmo,24949172,3386410185098461440,1691497453832208595,0.4994957377802203
4707685,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo10zw447gf2dyr5suraf4ddmuutznwtlwr6p2kpk,678,237558216625913624,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,800011,uosmo,712719,158425046449254080,79133170176659544,0.4994991129891011
4707685,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1597ul4wuad2kftqapd8w3733350zl3pwr8e9eq,722,16127890334570480612,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,1144521144290023290,uosmo,2120508,10755520069312504832,5372370265257975780,0.4994988834232521
4707689,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1jmcqdyh9auemdr35xnqsywpagd9ty3yxqqgh55,701,1500740510289613541,ibc/67C89B8B0A70C08F093C909A4DD996DD10E0494C87E28FD9A551697BF173D4CA,155439063,uosmo,8985,1000827714379753728,499912795909859813,0.49949935311261084
4707692,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1j9gc8kex8djc8y9ns83v0f46kt2rrkdzy6lpks,648,1231254788019103160695,ibc/8061A06D3BD4D52C4A28FFECF7150D370393AF0BA661C3776C54FF32836C3961,3856617011876400780,uosmo,716566,1231254788019210944512,-107783817,-8.748557434046234e-14
4707692,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo15xq28alrsk6plt4dp7ag7pjvtyangmx6jtyg4c,578,79722336655144815,ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,32843513,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,296404616,53175150373495600,26547186281649215,0.49924045527253047
